rank,score,name,domain,city,source,band_label,hc_num,pre2024_grade,pre2024_evidence,pre2024_confidence,owned_ip,ownip_quote,repo_host_hits,review_gate_hits,cicd_hits,nongit_hits,jd_chars,jd_quote,dev_quote,years_active,contact_name,contact_title,contact_linkedin,identity_status,why_this_rank
328,70,Techninza,techninza.in,"Gurgaon, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2019; rdap=2019-03-09; wayback=20230604,Verified,1,-> --> --> Marketing --> We help you market your product digitaly and become a digital bra,1,0,0,0,4668,"uld have good knowledge of database , apis , git and other latest trend. LOCATION: WORK FR","siness. Techninza is a Premier, Full Service Software Development Company for Blockchain, ",7,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2019); owned IP: -> --> --> Marketing --> We help you mar; jd 4668ch; ~150 staff
329,70,SkyQuest Technology Consulting Pvt. Ltd.,skyquestt.com,"Ahmedabad, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2006; rdap=2008-10-17; wayback=20230613,Verified,1,ormation Through Technology Execute at Scale Our Product &amp; Solution Find the Right Pla,0,0,0,0,4628,,,18,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2006); owned IP: ormation Through Technology Execute at S; jd 4628ch; ~150 staff
330,70,Deuex Solutions Pvt. Ltd.,deuexsolutions.com,"Mumbai, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2018; rdap=2018-07-05; wayback=20230414,Verified,1,"tions that are actually useful, tailored to your product and your users, not generic templ",0,0,0,0,4487,,Software Development Company India | Software Development Service,8,Pranita Fulsundar,Software Developer - Frontend,https://www.linkedin.com/in/pranita-fulsundar,identity_full,"PROVEN_EQUIV(goodfirms_founded=2018); owned IP: tions that are actually useful, tailored; jd 4487ch; ~150 staff"
331,70,Infynno Solutions,infynno.com,"Ahmedabad, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2018; wayback=20230529,Verified,1,ecommended.&#8220; Joe Mousling Joe Mousling Our Products Innovative solutions to power yo,1,0,0,0,4459,"EC2/ECS S3 RDS/Aurora Lambda SNS, SQS DevOps GIT Docker Services Web Development Mobile Ap",ies. Take advantage of the best React Native Development Services to create a digital solu,8,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2018); owned IP: ecommended.&#8220; Joe Mousling Joe Mous; jd 4459ch; ~30 staff
332,70,Upside Learning Solutions,upsidelearning.com,"Pune, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2004; wayback=20230602,Verified,1,1–24 Months From sprints to managed programs Our Products AI-Powered eLearning Platforms f,0,0,0,0,4428,,,22,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2004); owned IP: 1–24 Months From sprints to managed prog; jd 4428ch; ~150 staff
333,70,Advertro India,advertroindia.co.in,"Bengaluru, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2016; rdap=2017-01-17; wayback=20230606,Verified,1,and visibility through structured reporting. Our Products GET DISCOVERED EVERYWHERE Built ,0,0,0,0,4367,,,9,(verify),,,identity_name_only,EXISTED_2COR(goodfirms_founded=2016); owned IP: and visibility through structured report; jd 4367ch; ~150 staff
334,70,Debut Infotech Global Technologies LLC,debutinfotech.com,"Mohali, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2011; wayback=20230601,Verified,1,Development Flutter App Development Discuss Your Product Idea Hire Dedicated Developers &a,0,0,0,0,4210,,ebut Infotech | Digital Transformation &amp; Product Engineering Company info@debutinfotec,15,(verify),,,identity_name_only,PROVEN_EQUIV(goodfirms_founded=2011); owned IP: Development Flutter App Development Disc; jd 4210ch; ~150 staff
335,70,EliteSigma Infotech,elitesigma.com,"Ahmedabad, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2020; rdap=2017-06-03; wayback=20230607,Verified,1,"y listing portals, CRM systems, and virtual tour platforms to modernize the real estate bu",14,0,0,0,4199,se MySQL PostgreSQL SQL Server MongoDB Redis Version Control Git GitHub GitLab Bitbucket D,"Software Development Company | AI, Web & Mobile App Development |",9,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2020); owned IP: y listing portals, CRM systems, and virt; jd 4199ch; ~30 staff"
336,70,Zerone Consulting,zerone-consulting.com,"Bengaluru, India",goodfirms+nasscom,50-249,150,PROVEN_EQUIV,goodfirms_founded=2004; rdap=2002-06-15; wayback=20230531,Verified,1,ormation you provide us to contact you about our products and services. You may unsubscrib,0,0,0,0,3972,,Zerone | Custom Application Development | Cloud Services | Digital Transformation |,24,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2004); owned IP: ormation you provide us to contact you a; jd 3972ch; ~150 staff
337,70,Illuminz,illuminz.com,"Mohali, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2009; rdap=2007-05-31; wayback=20230606,Verified,1,turning point that enables you to see what your product will look like. Web development Ap,0,0,0,0,3937,,Custom Software Application Development Company | illuminz W,19,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2009); owned IP: turning point that enables you to see wh; jd 3937ch; ~150 staff
338,70,Vedlogic Soultions PVT. LTD,vedlogic.com,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2010; rdap=2009-12-23; copyright_footer=2010; wayback=20230531,Verified,1,", often going beyond expectations to support our product development. Vedlogic’s processes",0,0,0,0,3875,,ancial Platforms Through Secure Cloud Native Product Engineering READ MORE success stories,17,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2010); owned IP: , often going beyond expectations to sup; jd 3875ch; ~150 staff"
339,70,iTechNotion Pvt Ltd,itechnotion.com,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2011; rdap=2011-11-11; wayback=20230530,Verified,1,"posts, carousels, and infographics based on your framework and branding cues.\u003c/li\u00",0,0,0,0,3689,,"ve studio. We build agents, automations, and custom software that quietly take the boring ",15,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2011); owned IP: posts, carousels, and infographics based; jd 3689ch; ~150 staff"
340,70,Stark Digital Media Services Pvt Ltd,starkdigital.net,"Pune, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2010; rdap=2013-06-08; wayback=20230606,Verified,1,Manufacturing BFSI ‹ › Slide 1 of 5 GovTech Product Suite Five products. One governance pl,0,0,0,0,3655,,ers clients Insights From the insights desk. Software Development 4 Reasons Why your Mobil,13,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2010); owned IP: Manufacturing BFSI ‹ › Slide 1 of 5 GovT; jd 3655ch; ~150 staff
341,70,Facile Technolab Pvt Ltd,faciletechnolab.com,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2016; rdap=2016-03-04; wayback=20230607,Verified,1,es high-quality engineering team aligned to your product roadmap and business goals. See h,0,0,0,0,3603,,"Facile Technolab: AI, Custom Software & SaaS Development Company Services Secondar",10,(verify),,,identity_name_only,PROVEN_EQUIV(goodfirms_founded=2016); owned IP: es high-quality engineering team aligned; jd 3603ch; ~150 staff
342,70,Renu SB Creation Software Pvt Ltd (SB Creation),sbcreationgroup.com,"Kolkata, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2005; rdap=2008-07-05; wayback=20221206,Verified,1,that empower institutions and stakeholders. Our platform has consistently set new benchmar,0,0,0,0,3576,,"N SOFTWARE PVT. LTD. is Kolkata, India based Software Development, Web Development, Mobile",18,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2005); owned IP: that empower institutions and stakeholde; jd 3576ch; ~150 staff
343,70,iSkylar Technologies,iskylar.com,"Jaipur, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2014; rdap=2014-09-02; wayback=20230604,Verified,1,"us integration. Deploy Launch, test, refine your product, ready for the world. Edge-case s",0,0,0,0,3496,,n a human for every click Explore → M Mobile Application Development MOBILE DEVELOPMENT Ex,12,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2014); owned IP: us integration. Deploy Launch, test, ref; jd 3496ch; ~150 staff"
344,70,FinByz Tech Pvt Ltd,finbyz.tech,"Ahmedabad, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2016; rdap=2017-09-09; wayback=20230410,Verified,1,hnical challenges has significantly improved our product. The addition of a dedicated deve,1,0,0,0,3488,"r@finbyz.tech . Bonus points for portfolios, GitHub links, or anything that showcases what","ERP software, intelligent AI automation, and custom software development. Serving enterpri",9,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2016); owned IP: hnical challenges has significantly impr; jd 3488ch; ~30 staff
345,70,Averta Strategy Pvt LTd.,avertastrategy.com,"Pune, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2020; rdap=2017-03-16; wayback=20230927,Verified,1,s & Recognition 0 Continents Global Presence Our Flagship Solutions Transform Enterprise /,0,0,1,0,3412,,ika Services Software Engineering Custom Web Application Development Mobile Application Mo,9,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2020); owned IP: s & Recognition 0 Continents Global Pres; jd 3412ch; ~30 staff
346,70,LIFO Technologies Pvt. Ltd.,lifotechnologies.com,"Chennai, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2011; rdap=2011-02-17; wayback=20230601,Verified,1,"k together, or independently, to accelerate your product roadmap and operations. Embedded ",0,0,0,0,3384,,,15,,,,identity_pending,"EXISTED_2COR(goodfirms_founded=2011); owned IP: k together, or independently, to acceler; jd 3384ch; ~150 staff"
347,70,Imenso Software,imensosoftware.com,"Gurgaon, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2010; rdap=2012-01-19; wayback=20230529,Verified,1,a need to develop web application for one of our product so we were looking for a partner ,0,0,0,0,3352,,Software Development Company | Imenso Software --> Services Web D,14,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2010); owned IP: a need to develop web application for on; jd 3352ch; ~150 staff
348,70,Squash Apps Private Limited,squashapps.com,"Coimbatore, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2015; rdap=2015-07-27; wayback=20230531,Verified,1,"as 6–10+ years on their stack. Dedicated to your product, not shared across clients. The e",1,0,0,0,3229,— India Remote — other LinkedIn profile URL GitHub / Portfolio / most recent shipped work ,"Custom Software, AI &amp; Senior Engineers — Squash Apps Ski",11,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2015); owned IP: as 6–10+ years on their stack. Dedicated; jd 3229ch; ~30 staff
349,70,CloudTrains Technologies Pvt.Ltd,cloudtrains.com,"Pune, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2018; rdap=2014-09-11; wayback=20230528,Verified,1,One Not add-on AI — intelligence baked into your product core Trusted by Founders Across 4,0,0,0,0,3099,,"pace competition. CloudTrains is an AI-first product engineering studio. We scope in days,",12,(verify),,,identity_name_only,PROVEN_EQUIV(goodfirms_founded=2018); owned IP: One Not add-on AI — intelligence baked i; jd 3099ch; ~150 staff
350,70,MAG Studios,mag-corp.com,"Delhi, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2006; rdap=2006-06-15; wayback=20230601,Verified,1,al in working with us to define the scope of our products and implementing it to our satis,0,0,0,0,2914,,"Software Development | Android, iOS &amp; Hybrid App Development",20,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2006); owned IP: al in working with us to define the scop; jd 2914ch; ~150 staff
351,70,Lingo Solution Private Limited,lingosolution.com,"Noida, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2010; rdap=2008-07-23; copyright_footer=2023; wayback=20230530,Verified,1,ters principles all selection right rejects. Our Products Virtual online Interpretation Li,0,0,0,0,2911,,"o Tech Lingo Tech Lingo Tech is a pioneer in custom software development, Web Development ",18,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2010); owned IP: ters principles all selection right reje; jd 2911ch; ~150 staff
352,70,Simplior Technologies Pvt Ltd.,simplior.com,"Ahmedabad, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2013; rdap=2018-05-17; wayback=20230531,Verified,1,"f doors for you, by helping you to showcase your products and services with endless creati",0,0,2,0,2870,,ome your countless challenges. View More MVP Product Development Surrounded by super produ,8,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2013); owned IP: f doors for you, by helping you to showc; jd 2870ch; ~30 staff"
353,70,WebOsmotic Pvt. Ltd.,webosmotic.com,"Bengaluru, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2010; rdap=2014-07-15; wayback=20230326,Verified,1,"ws, and the problems they face. We dig into your product thinking upfront and match our bu",0,0,0,0,2823,,Join Us Testimonials Our services Custom AI Development Services AI Chatbot AI Agents AI C,12,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2010); owned IP: ws, and the problems they face. We dig i; jd 2823ch; ~150 staff"
354,70,Peninsular Research Operation,peninsularresearchops.com,"Chennai, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2021; rdap=2023-02-03; wayback=20230511,Verified,1,business performance and ultimately success. Our Products Data Mocha Data Mocha Elevate yo,0,0,1,0,2581,,"can be particularly useful in areas such as, product development or innovation, where expe",3,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2021); owned IP: business performance and ultimately succ; jd 2581ch; ~150 staff
355,70,Froiden Technologies,froiden.com,"Jaipur, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2014; rdap=2011-02-17; wayback=20230527,Verified,1,achieve their digital transformation goals. Our Products We've built and scaled multiple s,1,0,0,0,2511,te Clan TableTrack SocietyPro Resources Blog Github Company About Us History Careers Conta,"15,000+ Sales Trusted by Industry Leaders We Build Products & Help Others Build Theirs Wit",15,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2014); owned IP: achieve their digital transformation goa; jd 2511ch; ~30 staff
356,70,Inbox Infotech,inboxtechs.com,"Vadodara, India",goodfirms,10-49,30,PROVEN_EQUIV,rdap=2016-08-12; wayback=20230330,Verified,1,ers the entire IT infrastructure stack. With our platform-enabled solutions powered by AI ,2,0,0,0,2457,REST APIs) Basic Data Structures &amp; Logic Git &amp; GitHub Jupyter / Google Colab Probl,nfotech Pvt. Ltd. --> Home About Us Services Software Development Mobile Applications AI/M,10,,,,identity_pending,PROVEN_EQUIV(rdap=2016-08-12); owned IP: ers the entire IT infrastructure stack. ; jd 2457ch; ~30 staff
357,70,Banyan Tree Ecosys Pvt. Ltd.,abanyantree.com,"Pune, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2013; rdap=2013-02-24; wayback=20230609,Verified,1,Us Services Technology Design Communication Our Products Careers Blog Home About Us Servic,0,0,0,0,2350,,"ff-shore development center, specializing in product engineering and support services Read",13,(verify),,,identity_name_only,PROVEN_EQUIV(goodfirms_founded=2013); owned IP: Us Services Technology Design Communicat; jd 2350ch; ~150 staff
358,70,Mobcoder,mobcoder.com,"Noida, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2014; rdap=2014-05-29; copyright_footer=2014; wayback=20230610,Verified,1,"any other team we've worked with to develop our platform. They were prompt, thought for th",0,0,0,0,1964,,Android App Development iOS App Development Software Development Internet of Things (IoT) ,12,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2014); owned IP: any other team we've worked with to deve; jd 1964ch; ~150 staff
359,70,Rheal Software,rheal.com,"Mumbai, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2000; rdap=2000-07-01; wayback=20230406,Verified,1,"rations and found a way to successfully move our products into emerging technologies."" Jer",0,0,0,0,1880,,ices We provide effective solutions for your software development needs to help your busin,26,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2000); owned IP: rations and found a way to successfully ; jd 1880ch; ~150 staff
360,70,Heureux Software Solutions (P) Ltd.,heureuxsoftware.com,"Noida, India",goodfirms,50-249,150,PROVEN_EQUIV,rdap=2015-04-04; copyright_footer=2023; wayback=20230601,Verified,1,delivery and launch. We are ready to design your product and implement web and mobile apps,0,0,0,0,1583,,Software Development Company - Heureux Software Solutions Get A Q,11,,,,identity_pending,PROVEN_EQUIV(rdap=2015-04-04); owned IP: delivery and launch. We are ready to des; jd 1583ch; ~150 staff
361,70,Logix Built Solutions Private Limited,logixbuilt.com,"Surat, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2017; rdap=2017-08-13; wayback=20230529,Verified,1,or Client +91 7046227768 - HR Office Company Our Products About Us Services Hire Developer,0,0,0,0,1560,,,9,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2017); owned IP: or Client +91 7046227768 - HR Office Com; jd 1560ch; ~150 staff
362,70,Nenosystems Consulting Services Ltd,nenosystems.com,"Indore, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2007; rdap=2005-11-18; wayback=20230529,Verified,1,nd DevOps expertise have enabled us to scale our platform effortlessly. They truly underst,0,0,0,0,1516,,"ne accountable partner. Solutions Enterprise Application Development Java, .NET, and micro",21,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2007); owned IP: nd DevOps expertise have enabled us to s; jd 1516ch; ~150 staff
363,70,NSS Private Limited,nssplindia.com,"Delhi, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2008; rdap=2011-05-20; wayback=20230403,Verified,1,le Swift Flutter Iconic React Native Xamarin Our Products Explore our range of products ta,0,0,0,0,1376,,opment cycle a one stop shop for all of your software development needs. Our Global Reach ,15,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2008); owned IP: le Swift Flutter Iconic React Native Xam; jd 1376ch; ~150 staff
364,70,Solis Technology Private Limited,solistechnology.in,"Gurgaon, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2018; rdap=2018-09-08; wayback=20221107,Verified,1,hy we stick to a strict timeline and deliver our products swiftly without compromising on ,0,0,0,0,1320,,Solis Technology Menu Home About Us Services Software Development AI &#038; ML Development,8,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2018); owned IP: hy we stick to a strict timeline and del; jd 1320ch; ~150 staff
365,70,Codewave,codewave.com,"Bengaluru, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2013; rdap=1995-09-27; copyright_footer=2013; wayback=20230505,Verified,1,hey did for us; they added a lot of value to our product. EdTech CMO We were impressed wit,0,0,0,0,1149,,Deliver what matters Would you be excited to build products that no one uses? Pro... Read ,31,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2013); owned IP: hey did for us; they added a lot of valu; jd 1149ch; ~150 staff
366,70,Naapbooks Limited,naapbooks.com,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2017; rdap=2016-09-20; wayback=20230602,Verified,1,comprehensive insights to businesses Explore Our Products About Our Company About NBL Naap,0,0,0,0,1129,,Naapbooks Limited --> FinTech Software Development Company India | Naapbooks (NBL) --> -->,10,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2017); owned IP: comprehensive insights to businesses Exp; jd 1129ch; ~150 staff
367,70,Yugasa Software Labs Private Limited,yugasa.com,"Gurgaon, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2015; rdap=2015-08-12; wayback=20230604,Verified,1,pport for Indian businesses after SDRs sell your SaaS product. Learn more --> Partners in ,0,0,0,0,1087,,"Yugasa | Smart AI, Product Engineering & Staffing Services --> --> --> --> Home Abo",11,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2015); owned IP: pport for Indian businesses after SDRs s; jd 1087ch; ~150 staff
368,70,Taasha Tech,taasha.tech,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2019; rdap=2016-07-12; wayback=20230209,Verified,1,"nd scale resources as your user base grows. Your platform evolves with market demands, kee",0,0,0,0,748,,"AI Software Development, Outsourcing &amp; GCC About GCC Outsourcing",10,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2019); owned IP: nd scale resources as your user base gro; jd 748ch; ~150 staff
369,70,Xmplar Management Solutions,xmplar.in,"Bengaluru, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2013; rdap=2013-03-08; wayback=20230528,Verified,1,"s Request a Demo Our Happy Customers --> --> Our Products CREST ERP:For Today, And Tomorro",0,0,0,0,616,,,13,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2013); owned IP: s Request a Demo Our Happy Customers -->; jd 616ch; ~150 staff
370,70,Csquaretech,csquaretech.com,"Noida, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2003; rdap=2002-08-06; wayback=20230606,Verified,1,gn ✦ We Develop ✦ We Promote Built by CSTech Our Products Practical SaaS tools shaped from,0,0,0,0,0,,ny by customers to provide web designing and development services. Our working professiona,24,(verify),,,identity_name_only,PROVEN_EQUIV(goodfirms_founded=2003); owned IP: gn ✦ We Develop ✦ We Promote Built by CS; ~150 staff
371,70,Nivida,nivida.in,"Vadodara, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2007; copyright_footer=2023; wayback=20230601,Verified,1,"design, and engineer your next big idea with our Product Engineering services, delivering ",0,0,0,0,0,,"--> --> --> Best Software Development Company in India, UK, Europe and Australia |",19,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2007); owned IP: design, and engineer your next big idea ; ~150 staff"
372,70,Ceredox Technologies Pvt Ltd,ceredox.com,"Hyderabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2007; rdap=2007-09-12; wayback=20180128,Verified,1,multiple times bringing new capabilities to our Platform. Their speed and attention to det,0,0,0,0,0,,"cyber integrations to research-as-a-service, custom software development, and QA, we empow",19,(verify),,,identity_name_only,PROVEN_EQUIV(goodfirms_founded=2007); owned IP: multiple times bringing new capabilities; ~150 staff
373,70,Supersourcing,supersourcing.com,"Indore, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2014; rdap=2008-06-16; wayback=20230601,Verified,1,"le ensuring high-quality talent acquisition. Our platform optimizes the hiring process, pr",0,0,0,0,0,,o anyone looking for a product team that can build products fast.” Shashank Vaishnav Co-Fo,18,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2014); owned IP: le ensuring high-quality talent acquisit; ~150 staff
374,70,SISGAIN,sisgain.com,"Noida, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2007; rdap=2008-07-21; wayback=20230614,Verified,1,lore Product Mgmt Digital Product Management Our product management services help business,0,0,0,0,0,,"AI Development, Custom Software & Cloud Solutions Company | SISGAIN AI-Power",18,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2007); owned IP: lore Product Mgmt Digital Product Manage; ~150 staff
375,70,Netclues,netclues.ca,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2008; rdap=2008-10-04; wayback=20230604,Verified,1,million+ calls generated 40+ Digital Experts In-House Products OUR PEOPLE Meet our experts,0,0,0,0,0,,nt Drupal Web Development Company Joomla Web Development Services Wordpress Web Developmen,18,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2008); owned IP: million+ calls generated 40+ Digital Exp; ~150 staff
376,70,Inextrix Technologies Pvt Ltd,inextrix.com,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2010; wayback=20230530,Verified,1,ution PC Dialer Mobile Dialer MVNO Solutions Our Products Our Products Powerful communicat,0,0,0,0,0,,tform SignalWire Development DevOps Services Product Engineering VoIP Testing VoIP Consult,16,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2010); owned IP: ution PC Dialer Mobile Dialer MVNO Solut; ~150 staff
377,70,eSparkBiz Technologies Pvt. Ltd,esparkinfo.com,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2008; rdap=2010-02-23; wayback=20230601,Verified,1,"s-functional team that works exclusively on your product, functioning as a seamless extens",0,0,0,0,0,,Enterprise Product Engineering &amp; AI Development Company [email&#160;pro,16,(verify),,,identity_name_only,PROVEN_EQUIV(goodfirms_founded=2008); owned IP: s-functional team that works exclusively; ~150 staff
378,70,Logzero Technologies Pvt. Ltd,logzerotechnologies.com,"Noida, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2011; wayback=20230508,Verified,1,"imization, and technical assistance to keep your product running smoothly. Ready to Get St",0,0,0,0,0,,siness growth and digital transformation Web Development Services Custom web solutions tai,15,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2011); owned IP: imization, and technical assistance to k; ~150 staff"
379,70,Peerbits,peerbits.com,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2011; rdap=2011-02-07; copyright_footer=2011; wayback=20230602,Verified,1,"eroperability &amp; EHR Integration Connect your platform to any EHR — Epic, Cerner, Athen",0,0,0,0,0,,"stems solve real operational challenges with custom software. Healthtech , Epic SMART on F",15,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2011); owned IP: eroperability &amp; EHR Integration Conn; ~150 staff
380,70,Tangle Solutions Pvt. Ltd.,tanglesolutions.com,"Noida, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2013; rdap=2014-04-30; wayback=20220714,Verified,1,st frameworks. E-Commerce Today you can get your product and services right at the click o,0,0,0,0,0,,Tangle Solutions - Software Development & Digital Marketing Agency Home Services Fea,12,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2013); owned IP: st frameworks. E-Commerce Today you can ; ~150 staff
381,70,Innotical Solutions Pvt. Ltd.,innotical.com,"Noida, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2012; rdap=2014-06-30; copyright_footer=2016; wayback=20230606,Verified,1,"ect Together To endure with that, we become your accelerator to design and develop excelle",0,0,0,0,0,,ent Innotical's Minimum Viable Product (MVP) development services are designed to cater to,12,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2012); owned IP: ect Together To endure with that, we bec; ~150 staff"
382,70,Zoyo Technology,zoyotechnology.com,"Chennai, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2011; rdap=2014-10-11; wayback=20230406,Verified,1,g Pay Per Click SAP &#038; Other IT Services Our Products Point Of Sale (POS) Packages Web,0,0,0,0,0,,Zoyotechnology World-Class Global Software Development Company PRICING Request a Quote Hom,12,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2011); owned IP: g Pay Per Click SAP &#038; Other IT Serv; ~150 staff
383,70,Stratonik,stratonik.com,"Chennai, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2015; wayback=20230921,Verified,1,development. Stratonik crafts a roadmap to your product's vision when implemented gives a ,0,0,0,0,0,,rocess thus saves time and energy. Read More Product Development Product Development refer,11,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2015); owned IP: development. Stratonik crafts a roadmap ; ~150 staff
384,70,Beyond Root Technology,beyondroot.com,"Mohali, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2015; rdap=2015-09-12; wayback=20230606,Verified,1,with AI-driven performance and flexibility. Our Products Industrial Solution Smart Solutio,0,0,0,0,0,,AI-powered MVP development Build and launch custom software fast using AI-driven developme,11,(verify),,,identity_name_only,PROVEN_EQUIV(goodfirms_founded=2015); owned IP: with AI-driven performance and flexibili; ~150 staff
