domain,name,source,pre2024_prepass,pre2024_basis,jd_chars,repo_host_hits,review_gate_hits,cicd_hits,jd_evidence,contact_name,contact_title,contact_linkedin,identity_status,crawl_needs
honeywell.com,Honeywell Automation India Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
mco.mycomplianceoffice.com,MCO MyCompliance India Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:PROVEN — Wayback 20220601 advertises the compliance portal product,24037,0,0,2,JD: 'CI/CD integration ... Performance Engineering Centre of Enablement' | JD: 'use of version control systems to support automation frameworks' | Careers: 'QA ,,,,identity_pending,wayback+homepage
xandertalent.in,Xander Consulting and Advisory Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
sticsoftsolutions.com,Stic Soft E-Solutions Private Limited,nasscom,EXISTED_2CORROB,nasscom:DOMAIN_ONLY; rdap:2017-03-14,195637,0,0,0,pre-2024: domain only,,,,identity_pending,homepage
clogration.com,Clogration India Private Limited,nasscom,EXISTED_2CORROB,nasscom:PROVEN; rdap:2023-05-22,6702,0,0,0,pre-2024: proven,,,,identity_pending,homepage
ibrandtech.com,Ibrand Tech Solutions Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:EXISTED_NO_SW_WORDING,8196,0,0,0,pre-2024: existed no sw wording,,,,identity_pending,wayback+homepage
iimmumbai.ac.in,"Indian Institute of Management, Mumbai",nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
cetark.com,Cetark Solutions Private Limited,nasscom,SOURCE_STATED_ONLY,"nasscom:EXISTED_NO_SW_WORDING - 2023-06-01 snapshot exists but did not advertise software development; +10, no cap-45",0,0,0,0,Site: 'Our officers are ready to manage and protect your infrastructure 24x7x365' | Site: 'in compliance/Certified with ISO-27001 and GDPR' | Only homepage reac,,,,identity_pending,wayback+homepage+careers
jll.co.in,Jones Lang LaSalle Property Consultants (India) Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:PROVEN,65922,0,0,0,pre-2024: proven,,,,identity_pending,wayback+homepage
opentrends.net,Opentrends Technologies Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
utkallabs.com,Utkal Labs Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:EXISTED_NO_SW_WORDING,784,0,0,0,pre-2024: existed no sw wording | site mentions cicd,,,,identity_pending,wayback+homepage
nmrk.com,Newmark CRE Services Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
ibridge360.com,iBridge360 Edtech Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
motilaloswal.com,Motilal Oswal Financial Services Limited,nasscom,SOURCE_STATED_ONLY,nasscom:EXISTED_NO_SW_WORDING,16758,0,0,0,pre-2024: existed no sw wording,,,,identity_pending,wayback+homepage
eaton.com,Eaton India Innovation Center LLP,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
burckhardtcompression.com,Burckhardt Compression (India) Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
nipa.kr,National IT Industry Promotion Agency,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
sevikatech.com,Sevika Tech Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:PROVEN,8248,0,0,0,pre-2024: proven | site mentions cicd | site mentions compliance,,,,identity_pending,wayback+homepage
arithra.com,Arithra Business Consulting Private Limited,nasscom,EXISTED_2CORROB,nasscom:DOMAIN_ONLY; rdap:2011-06-28,0,0,0,0,pre-2024: domain only,,,,identity_pending,homepage+careers
idoxgroup.com,Idox India Private Limited,nasscom,EXISTED_2CORROB,nasscom:DOMAIN_ONLY; rdap:2002-11-05,544828,0,0,0,pre-2024: domain only,,,,identity_pending,homepage
relatient.com,Relatient India Private Limited,nasscom,EXISTED_2CORROB,nasscom:EXISTED_NO_SW_WORDING; rdap:2000-04-14,3898,0,0,0,pre-2024: existed no sw wording | site mentions compliance,,,,identity_pending,homepage
v-chq.com,V-CHQ Business services India Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
pathwayinfotech.in,Pathway Infotech,nasscom,EXISTED_2CORROB,nasscom:EXISTED_NO_SW_WORDING; rdap:2022-06-08,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd,,,,identity_pending,homepage+careers
bdo.in,BDO India Limited Liability Partnership,nasscom,EXISTED_2CORROB,nasscom:EXISTED_NO_SW_WORDING; rdap:2006-07-14,3262,0,0,0,pre-2024: existed no sw wording,,,,identity_pending,homepage
yogiti.com,Yogiti Technologies Private Limited,nasscom,EXISTED_2CORROB,nasscom:PROVEN; rdap:2020-06-30,0,0,0,0,pre-2024: proven | site mentions cicd,,,,identity_pending,homepage+careers
zestwings.com,Zestwings Informatics Private Limited,nasscom,EXISTED_2CORROB,nasscom:PROVEN; rdap:2010-01-26,0,0,0,0,pre-2024: proven | site mentions cicd,,,,identity_pending,homepage+careers
entrans.io,Entrans Technologies Private Limited,nasscom,SOURCE_STATED_ONLY,"nasscom:PROVEN per bundle - 2020-06 snapshot captured, though extracted quote is unreadable bytes",16671,0,0,0,"Site: 'DevOps & Quality Engineering', Kubernetes, Selenium, automation pipelines | Site: 'Design & Product Engineering ... human-centered design and agile devel",Jegan Selvaraj,Co-founder and CEO,https://www.linkedin.com/in/jegan-selvaraj/,identity_full,wayback+homepage
xlnctechnologies.com,XLNC Academy International Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
shyenatechyarns.com,Shyena Tech Yarns Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
keical.edu.in,Kingston Educational Institute,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
danaher.com,Danaher (Beckman Coulter India Private Limited),nasscom,SOURCE_STATED_ONLY,nasscom:EXISTED_NO_SW_WORDING,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd,,,,identity_pending,wayback+homepage+careers
smartncode.com,Smartncode Technologies Private Limited,nasscom,EXISTED_2CORROB,"nasscom:PROVEN - 2023-06 snapshot listed software, web and mobile development; rdap:2022-10-05",7127,0,0,0,"Site tech stack: 'Docker, Kubernetes, Jenkins, Git, Ansible, Terraform' | Site: 'ISO 9001:2015' and 'ISO 27001:2022 certified' own certifications | Wayback 2023",,,,identity_pending,homepage
hoonartek.com,Hoonar Tekwurks Private Limited,nasscom,EXISTED_2CORROB,nasscom:PROVEN; rdap:2010-02-23,75492,0,0,0,pre-2024: proven | site mentions cicd,,,,identity_pending,homepage
fujitsu.com,Fujitsu Research of India Private Limited,nasscom,EXISTED_2CORROB,nasscom:PROVEN; rdap:1994-03-22,35853,0,0,0,pre-2024: proven,,,,identity_pending,homepage
virtuousscreening.com,Virtuous Screening Private Limited,nasscom,EXISTED_2CORROB,nasscom:EXISTED_NO_SW_WORDING; rdap:2019-03-22,0,0,0,0,pre-2024: existed no sw wording,,,,identity_pending,homepage+careers
foxmandal.in,Fox Mandal & Associates LLP,nasscom,EXISTED_2CORROB,nasscom:EXISTED_NO_SW_WORDING; rdap:2010-02-20,35588,0,0,0,pre-2024: existed no sw wording,,,,identity_pending,homepage
krishservicesgroup.com,Krish Software Services (India) Private Limited,nasscom,SOURCE_STATED_ONLY,"nasscom:PROVEN - 2022-06 snapshot advertising 'ROBUST, SCALABLE AND ADVANCED SOFTWARE SOLUTIONS', founded 2011",104296,4,3,7,"JD: 'Branching strategies, pull requests, peer reviews and merge-conflict resolution' | JD: 'CI/CD implementation using Azure DevOps Pipelines' | Site: SOC 2 Ty",Peruri Srinivasulu,"Founder, CEO and Chief Architect (group); Director (India entity)",,identity_name_only,wayback+homepage
pmapstest.com,PMaps HR Consultants Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
nab.com.au,NAB Global Innovation Centre India Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
alliantgroup.com,Alliantgroup India Talent Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:PROVEN,8735,0,0,0,pre-2024: proven,Subrata Bagchi,Director,https://www.linkedin.com/in/subrata-bagchi-abb8b03/,identity_full,wayback+homepage
sageitinc.com,Sage IT Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
mvgdigital.com,MVG Digital Consulting Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
inmobi.com,InMobi Technology Services Private Limited,nasscom,EXISTED_2CORROB,nasscom:DOMAIN_ONLY; rdap:2007-05-15,0,0,0,0,pre-2024: domain only,,,,identity_pending,homepage+careers
avasant.com,Avasant Advisory India Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:EXISTED_NO_SW_WORDING,81990,0,0,0,pre-2024: existed no sw wording | site mentions cicd,,,,identity_pending,wayback+homepage
qalibre.in,Qalibre Software Solutions Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
braahmam.net,Braahmam Net Solutions Private Limited,nasscom,EXISTED_2CORROB,nasscom:PROVEN; rdap:2002-09-27,5637,0,0,0,pre-2024: proven,Biraj Rath,CEO,,identity_name_only,homepage
canopusgbs.com,Canopus-GBS Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:UNKNOWN,0,0,0,0,pre-2024: unknown,,,,identity_pending,wayback+homepage+careers
zehntech.com,Zehntech Technologies Private Limited,nasscom,EXISTED_2CORROB,nasscom:PROVEN — 2020-06-01 wayback advertises Web/WordPress/Magento/Drupal and mobile development.; rdap:2011-07-04,24473,0,0,0,"wayback 2020-06 listed WordPress, Magento, Drupal development (PROVEN) | jd: 24,473 chars over 6 pages, zero repo-host or review-gate hits | site: HIPAA claim d",,,,identity_pending,homepage
deftsoft.com,Live Deftsoft Informatics Private Limited,nasscom,EXISTED_2CORROB,nasscom:PROVEN; rdap:2005-08-22,6750,0,0,0,pre-2024: proven,,,,identity_pending,homepage
iihm.ac.in,International Institute of Hotel Management,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
geonxt.in,GeoNxt Info Solutions Private Limited,nasscom,EXISTED_2CORROB,nasscom:EXISTED_NO_SW_WORDING; rdap:2019-04-16,0,0,0,0,pre-2024: existed no sw wording,,,,identity_pending,homepage+careers
trimplin.com,Trimplin Private Limited,nasscom,EXISTED_2CORROB,"nasscom:PROVEN downgraded to +10 - the 2023-06-01 quote is academic-writing marketing copy, not software work; rdap:2019-12-26",20463,0,0,0,"Wayback 2023 quote sells relief from exam fear, not software | Site: 'Academic Writing Support (editing, formatting, coaching) ... IT & Development' | Site: 'IS",,,,identity_pending,homepage
mploychek.com,NSQTech Private Limited,nasscom,SOURCE_STATED_ONLY,"nasscom:UNKNOWN — no wayback, no RDAP; the site's own timeline begins January 2024",36047,0,0,0,"Site timeline: 'January 2024 Customer Feedback & Certification' | Site: ISO 27001, 27701, 22301, 42001, DPDP (compliance +10) | Site: 'Customizable, white-label",,,,identity_pending,wayback+homepage
designersx.com,DesignersX,nasscom,EXISTED_2CORROB,nasscom:PROVEN; rdap:2012-02-20,4749,0,0,0,pre-2024: proven | site mentions cicd,,,,identity_pending,homepage
paychexcareers.in,Paychex IT Solutions India Private Limited,nasscom,EXISTED_2CORROB,nasscom:DOMAIN_ONLY; rdap:2020-07-16,145071,0,0,0,pre-2024: domain only,,,,identity_pending,homepage
svasthyahealth.com,Samasti Health Technologies Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:UNKNOWN,0,0,0,0,pre-2024: unknown,,,,identity_pending,wayback+homepage+careers
mantruckandbusindia.com,Man Truck & Bus India Private Limited,nasscom,EXISTED_2CORROB,nasscom:PROVEN; rdap:2012-03-08,51541,0,0,0,pre-2024: proven,,,,identity_pending,homepage
jwero.ai,Tanika Tech Jewels Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:PROVEN,68564,0,0,0,pre-2024: proven,,,,identity_pending,wayback+homepage
linkfields.com,Linkfields Innovations Private Limited,nasscom,EXISTED_2CORROB,nasscom:PROVEN; rdap:2011-08-29,2142,0,0,0,pre-2024: proven | site mentions cicd,,,,identity_pending,homepage
acaglobal.com,ACA Global Capability Center (India) Private Limited,nasscom,SOURCE_STATED_ONLY,"nasscom:PROVEN — Wayback 20230601 compliance, cybersecurity and ESG pages",59226,0,0,0,"Name: 'Global Capability Center (India)' of ACA Group | Wayback 2023-06: compliance, cybersecurity, ESG service pages | Site: 'ComplianceAlpha ... complies with",,,,identity_pending,wayback+homepage
shl.com,SHL (India) Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
softobiz.com,Softobiz Technologies Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:PROVEN — 2020-06-01 wayback: 'Custom Web and Mobile App Development | Softobiz Technologies India'.,9465,0,0,0,"wayback 2020-06: 'Custom Web and Mobile App Development' (tier_gold PROVEN) | jd: 9,465 chars, no Bitbucket/Azure DevOps, no review gate | site: 'Automate relea",,,,identity_pending,wayback+homepage
gacdigital.in,GAC Digital Private Limited,nasscom,EXISTED_2CORROB,nasscom:DOMAIN_ONLY; rdap:2019-12-24,0,0,0,0,pre-2024: domain only,,,,identity_pending,homepage+careers
kryptostech.com,Kryptos Technologies Private Limited,nasscom,EXISTED_2CORROB,nasscom:PROVEN — Wayback 20220601 Azure and web solution case studies; rdap:2016-06-02,18551,0,0,0,Wayback 2022-06: Azure site recovery and web solution case studies | Site: 'containers ... microservices ... continuous delivery workflows' | Site: 'Your Truste,,,,identity_pending,homepage
bluebinaries.com,BlueBinaries Engineering And Solutions Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:EXISTED_NO_SW_WORDING,0,0,0,0,pre-2024: existed no sw wording,,,,identity_pending,wayback+homepage+careers
jaguar.in,Jaguar Land Rover Technology And Business Services India Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:EXISTED_NO_SW_WORDING,0,0,0,0,pre-2024: existed no sw wording,,,,identity_pending,wayback+homepage+careers
kapilguru.com,Kapil Knowledge Hub Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
viit.ac.in,Vishwakarma Institute of Technology (VIT) {Bansilal Ramnath Agarwal Charitable Trust},nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
trezix.io,Trezix Software Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
acentra.com,Acentra Health Software India Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:EXISTED_NO_SW_WORDING,14651,0,0,0,pre-2024: existed no sw wording | site mentions compliance,,,,identity_pending,wayback+homepage
aquilaclouds.com,AquilaClouds India Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:Archived 2023-06 but snapshot carried no software wording,78150,0,1,0,"JD: 'Conduct code reviews to ensure quality, maintainability' | Team page: CTO and VP of Engineering named | Site: own SaaS platform for cloud cost optimization",,,,identity_pending,wayback+homepage
zerofox.com,ZeroFox India Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:UNKNOWN,5421,0,0,0,pre-2024: unknown | site mentions cicd,,,,identity_pending,wayback+homepage
growexx.com,Growby Exx Services Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:PROVEN,83261,0,0,0,pre-2024: proven | site mentions cicd,Vikas Arunkumar Agarwal,CEO & Founder,,identity_name_only,wayback+homepage
sagilityhealth.com,Sagility Limited,nasscom,SOURCE_STATED_ONLY,"nasscom:UNKNOWN - no snapshot and no RDAP record; missing, not absent",13057,0,0,0,"Site: 'end-to-end healthcare operations partner', payer/provider back-office | Site: '7 of 10 Top Health Plans Served', '25+ Years Healthcare Expertise' | Only ",,,,identity_pending,wayback+homepage
tquanta.com,TQuanta Technologies Private Limited,nasscom,EXISTED_2CORROB,"nasscom:EXISTED_NO_SW_WORDING - 2023-06 Wayback snapshot, no software wording; +10, no cap-45; rdap:2013-08-14",6905,0,0,1,"JD: 'containerization, CI/CD pipelines, and cloud platforms' (careers page) | Site: 'SaaS & Product Company Infrastructure ... with CI/CD integration' | Careers",Yogeshbabu Pani Rama,Director / Chief Executive Officer,,identity_name_only,homepage
to-increase.com,To-Increase India Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:PROVEN,0,0,0,0,pre-2024: proven,,,,identity_pending,wayback+homepage+careers
linkageit.com,Linkage IT Private Limited,nasscom,EXISTED_2CORROB,nasscom:DOMAIN_ONLY; rdap:2016-02-08,0,0,0,0,pre-2024: domain only,,,,identity_pending,homepage+careers
indoramaventures.com,Indorama Ventures Global Shared Services Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
vinsinfo.com,Vinsinfo Private Limited,nasscom,EXISTED_2CORROB,nasscom:PROVEN; rdap:2001-07-13,12942,0,0,0,pre-2024: proven,,,,identity_pending,homepage
eduedgepro.com,EduEdgePro Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
venturesathi.com,VentureSathi Business Services LLP,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
fr8.in,New Olog Logistics Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
margadvisory.com,Marg Advisory Services,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
crisis24.com,Crisis24 Solutions Private Limited,nasscom,EXISTED_2CORROB,nasscom:DOMAIN_ONLY; rdap:2004-07-14,11781,0,0,0,pre-2024: domain only,,,,identity_pending,homepage
synergyinstitute.net,Synergy Group Institution (Under Shivani Educational and Charitable Trust),nasscom,EXISTED_2CORROB,nasscom:EXISTED_NO_SW_WORDING; rdap:2002-04-04,0,0,0,0,pre-2024: existed no sw wording,,,,identity_pending,homepage+careers
techdoquest.com,TechDoQuest Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:EXISTED_NO_SW_WORDING,2366,0,0,0,pre-2024: existed no sw wording | site mentions cicd,,,,identity_pending,wayback+homepage
haass.io,Hectae Analytics and Software Solutions Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
qagenic.com,Qagenic Technologies Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
tech-trail.com,Techtrail Technologies Private Limited,nasscom,EXISTED_2CORROB,nasscom:DOMAIN_ONLY; rdap:2014-04-16,5599,0,0,0,pre-2024: domain only,,,,identity_pending,homepage
microcollege.in,KGISL Trust,nasscom,EXISTED_2CORROB,nasscom:DOMAIN_ONLY; rdap:2021-10-21,2050,0,0,0,pre-2024: domain only,,,,identity_pending,homepage
cloudexpertsguru.com,SRR CloudExpertsGuru India Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:PROVEN — 2023-06-01 wayback advertises 'Cloud Native Software Development Strategy' plus a delivery team.,1032,0,0,0,"wayback 2023-06: 'Cloud Native Software Development Strategy' (tier_gold PROVEN) | site: Docker/K8s, Terraform IaC, automated CI/CD pipelines named (+15) | jd: ",Shashidhara Sharma K,Founder and CEO,https://www.linkedin.com/in/shashidhara-sharma-k-b4635a167,identity_full,wayback+homepage
alfalaval.com,Alfa Laval India Private Limited,nasscom,EXISTED_2CORROB,nasscom:PROVEN; rdap:1997-05-12,14557,0,0,0,pre-2024: proven,,,,identity_pending,homepage
reckitt.com,Reckitt Benckiser Healthcare India Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:PROVEN,41950,0,0,0,pre-2024: proven,,,,identity_pending,wayback+homepage
prasarnet.in,Prasarnet Consulting Services Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
verify360.in,Verify360 Background Screening Services LLP,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
rivirtual.in,RiVirtual Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:EXISTED_NO_SW_WORDING,0,0,0,0,pre-2024: existed no sw wording,,,,identity_pending,wayback+homepage+careers
eloit.com,Eloit Innovations Private Limited,nasscom,EXISTED_2CORROB,nasscom:EXISTED_NO_SW_WORDING; rdap:2000-02-19,0,0,0,0,pre-2024: existed no sw wording | site mentions compliance,,,,identity_pending,homepage+careers
bakerhughes.com,GE Oil & Gas India Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
ravity.io,Ravity Software Solutions Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
digimantralabs.com,DigiMantra Innovations Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:UNKNOWN,100851,0,0,0,pre-2024: unknown | site mentions cicd | site mentions pr_practice,,,,identity_pending,wayback+homepage
prompttechsolutions.com,PromptTech Global Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:PROVEN,38599,0,0,0,pre-2024: proven,,,,identity_pending,wayback+homepage
reyank.com,Reyank Technology (OPC) Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:UNKNOWN,0,0,0,0,pre-2024: unknown,,,,identity_pending,wayback+homepage+careers
processvenue.com,Predusk Technology Private Limited,nasscom,EXISTED_2CORROB,nasscom:EXISTED_NO_SW_WORDING; rdap:2013-11-01,35447,0,0,0,pre-2024: existed no sw wording | site mentions cicd | site mentions compliance,,,,identity_pending,homepage
hnicorp.com,HNI GBSC India Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
technicious.in,Technicious Technology Services Private Limited,nasscom,SOURCE_STATED_ONLY,"nasscom:UNKNOWN - no Wayback snapshot and no RDAP record; MISSING not absent, +10 and no cap-45. Site claims 'Since 2019' but that is a claim, not a dated artefact",0,0,0,0,"Site: 'Since 2019, we've built cloud platforms, mobile apps, enterprise systems' | Site: 'IT Consulting & Product Engineering'; own Prodi platform, LoRa hardwar",,,,identity_pending,wayback+homepage+careers
sunstone.in,Sunstone Education Technology Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:EXISTED_NO_SW_WORDING,4725,0,0,0,pre-2024: existed no sw wording,,,,identity_pending,wayback+homepage
3dplmglobal.com,Dassault Systemes Global Services Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
asa.in,ASA Corporate Catalyst India Private Limited,nasscom,EXISTED_2CORROB,nasscom:EXISTED_NO_SW_WORDING; rdap:2005-02-16,12552,0,0,0,pre-2024: existed no sw wording,,,,identity_pending,homepage
mudunuru.com,Mudunuru Limited,nasscom,SOURCE_STATED_ONLY,nasscom:PROVEN,26667,0,0,0,pre-2024: proven,,,,identity_pending,wayback+homepage
zentechinfo.com,Zentech Info Solutions Private Limited,nasscom,EXISTED_2CORROB,"nasscom:PROVEN - 2023-06 snapshot: CMMI Level 5, ISO 9001, 1000+ software consultants; rdap:2009-05-24",24897,0,0,0,Site: 'SEI-CMMI Level 5 and ISO-certified global IT consulting' since 2007 | Wayback 2023-06: '1000+ software consultants working full time across 4 del[ivery c,Sanjay Shivchandralal Arora,Director,,identity_name_only,homepage
syskeysoftlabs.com,Syskey Softlabs Private Limited,nasscom,EXISTED_2CORROB,nasscom:PROVEN; rdap:2019-09-23,0,0,0,0,pre-2024: proven,,,,identity_pending,homepage+careers
wallero.com,Wallero Technologies Private Limited,nasscom,EXISTED_2CORROB,nasscom:PROVEN - 2020 snapshot advertised software development and cloud (+25); rdap:2004-04-21,37950,6,0,15,"JD: 'Experience with Terraform, Jenkins, Git, Bitbucket, JFrog Artifactory' | JD: 'Implements CI/CD pipelines using Azure DevOps' | JD: 'Ensures continuous test",Krishna Padisetty,Founder & Managing Director,https://www.linkedin.com/in/krishna-padisetty-a5a24b3/,identity_full,homepage
squareroots.ai,SquareRoots.AI Innovation Labs Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:UNKNOWN,1681,0,0,0,pre-2024: unknown,,,,identity_pending,wayback+homepage
isourceinfosystems.com,i-Source Infosystems Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
arcite.in,Arcite Technical Education Solutions Private Limited,nasscom,EXISTED_2CORROB,"nasscom:PROVEN - 2020-06 snapshot, but it advertises Certiport certification programs; rdap:2016-03-13",11351,0,0,0,Site: 'ISO 9001-2015 certified institution' providing training programs | Site: founded 2015 to provide 'quality and affordable training programs' | Wayback 202,,,,identity_pending,homepage
nmtsecurity.com,NMT Security Innovations Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
cinepolisindia.com,Cinepolis India Private Limited,nasscom,EXISTED_2CORROB,nasscom:EXISTED_NO_SW_WORDING; rdap:2007-09-21,0,0,0,0,pre-2024: existed no sw wording,,,,identity_pending,homepage+careers
cloudsat.in,Cloudsat Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
pluxee.in,Pluxee India Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:PROVEN,2178,0,0,0,pre-2024: proven,,,,identity_pending,wayback+homepage
mnkgcs.com,MNK Global Corporate Solutions India Private Limited,nasscom,SOURCE_STATED_ONLY,"nasscom:RED_FLAG_2024_PLUS - domain first registered 2024-08-12, evidence against",156404,0,12,15,"Site: 'insurance and reinsurance solutions', '170+ countries, Group GWP $1bn+' | Site: India unit 'provide vital support to our international operations' | JD: ",,,,identity_pending,wayback+homepage
moodys.com,Moody’s Shared Services India Private Limited,nasscom,EXISTED_2CORROB,nasscom:DOMAIN_ONLY; rdap:1992-08-26,22864,0,0,0,pre-2024: domain only,,,,identity_pending,homepage
acism.com,Acism Software Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:PROVEN,0,0,0,0,pre-2024: proven | site mentions cicd,,,,identity_pending,wayback+homepage+careers
vbeyond.com,VBeyond Corp (Vision Beyond Resources India Private Limited),nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
egiraffes.com,E Giraffes Digital Private Limited,nasscom,SOURCE_STATED_ONLY,nasscom:EXISTED_NO_SW_WORDING,110874,0,0,0,pre-2024: existed no sw wording,,,,identity_pending,wayback+homepage
initiumdigital.com,Initium Digital Private Limited,nasscom,EXISTED_2CORROB,nasscom:DOMAIN_ONLY; rdap:2023-11-08,5347,0,0,0,pre-2024: domain only | site mentions cicd,,,,identity_pending,homepage
delaware.pro,Delaware Digital Private Limited,nasscom,EXISTED_2CORROB,nasscom:EXISTED_NO_SW_WORDING; rdap:2012-05-04,96655,0,0,0,pre-2024: existed no sw wording,,,,identity_pending,homepage
devx.work,Dev Accelerator Limited,nasscom,EXISTED_2CORROB,nasscom:PROVEN; rdap:2018-01-16,63095,0,0,0,pre-2024: proven,,,,identity_pending,homepage
sbs-software.com,Sopra Banking Software Solutions India Private Limited,nasscom,EXISTED_2CORROB,nasscom:EXISTED_NO_SW_WORDING; rdap:2023-12-06,28766,0,0,0,pre-2024: existed no sw wording,,,,identity_pending,homepage
sisipi.com,Sisipi Technologies Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
solugenix.com,Solugenix India Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
zelis.com,Zelis Healthcare India Private Limited,nasscom,EXISTED_2CORROB,nasscom:EXISTED_NO_SW_WORDING; rdap:1997-07-22,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd,,,,identity_pending,homepage+careers
rundtc.com,RunDTC Digital India Private Limited,nasscom,EXISTED_2CORROB,"nasscom:EXISTED_NO_SW_WORDING - archived 20230601, snapshot silent on software; rdap:2020-09-08",25092,0,2,1,"JD: 'conduct code reviews, and ensure high standards of code quality' | JD: 'setting up and maintaining CI/CD pipelines (Github Actions, Jenkins)' | JD: 'Experi",Benjamin Alexander Noonan,Director / Founder,,identity_name_only,homepage
blackhawknetwork.com,Blackhawk Network (India) Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
itraitz.com,iTraitz IT Solutions Private Limited,nasscom,EXISTED_2CORROB,nasscom:DOMAIN_ONLY; rdap:2004-03-24,0,0,0,0,pre-2024: domain only,,,,identity_pending,homepage+careers
xcodefix.com,XCODEFIX Private Limited,nasscom,,,,,,,,,,,identity_pending,wayback+homepage+careers
