name,website,description,relevance_status,lead_score,qualification_reason
Abiflow Labs,https://abiflowlabs.com/,"Abiflow Labs is a Bangladesh-based digital agency helping startups and growing businesses build a strong online presence through modern web development, mobile apps, and AI-powered automation.We specialize in high-performance websites built with Next.js and React, delivering fast, SEO-optimized, and mobile-responsive experiences. Our web projects consistently achieve top Lighthouse performance scores, ensuring your site loads fast ...",RELEVANT,6,"Digital agency building modern web (Next.js), mobile (React Native/Android) and AI-automation solutions, though with a fast, fixed-price agency positioning."
Workspace InfoTech Australia PTY Limited,http://www.workspaceit.com.au/,"Workspace InfoTech Australia PTY Limited is an Australia-Bangladesh joint venture software company that provides a complete solution for your online business needs working with your business or organization to maximize your online potential. As a full-service technology company, we offer a wide range of solutions ...",RELEVANT,5,"Australia-Bangladesh JV positioned around custom software, mobile app and web development, though the homepage appears compromised with spam links."
Oracle Byte,https://oraclebyte.com/,"Oracle Byte is a full-service digital agency dedicated to transforming brands through innovation and precision. From custom software and high-performance web development to creative UI/UX design and strategic digital marketing, we build the tools you need to succeed in a digital-first world. We combine technical ...",RELEVANT,5,"Offers custom software and SaaS product development, but as part of a full-service digital agency mixing marketing, graphics and WordPress work."
Update Tech Ltd.,https://updatetechltd.com/,Update Tech Ltd is a leading Business Process Outsourcing (BPO) and Local software development company. We are bringing together the best in professional expertise and the latest in technology innovation to deliver great-value services across diverse industry verticals.,RELEVANT,5,Positions as a BPO and local software development company with products and case studies; software focus is real but shares billing with BPO.
eManger IT LTD,https://emanagerit.com/,"eManager is a leading digital solutions company, specializing in website and app development, software development, and total digital marketing strategies. We are committed to helping businesses establish a strong online presence and achieve their digital goals. Our team of skilled professionals excels in creating visually ...",RELEVANT,5,"Builds ERP/CRM/HRM/eCommerce products and does software/app development, but bundled with digital marketing, SEO, graphics and videography."
Ontenet Digital Ltd.,https://ontenet.digital/,"We are a 360-degree agency Transforming ideas into digital excellence through innovation and expertise. Our team consists of digital architects and visionary innovators, united by a passion for crafting impactful online presences that resonate and deliver results. We don't just create digital assets, we craft ...",RELEVANT,5,"A 360-degree agency that does software/app development and AI work but weights heavily toward branding, strategy and marketing."
SOFT GHOR,https://softghor.com/,"“The SoftGhor” is a full-pace digital strategic development agency that naturally shapes the business, implementing real-world, highly innovative tools, technology, and transformational ideas. Claim here for potential auto-growth technology that not only expands your brand authority but also helps you to grow the business consistently and beyond. NOR thinking OR expecting luck. But it’s an ...",RELEVANT,5,"Offers custom software and mobile/web development but bundled with domain/hosting, SMS marketing and off-the-shelf multi-shop POS products."
Brevian,https://www.brevian.com/,"At Brevian, we’re more than just a team of developers; we're your partners in shaping the digital landscape of your business. We understand that behind every code line and design pixel, there's a person striving to bring a vision to life. Whether you're a trailblazing entrepreneur eager to disrupt the market or a seasoned business ...",RELEVANT,5,"Site unreachable; blurb positions it as a developer-led partner ('behind every code line'), so tentatively relevant on limited evidence."
iSoft,https://isoftint.com/,"iSoft is a leading software development company in Bangladesh, founded in 2014, dedicated to providing intelligent, reliable, and user-friendly software solutions that help organizations grow faster and operate more efficiently. For over a decade, iSoft has been serving hundreds of businesses across Bangladesh, offering customized ERP, management, and automation systems designed for various industries — ...",RELEVANT,5,"POS/retail/pharmacy/hospital software vendor per its blurb, though the homepage is partly overrun with casino spam, signaling a neglected site."
SoftAura,https://softaura.dev/,"SoftAura provides next-gen digital solutions designed to help businesses scale rapidly. We specialize in custom web development, professional video editing, and high-impact motion graphics. By combining creative design with strong SEO strategies, we ensure your brand stands out and performs in the modern market. From building high-performance websites to crafting engaging visual content, SoftAura delivers ...",RELEVANT,5,"Offers custom web development, CRM/SaaS and fintech systems, but blended with heavy video editing, motion graphics and branding work."
Web source it Solution,https://websourcebd.com/,"Web Source IT Solution” is an IT solution providera Company and one of the largest providers of software development, Web Development , Mobile Application Development & Digital marketing agency in Bangladesh. Founded in 2017, it offers wide range of Business Solution along with Management Consulting Service to serve the customer requirement from the very root ...",IRRELEVANT,4,"Positioned as a web design company centered on website design, ecommerce, web hosting and digital marketing, with POS software as an add-on."
Charming House,http://www.charminghouseit.com/,"Charming House is the Full Digital Marketing agency base on Dhaka Bangladesh, We have also Video making services provide a comprehensive solution for businesses and individuals looking to create high-quality, engaging video content. These services encompass every stage of the video production process, from concepting and scripting to filming, editing, and final delivery. By collaborating ...",IRRELEVANT,2,"Unreachable site; blurb describes a full digital marketing and video-making agency, which the rubric treats as irrelevant."
Doinik ERP & Devices,https://doinikerp.com/,"Doinik HR, Attendance and ERP systems. Hassle-free daily attendance tracking with DoinikERP data in mobile app. Built-in integration ensures your devices and software communicate effortlessly, every time. Best HR and Payroll system in Bangladesh. - Seamless daily attendance with DoinikERP Devices - our device+our software = smooth communication- HR and Attendance system- School students and ...",RELEVANT,5,Builds its own HR/attendance/payroll ERP software integrated with biometric devices — a real but narrow product rather than broad custom engineering.
Catch Bangladesh Limited,https://catchbangladesh.com/,"Catch Bangladesh is an IT based company and multiple service provider formed on 29th August 2017 with an aim of providing IT and marketing-based solutions, services, and consultancy to the clients. Catch Bangladesh is a privately-owned company that started its journey back on August 30, 2017, and working in a wide range of sectors and ...",IRRELEVANT,4,Thin site; blurb describes an IT and marketing-based multi-service provider without concrete custom-engineering evidence.
Roopokar,https://www.roopokar.com/,Roopokar is one of the best software companies in Bangladesh. It has HRM and ERP software. It also builds custom software.,RELEVANT,5,"Builds ERP/HR/POS/CRM products and custom software, but the offering is heavily diluted with WordPress, SEO, video and photography services."
Techabyte Solutions,https://techabyte.xyz/,Techabyte Solutions is a changemaker for many brands of different industries at home & abroad. This company operates globally from the United States (USA) & Bangladesh. We provide an Omni Channel eBusiness solution 'under one umbrella'. From Web Solutions and web Audits to Digital Creatives and marketing TBs is expert enough to boost your Online ...,IRRELEVANT,4,"Primarily a digital-marketing and web-dev agency (Meta/SMS/WhatsApp/SEO, OMNI-channel, branding); custom engineering is a secondary line."
Techdyno BD,https://techdynobdltd.com/,"Techdyno BD is a one-stop IT solution to all your needs. Our story began on 26th March 2018. Techdyno BD is a forward-looking company focused on solving the problems and providing solutions to companies based on digital platforms. We are providing quality web design development, software development, android application, 2D animation video, graphics design, video ...",RELEVANT,5,"Advertises custom software and mobile app development but weighted toward web design, graphic design, animation and video editing."
Inprozone Software Ltd,https://inprozone.com/,"Inprozone Software Ltd is a software development company that offers software development services on diverse technology platforms. With varied experience of 17+ years in software development & services, inprozone offer utmost qualitative & cost-effective business solutions.",RELEVANT,5,"17-year firm with many business software products and app development, but heavily diluted by domain/hosting/SSL reselling, SMS and data-entry services."
IT WAY BD,https://itwaybd.com/,"Top Software Company in Bangladesh. Since 2018, IT WAY BD has a successful track record of delivering innovative and cost-effective technical services to its valuable customers in both Corporate and public sectors undertakings. The best website Software Company in Bangladesh. We are always ready to take any types of a challenge with the confidence.IT WAY ...",RELEVANT,5,"Site unreachable; blurb describes a software company delivering technical services since 2018, so tentatively relevant on limited evidence."
StaticMania,https://staticmania.com/,"StaticMania is a thriving Jamstack Development Agency providing first-rate services all over the world. Your One-stop Solution for building fast, secure, reliable websites and software applications. Let's meet StaticMania Gems and build outstanding digital products & services with the power of JAMstack and headless architecture.",RELEVANT,5,"Jamstack studio engineering Next.js/Hugo/Astro sites with real modern-web practice, though the focus is fast marketing/static websites rather than software systems."
American Best IT Ltd.,https://www.americanbestit.com/,"American Best IT Ltd. is a full-service digital marketing agency based in Dhaka, Bangladesh. We specialize in delivering impactful web marketing solutions that help businesses grow, connect with customers, and stay ahead in the digital space. Our services span across local SEO, UX design, social media marketing, video production, eCommerce marketing, content strategy, and performance-based ...",IRRELEVANT,3,"A 360° digital marketing agency centered on website marketing, SEO, social media and ads; web development is in service of marketing, not custom engineering."
FintechHub Limited,https://fintechhubltd.com/,"It’s not about IDEAS it’s about making Ideas HAPPEN. Fintech Hub Limited is a globally recognized IT solutions provider with a strong foundation in delivering innovative technology across various sectors. With a legacy of excellence spanning five years, we have established ourselves as a trusted partner for businesses worldwide. Our expertise goes beyond the financial ...",RELEVANT,5,"Site unreachable; blurb positions it as a fintech-focused IT solutions provider delivering innovative technology, so tentatively relevant."
Zsoft IT Solution Pvt.ltd,https://zsoft.com.bd/,"Zsoft IT Solution Pvt.Ltd is an IT enabled Web and Mobile Application Development service providing company in the market since 2016. Zsoft IT Solution Pvt.Ltd provides two major types of service. One is Web Solution that consists of high quality Web Design & Development, Website Maintenance, Social Networking Platform Development, E-Commerce Solutions, CMS Solutions, e-Prochar ...",RELEVANT,5,"Does web and mobile application development, but framed as a generic IT-services company (website design, SEO, cyber security, data management)."
FutureOn Academy,https://futureonacademy.com/,"Unlock Your Digital Potential with FutureOn Academy, the best marketing agency in Bogra At FutureOn Academy, the best marketing agency in Bogra, we help small and medium-sized businesses turn their ideas into powerful digital solutions. Whether it's web development or mobile apps, we're here to drive your growth and bring your vision to life. We ...",IRRELEVANT,3,"A marketing agency/academy centered on web design, digital marketing, graphics and video editing rather than custom software engineering."
Trust IT,https://trustitbdltd.com/,"Trust-IT (BD) Ltd is a full-service digital agency specializing in custom software development, website and eCommerce solutions, mobile app development, company profile creation, and digital marketing services. With a passionate team of 30+ professionals, we serve clients across Bangladesh, the US, UK, and the Middle East. We help businesses grow by delivering modern, secure, and ...",RELEVANT,5,"Advertises custom software and mobile app development, but the site is dominated by domain/hosting, off-the-shelf software products and digital marketing."
Exoveon Limited,https://www.exoveon.com/,"We are an IT-focused organisation delivering a Software-as-a-Service (SaaS) platform supported by comprehensive IT-enabled services. Our core offering is a cloud-based application designed to streamline business operations, improve data visibility, and support scalable growth for our clients. The platform is built using modern web technologies, hosted on secure cloud infrastructure, and maintained through continuous development ...",RELEVANT,5,"Unreachable site; blurb describes a cloud-based SaaS platform provider with IT-enabled services, so tentatively relevant on limited evidence."
Rynexus Infotech Ltd.,https://rynexus.com/,"Rynexus Infotech Ltd. is a trusted software development company in Bangladesh specializing in custom software development, dynamic website development, mobile application development, ERP solutions, business automation, cloud-based software, and digital transformation services. We help startups, SMEs, and enterprise organizations streamline operations through innovative, scalable, and secure technology solutions.",RELEVANT,5,"Claims custom software and mobile app development, but the site leads with web design, digital marketing, graphic design and hosting."
Ultimate IT Solution Ltd,https://www.ultimateit-bd.com/,"Ultimate IT Solution is a top IT company in Bangladesh, offering custom software development services all around Bangladesh. Since 2012 till the present, we have created both desktop and web-based applications for a wide range of business industries. We are renowned as the best business software development company. Besides custom software development services, we do ...",RELEVANT,5,"Does custom (desktop) software and mobile app development, but the offering is heavily mixed with SEO/digital marketing, hardware/network and hosting."
ITSOFT-BD,https://itsoft-bd.com/,"IT SOFT is a leading technology solutions provider based in Bangladesh, dedicated to transforming businesses through innovative digital solutions. Our commitment to excellence drives us to offer a comprehensive range of services designed to meet the diverse needs of our clients. With a focus on quality, creativity, and customer satisfaction, we strive to empower businesses ...",RELEVANT,5,"Does software, app and event-management-system development, but heavily bundled with web design, domain/hosting, POS and digital marketing."
SM IT Solution,https://smitsolution.com.bd/,"SM IT Solution, we make technology work for you. Our mission is simple: to provide smart, reliable, and innovative IT solutions that drive your business forward. Whether it’s building a stunning website, creating a powerful e-commerce platform, or delivering customized digital tools, we tailor our services to meet your unique needs. We don’t just offer ...",RELEVANT,5,"Positioned as web & software development experts (thin, generic site), so tentatively relevant on limited evidence."
baseTOP,https://basetop.ca/,"baseTOP is a creative team that helps SaaS companies turn complex products into experiences people understand and enjoy. We create SaaS explainer videos that simplify your message through strong storytelling, cinematic visuals, and clean animation that supports sign ups. We also design UI and UX in Figma for apps, landing pages, and SaaS platforms. Our ...",RELEVANT,5,"Offers web/mobile development and SaaS solutions, but weighted toward UI/UX design and professional video editing for SaaS brands."
WebTech,https://webtech.com.bd/,"WebTech is a leading Website Design & Development Company in Uttara, Dhaka, Bangladesh. We provide one-stop solutions to a wide range of service regarding website development. Since WebTech’s establishment in 2015, our team is carrying out projects related to website design, website development, and online marketing services. Over the last 6 years, we have successfully ...",IRRELEVANT,3,"Website design and development company centered on websites, graphics design (logo/clipping path) and digital marketing/SEO/content writing."
Shopno Career IT,https://shopnocareerit.com/,"Best Digital Marketing Company in Bangladesh-Shopno Career IT - We offer social media marketing, SEO, email marketing all kind of digital marketing services. We are known as the best digital marketing agency in Bangladesh.",IRRELEVANT,2,"A digital marketing company offering social media marketing, SEO, photography, videography and graphics — not a software development firm."
Bhavitra TechSolutions,https://www.bhavitrabd.com/,Bhavitra Tech Solution is the most reliable web design company in Bangladesh where one can have the best SEO friendly web design service in a reliable cost. We are here to help our valuable customers reach their online business goals. Contact us today.,IRRELEVANT,4,"A local web design & development company centered on SEO-friendly websites, ecommerce and heavy digital marketing/branding, despite listing some dev tech."
Pixll Dev,https://pixll.dev/,"Pixll Dev provides custom tailored web solutions using modern stacks like React, Go, WordPress, and Shopify. Whether you're a business seeking robust e-commerce architectures or a design studio requiring specialized external frontend and backend developers, we are your engineering partner.",RELEVANT,5,"Builds web applications with modern stacks (React, Go) and e-commerce architectures, though positioned as a website-focused full-service studio."
Softvence Agency,https://softvence.agency/,"At Softvence Agency, we are not just designers; we are architects of user experiences, visionaries of visual aesthetics, and creators of digital masterpieces. We are a passionate team of UI/UX designers dedicated to translating ideas into cool and easy-to-use digital stuff. My Services: • Crafting User-Friendly UX/ UI Interfaces • Dynamic Motion and 3D Design ...",RELEVANT,5,Offers web and mobile app development but positioned mainly as a creative branding and UI/UX design agency.
Igenhr,https://igenhr.com/,"iGenHR is a next-generation workforce solutions company providing remote talent, virtual assistance, software development, AI engineering, and business support services to help businesses scale efficiently and flexibly.",RELEVANT,5,"Supplies remote software/DevOps/AI engineers via staff augmentation, but as part of a broad talent marketplace also covering HR, marketing and data entry."
CPO Experts Ltd,https://cpoexpertsbd.com/,"The CPO Experts Ltd. is an IT company, started serving with photo editing, clipping path, and vector conversion services. Now, we have a great team of Programmers, Web Developers, SEO Marketer, Graphic Designer. We are a rapidly growing company in Bangladesh. We are open 24 hours, providing Retouching services. Also, our skilled software developer innovating ...",IRRELEVANT,4,Core business is image editing/clipping-path outsourcing since 2012; software/web development exists only as a sister-company add-on.
Rank Trends,https://www.ranktrends.com/,"Rank Trends is an SEO service provider company in Bangladesh and a digital marketing agency in the world. We offer cost-effective SEO service, web design, and development service, digital marketing service, social media marketing, SEO copywriting, video production, graphics design, and PPC campaign services. We have over 7+ years of experience, in this meantime, we ...",IRRELEVANT,2,"Unreachable site; blurb describes an SEO and digital marketing agency, which the rubric treats as irrelevant."
STAR IT LAB,https://staritlab.com/,"Star IT Lab is a full-service independent agency specialized in new-media/digital media located in Savar Bangladesh. Serving from 2014 in a mission to increase the brand’s market share, launch new products with a bang, and out-innovate the competition. We have brought strategy design and technology to help businesses thrive in a rapidly changing market. We ...",IRRELEVANT,3,"Unreachable site; blurb describes a new-media/digital-media agency focused on brand market share, not custom software engineering."
Techseri,https://techseri.com/,"Techseri, one among the premium service providers in the web and mobile development industry, offers a wide variety of creative, strategic and technical development solutions for various products and services, for start-ups, small and medium-size business as well as for corporates. Techseri is a specialist in Mobile App Development Technologies, Web Applications Design and Development ...",IRRELEVANT,3,The live site is entirely a web-hosting/domain/SSL reseller portal; software/mobile development is only asserted in the blurb.
Alcinder Tech,https://www.alcinder.com/,"We offer outstanding quality work at affordable prices in more than one way. It is a policy in our company to provide service packages that are right for you and your businesses. We work with you to find the best service packages that fit your needs, financial standings and standards. In addition, our flexible payment ...",IRRELEVANT,4,"Centered on web design, ecommerce, website maintenance, digital marketing and hosting rather than custom software engineering."
ARNTECHBD,https://arntechbd.com/,"ARNTECHBD is a full service web design company in Dhaka, Bangladesh. Since 2009, We helped clients from all over the world through their expertise by hosting, maintaining, designing and marketing cutting-edge websites. We specialize in website development. We’re not a print house that also happens to build websites. If you need print graphic design, we ...",IRRELEVANT,4,"A full-service web design company weighted toward website design and heavy digital marketing (SEO/SMS/email/FB ads), with software as a side line."
DTech Creative,https://dtechcreative.com/,"Established in 2016, DTech Creative is a full-service software company specializing in tailored digital solutions. Based in Bangladesh and serving a global clientele that includes New York, the team expertly crafts WooCommerce stores, custom software, and POS systems. With a strong track record of successful projects for a diverse range of clients, they are dedicated ...",RELEVANT,5,"Does full-stack software and web development, but brands itself a digital agency weighted toward websites and digital marketing/SEO."
Nano IT World,http://www.nanoitworld.com/,"Nano IT World is one of the pioneers of eCommerce development & Software development Company in Bangladesh, If you have the Commitment and Desire to launch your eCommerce website we have the experience and expertise to make it success! and with Over 10 years of experience with 300+ eCommerce development worldwide we know how to ...",RELEVANT,5,"Does custom software and e-commerce (Magento/WooCommerce) development, but leads with web design, hosting/domain and ready-made ecommerce apps."
kTech Solutions,https://www.ktechsolutionsbpo.wordpress.com/,"kTech Solutions is a worldwide outsourcing firm offering a comprehensive suite of services with access to a vast resource pool at our modern, secure off-shore facilities in Dhaka, Bangladesh. Our innovative solutions allow clients to improve profit margins by focusing on their core competencies. Companies will work with skilled, qualified, trained and motivated resources. kTech ...",IRRELEVANT,4,"Unreachable site; blurb describes a generic worldwide outsourcing firm with offshore facilities, without concrete custom-engineering evidence."
Optimal It limited,http://optimalbd.com/,"Optimal IT Limited is a leading Website design & Software development company based in Bangladesh that offers high-quality services to all around the globe. We offer our services across the world including E-commerce development, Custom application development, Content management systems, Multimedia presentation, Search Engine Optimization and more.We put emphasis on the needs of businesses and ...",RELEVANT,5,"Website design and software development company offering custom application development, CMS and apps, alongside WordPress and SEO services."
SOFTFY TECHNOLOGIES,https://www.softfy.net/,SOFTFY Technologies is a software development company that provides web development and mobile app development services. SOFTFY Technologies started it's operation back in 2021. Our vision at SOFTFY Technologies is to help people take their business into the digital space in a way that would help them grow & sustain in the current competitive environment ...,IRRELEVANT,4,"Despite a software-development blurb, the live site is dominated by Facebook/Google ads, SEO and Amazon VA marketing services."
Shopno IT,https://shopnoit.com/,"SHOPNO IT is the leading IT/ITeS solution provider company in Bangladesh. We possess the experience and expertise to help web entrepreneurs reach their customers across the digital space. SHOPNO IT is a one-stop IT solution to all your needs. Shopno IT ventured its journey in 2015 with a mission to provide software, ecommrce, website and ...",IRRELEVANT,3,"An IT/ITeS provider centered on domain, hosting and website design services rather than custom software development."
Flash IT Pro,https://flashitpro.com/,"As the best IT Service Provider in Bangladesh, we’re providing Digital Marketing, Graphic design, UI UX Design, Software Development & Web Development. Flash IT Pro company has built a worldwide standing for IT services. We always strive to provide outstanding quality service through our top, highly skilled team. We’re committed to satisfying our clients for ...",IRRELEVANT,4,"An IT agency led by digital marketing, graphic design and UI/UX, with software and web development as secondary services."
BD IT Center,https://bditcenter.com/,"Where can I locate the most reputable web design and development company in Bangladesh? You can now unwind because you are on the right page. BD IT CENTER is among the elite group of the many Software Development companies that are currently available. Regarding the development of innovative websites and mobile applications, we are the ...",IRRELEVANT,3,"A one-stop web hosting and domain provider whose development offering is standard business/ecommerce websites, not custom engineering."
Rexo IT,https://www.rexoit.com/,"Rexo IT is the best of all kinds of IT Service Provider Company. We are Providing Services, Like Desktop & Mobile App Software & Web API Development, UI & UX Design, Web Design & Development, Content Writing & Marketing, Paid & Organic SEO.",RELEVANT,5,"Unreachable site; blurb describes desktop/mobile app software and web API development plus UI/UX, so tentatively relevant on limited evidence."
Plan B,https://planb.com.bd/,"We turn brand challenges into opportunities. Plan B is a creative marketing communication agency in Bangladesh, crafting solutions that deliver results. Founded in March 22, 20022, our marketing agency company has quickly established itself as a leader in the industry. With a team of experienced professionals and a passion for creating unforgettable experiences, we have ...",IRRELEVANT,2,"Unreachable site; blurb describes a creative marketing-communication agency, which the rubric treats as irrelevant."
WellXperts,https://wellxperts.com/,"At WellXperts, we are redefining the digital landscape with cutting-edge Web Design, Web Development, SEO, and Domain Hosting services. Since our inception in 2021, we have been a pioneer in the IT outsourcing industry in Bangladesh, proudly representing the country on the global stage. With a team of 40+ skilled professionals, including expert web designers, ...",RELEVANT,5,"Offers custom software development, dedicated developers and its own products, but bundled with web design, SEO and domain-hosting services."
Starlit Devs,https://starlitdevs.com/,"We are a cutting-edge webdevelopment company that specializes in creating dynamic & engaging websites.At Starlit Devs, we offer exceptional web development services to businesses of all sizes. Our experienced team of web developers will create a customized website that meets your unique business needs. We pride ourselves on excellent customer service and are always here ...",IRRELEVANT,4,A web development company centered on custom WordPress/theme/plugin development and ecommerce sites rather than broad custom software engineering.
Softweb System Solutions,https://softwebsys.com/,"We always go through a process of business development by using our creativity, and finally we can help you with a successfull solution that boost up your business and meet your dreams. The IT Professionals at Softweb System Solution understand that different industries have different needs; technologically and strategically. That is why we have created ...",RELEVANT,5,"Self-described software engineering company (thin site), so tentatively relevant on limited evidence."
Kraftwerk Technologies Limited,https://kraftwerktech.com/,"Kraftwerk Technologies, a Dhaka-based software company, offers IT consulting, services, and business process outsourcing solutions with a team of in-house and on-call experts Services: Software Development, E-Commerce website, WordPress Website, IT Outsourcing Services, MVP Development, API Development, UX/UI Design, Digital Marketing, Search Engine Marketing, Social Media Marketing, Digital Content Creation, Online Reputation Management",RELEVANT,5,"Builds custom enterprise applications and web/mobile software, but heavily diversified into call-center/BPO, CAD/animation, design and marketing."
Suitable IT,https://www.suitableit.com/,We Provide Digital Tech Solutions with our expert & dedicated team which will help to grow your business digitally and Empower Digital Success,RELEVANT,5,"Offers web & app development and cyber security, but the site is weighted toward UI/UX, graphics design and digital marketing."
mPair Technologies Ltd.,https://mpairtech.com/,"At mPair Technologies Limited, we bring ideas to life through innovative digital solutions. As a team of passionate designers, developers, and tech enthusiasts, we specialize in crafting user-friendly, functional, and visually engaging digital experiences. Whether it’s designing intuitive interfaces, developing high-performance apps, or building scalable software, our goal is to help businesses thrive in the ...",RELEVANT,5,"Thin site; blurb describes a team of designers and developers delivering digital solutions, so tentatively relevant on limited evidence."
Themeperch Ltd.,https://themeperch.net/,"Themeperch Ltd. is an international web-design and development agency. We work & support for publishers, agencies and corporate clients. No coding skills needed, create & manage your site easily. We’ve spent over 12 years perfecting our theme development and design process. It helped us make themes that power over 10k+ websites. All the valuable insights ...",IRRELEVANT,3,"Unreachable site; blurb describes a web-design/theme agency with a no-code site builder for publishers, not custom software engineering."
Growbrandly,https://www.growbrandly.com/,"At Growbrandly, we don’t just create games; we craft experiences that bring brands to life. As a trailblazer in branded game development, we specialize in turning your brand story into a fun and interactive adventure. We believe that games aren’t just for entertainment—they’re powerful tools to captivate your audience, foster deep engagement, and leave a ...",RELEVANT,5,"Unreachable site; blurb describes branded game development, which is real software work but oriented toward marketing experiences rather than business systems."
Codeksoft Solutions,https://codeksoftsolutions.com/,"Codeksoft Solutions is a dynamic software company dedicated to transforming businesses by blending cutting-edge technology with innovative creativity. We specialize in delivering tailored software solutions , E-commerce solutions that empower your business through code and creativity, unlocking new levels of efficiency and growth.",RELEVANT,5,"Unreachable site; blurb describes a software company delivering tailored, cutting-edge technology solutions, so tentatively relevant."
WorshipBD Web Development Agency,https://worshipbd.com/no-1-best-website-development-company-in-bangladesh/,"WorshipBD is a renowned web design and digital marketing agency based in Bangladesh, specializing in helping businesses build a strong online presence. With over five years of experience, they have successfully served clients across 50+ countries, delivering tailored digital solutions designed to boost business branding and customer engagement. Core Services: Website Development: WorshipBD builds custom ...",IRRELEVANT,2,"Unreachable site; blurb describes a web design and digital marketing agency focused on online presence, not custom engineering."
NameEver,https://www.nameever.com/,"NameEver is a reliable web hosting provider offering a range of affordable domain registration and high-performance hosting solutions for individuals and businesses alike. Their core services focus on diverse hosting packages, including fast and managed WordPress Hosting, Reseller Hosting, and powerful VPS solutions. NameEver ensures their customers can successfully create a website by guaranteeing rapid ...",IRRELEVANT,2,"A domain/web-hosting and BDIX-server provider; website design is an add-on, not custom software engineering."
Chittagong Software,https://chittagongsoftware.com/,"Chittagong Software is the best Web Design & Software Company in Chittagong. At affordable prices, we offer Web Design & Development, Domain Registration, Web Hosting, Software Development, and E-commerce Solutions. We have a team of highly skilled and experienced designers & developers who can provide innovative solutions to our client's unique challenges. We are proud ...",RELEVANT,5,"Offers custom software development alongside web design, domain/hosting and digital marketing as a general regional IT/web shop."
TotalTech Global Limited,https://totaltechglobal.com/,"Total Tech Global (TTG) combines technology, talent, and strategy to transform businesses. We specialize in BPO, software & website development, IT staffing, skill training, and on-demand digital services. Trusted by startups and enterprises worldwide, we deliver scalable solutions that drive growth, improve customer experience, and future-proof operations.",RELEVANT,5,"Does software and website development and AI automation, but weighted toward BPO, back-office operations and IT staffing."
Essential Intelligence Services BD,https://eiservicesbd.com/,"Essential Intelligence Services (EIS) is a premier full-service digital agency based in Dhaka, Bangladesh, with a corporate presence in Australia. We engineer predictable growth for local and international brands by combining advanced software development with data-driven digital marketing strategies. Backed by a 98% client satisfaction rate and over 500 successfully completed projects, we specialize in ...",RELEVANT,5,"Offers ERP, HRMS, LMS, POS and mobile app development, but as part of a full-service digital agency heavily weighted toward marketing and media."
STechNest,https://stechnest.com/,"Built for Growth. STechNest helps businesses build, automate, and grow through modern digital solutions. We believe growing businesses need more than disconnected services. They need the right strategy, technology, and systems working together. That's why we combine web development, branding, digital growth, AI automation, and creative solutions to help businesses build a stronger digital foundation. ...",RELEVANT,5,"Thin site; blurb describes building and automating businesses through integrated modern digital solutions, so tentatively relevant on limited evidence."
Mehedi It Solution,https://mehediit.com/,"Mehedi IT Solution is a trusted digital service provider with offices in Chattogram and Dhaka. We specialize in offering a range of services that help businesses grow and establish a strong online presence. Our mission is to deliver high-quality, tailored solutions for every client. Our Services Graphic Design Services We create creative graphic designs that ...",IRRELEVANT,3,"A web development agency centered on web design, graphics, digital marketing and domain/hosting, describing itself as a marketing solutions team."
Code Ecstasy,https://codecstasy.com/,Our work is solely result oriented. We personify your demand and act accordingly. We always aim for higher results. We try our best to improve and adjust our services according to your need and desire. We are determined in achieving the objectives set by you. We make a close observation of our outcome to make ...,RELEVANT,5,"Site content blocked by a browser challenge and the blurb is generic ('result oriented'), so tentatively relevant on limited evidence."
Notionhive,https://notionhive.com/,"Notionhive is a global creative digital marketing agency dedicated to helping brands thrive. By combining strategy, marketing, design, and technology, we craft impactful solutions that ensure your customers choose you over competitors. Partner with us to elevate your brand and achieve measurable success.We are a full-service technology solutions and software development agency, redefining brand experiences ...",IRRELEVANT,4,"A global creative digital marketing agency (web, SEO/AEO/GEO, branding, video); UI/UX and app development serve marketing rather than custom engineering."
Bug Finder,https://bugfinder.net/,"Bug Finder is a global leader in delivering cutting-edge digital solutions. Specializing in UI/UX design, web design, web development, and mobile application development, we provide high-quality, innovative services tailored to meet the needs of businesses across various industries. Our expertise extends to cloud services and software solutions, making us a trusted partner for clients worldwide. ...",RELEVANT,5,"Unreachable site; blurb describes UI/UX, web design/development and mobile application development, so tentatively relevant on limited evidence."
Frogbid Digital Technology,https://frogbid.com/,"Frogbid Digital Technology, we believe that every business—big or small—has the potential to thrive in the digital age. Our mission is simple: to help you break boundaries and achieve measurable success with the power of technology and creativity combined. We specialize in Web Design, Web Development, Graphic Design, and Mobile App Development, delivering solutions that ...",IRRELEVANT,4,"A digital/technology agency centered on web design, brand identity, website maintenance/security, SEO and social media marketing."
Builder Hall Pvt. LTD,https://builderhall.com/,"Builder Hall is a leading software, mobile app, web development, graphic design, and digital marketing company from Bangladesh that utilizes – the latest technology, creative design, and optimized business strategy to help businesses grow their brand. We work in collaboration with our clients to cultivate a strategy aimed to achieve success by Increasing the efficiency ...",RELEVANT,5,"Unreachable site; blurb describes software, mobile app and web development bundled with graphic design and digital marketing, so tentatively relevant."
