name,linkedinUrl,website,tagline,description,foundedYear,employeeCount,employeeCountRange,followerCount,companyType,industries,specialities,hqCity,hqCountry
Axsys Technologies Limited,https://www.linkedin.com/company/axsys-technologies-limited/,http://www.axsystech.in,,Leading Engineering Services Outsourcing (ESO) and IT Company specialized in Marine Vertical.,,103,201-500,390,Privately Held,IT Services and IT Consulting,,,IN
Simon Sinek's The Optimism Company,https://www.linkedin.com/company/simon-sinek/,https://simonsinek.com/,Every day is an opportunity to inspire someone.,"We imagine a world in which the vast majority of people wake up inspired, feel safe wherever they are, and end the day fulfilled by the work they do.  Simon Sinek believes in this bright future and our ability to build it together.  Simon shares his ideas through his books, including: - Start With Why: How Great Leaders Inspire Everyone to Take Action - Leaders Eat Last: Why Some Teams Pull Together and Others Don’t  - Together Is Better: A Little Book of Inspiration - Find Your Why: A Practical",2008,60,11-50,2859835,Privately Held,Professional Training and Coaching,"To inspire people to do the things that inspire them so that, together, we can change our world., Books, tools and content to inspire., Speaking, facilitating, training, coaching, consulting, advising",New York,United States
Alpha Business Designs Pvt Ltd,https://www.linkedin.com/company/alpha-business-designs/,http://alphabusinessdesigns.co.in,Your Companion For Business Growth,"Alpha Business Designs is an IT Services Company specializing in Website Design & Development, Internet Marketing and Mobile Apps Development. With office locations at Canada, USA, UK,  Australia and India, we have more than 200 skilled staff working from our state-of-the-art offshore development centre.   Alpha Business Designs is a world class professional web development and marketing company that provides a wide range of solutions for small to large companies world-wide. We employ some of ",2012,32,11-50,2434,Partnership,Information Technology & Services,"Website Design, Mobile App, SEO, SMO, Brand Name Protection, E-Commerce Solutions",Kolkata,India
Classic Computers Corp DBA Harken Data,https://www.linkedin.com/company/harken-data-inc-/,http://www.harkendata.com,"Empowering businesses with Talent, Technology & Trust.","At HARKENDATA, we help businesses make better decisions. We provide expert business intelligence (BI)  and data warehousing (DW) services that help clients optimize their ability to leverage data and turn it into actionable insight. Working as a collaborative partner, we see the big picture, ask the right questions and look for our clients underlying business challenges. Then we deliver solutions that lay the foundation for a tangible competitive advantage. And because we don't favor a particula",2007,23,51-200,1557,Privately Held,IT Services and IT Consulting,"Business Intelligence and Data Warehousing, Data Migration / Data Analytics, AML and FATCA Data Strategy, Master Data Management, Contact Centers",Somerset,United States
Swachhcoin: Decentralising Waste Management,https://www.linkedin.com/company/swachhcoin/,https://www.swachhcoin.com/,"An effort to align BigData,AI,IoT with Blockchain Technology to overhaul & renovate the Global Waste Management network.","Swachhcoin aims to develop a revolutionary model platform to reshape the waste management sector using advanced, coming of age technologies like IoT, Adaptive Intelligence, Big Data and Blockchain for existing waste management companies where the household waste contributors are rewarded for the waste they produce that is ultimately converted into products of high economic value. Not only this, by adapting Swachhcoin platform, the waste management companies will be able to dramatically increase ",2016,13,11-50,5383,Public Company,IT Services and IT Consulting,"Cryptocurrencies, Blockchain, Renewable Energy, Waste Management, Ethereum, System Migration, Big Data, AI, Machine Learning, IOT, Swachh Bharat Abhiyan, Clean India Mission, Sustainable Development, Environment Freindly, Swachh Bins",Kolkata,India
Sturtle Security Pvt Ltd.,https://www.linkedin.com/company/sturtle-security-pvt-ltd/,https://sturtles.in,Make Your Data Secure,This is a organization of train the cyber security student from beginner to advance ,2023,16,11-50,3330,Educational Institution,IT System Training and Support,,Ranaghat-I,India
Multitech Solutions,https://www.linkedin.com/company/multitechsolutions/,https://www.multitechsolutions.co.in,"Your Future, Empowered by Technology ","Multitech Solutions is a Corporate Advisory Entity assisting our Principals and Clients to achieve their desired business objectives and economic performance by introducing new Technology, IT solutions and services, strategic planning, timely market intelligence, new business opportunities and relationship management.   In today's challenging business environment and increasing international competitiveness, valid market intelligence allows our customers to act quickly with increased insight, ef",2000,29,11-50,616,Partnership,IT Services and IT Consulting,"Government Tender, SAP Implementation, Server and Storage Solution, System Integration, Project Management, E-Bidding Preparation & Submission, Network Architecture, Surveillance & Security, IT Solutions, SAP Support, Data Center Maintenance",Kolkata,India
Freshosoft,https://www.linkedin.com/company/freshosoft/,http://www.freshosoft.com,Solution for business stability and scalability.,"At Freshosoft, we develop innovative and creative products and services that provide total communication and information solutions. Among a plethora of services, web design and development, tailor made applications, ERPs, CRMs, e-commerce solutions, business-to-business applications, business-to-client applications, managed hosting and internet portal management are few that we offer. Satisfied clients around the globe bear testimony to the quality of our work. As a leader in technology explorin",2015,14,11-50,212,Public Company,IT Services and IT Consulting,"web design, E-commerce solutions, Web Development, Digital Marketing, ERP Solutions, Mobile App",Uttarpara,IN
Mangisoft (OPC) Private Limited,https://www.linkedin.com/company/mangisoft/,http://mangisoft.com,,"Mangisoft OPC Private Limited is a small IT service provider company based in India. The company offers a wide range of IT services including software development, web development, mobile application development, cloud computing, and digital marketing.  The company was established in 2017 and has since grown to become a reputable provider of IT services in the region. Mangisoft OPC has a team of skilled professionals who are committed to delivering high-quality services to their clients.  Mangis",2017,13,11-50,116,Privately Held,IT Services and IT Consulting,"Amazon Automation, Customer Service, Data entry, Graphics Design, Video Editing, Walmart Business, Amazon FBA",Kolkata,India
SkyTech Solutions,https://www.linkedin.com/company/skytechglobal/,https://www.skytechbpo.com/,BPO & BPM | Software Development | App Development | AI & ML | Digital Marketing | Cyber Security ,"It was in 2013 September that SkyTech Solutions was found to meet the needs of organizations of all magnitudes, regardless of their size or industry. We believe that not only Fortune 1000 companies, but all businesses should have access to high quality and affordable outsourcing services.  We offer end to end customer management solutions, including an array of services including Customer Support, Telemarketing, Back Office Support, Lead Generation, Omnichannel Support, Content Moderation, Virtu",2013,541,501-1000,6910,Privately Held,Outsourcing and Offshoring Consulting,"Inbound & Outbound Call Center, App Development, Web-Design and Development, Telemarketing Services, Customer Service, Call Center, Outbound Sales, Software Development, Cyber Security, Digital Marketing, AI & ML",Dhaka,Bangladesh
Eparadise,https://www.linkedin.com/company/eparadise/,,,"Established in 2005, E-Paradise is a leading website development and Search Engine Optimization company. Next to none, E-Paradise does not need to compete with its peers to stand out in the international market. Perseverance, Proficiency, perfection and professionalism are the steps in the ladder of E-Paradise to touch the acme of success. Reaching the goal means the end of journey. But, the journey of E-Paradise takes a new turn at its approach to each of global clients.",2005,53,51-200,546,Privately Held,IT Services and IT Consulting,"SEO, SEM, PPC, ORM",kolkata,India
Realysys,https://www.linkedin.com/company/realysys/,https://realysys.com/,Realizing Success One Step At A Time,"We have a dedicated team of 20+ developers who have successfully completed more over 130 sites and are growing year on year. Our service offerings include WordPress website designs, PHP web developments, Mobile application developments. We develop E-Commerce solutions using major open source carts Magento, OpenCart, X-Cart, PrestaShop, Ubercart, Zencart, WooCommerce & Shopify. We provide Social Media Services (SEO), hosting and a range of other interactive products.  Our services at a glance inc",2018,14,11-50,118,Partnership,IT Services and IT Consulting,,Kolkata,India
Sprout Road,https://www.linkedin.com/company/sprout-road/,http://sproutroad.com/,"Best Web Design, Development Solutions & Digital Marketing Service",Sprout Road creates and nurtures strong internet marketing campaigns and influential web presences for enthusiast organizations. We specialize in etching powerful branding and designing responsive websites that are compatible with the latest technological innovations.,2016,14,11-50,1281,Partnership,IT Services and IT Consulting,"Search Engine Optimization, Social  Media Marketing, Digital Marketing, Online Marketing, Software Development, Website Development, Web Design, Graphic Designing, AdWords, Facebook Advert, Content Marketing, Mobile App Development, Responsive Website Development, Video Content Marketing, Branding & Advertisement",Kolkata,India
Viraaj Ventures,https://www.linkedin.com/company/viraajventures/,https://viraajventures.com/,We create diversified businesses pan India & globally.,"At Viraaj Ventures, we transcend the conventional approach to creating businesses, focusing on impact propelled by strategic vision, innovation, technology, and sustainability. Our commitment lies in nurturing ideas that leave a positive footprint on the planet.  We operate independently across sectors, geographies, and markets, with highly focused presence in:       IT Enlistment     Digital Marketing     Real Estate     Infrastructure Development     Structural & Civil Engineering     Wealth &",2015,50,11-50,9335,Privately Held,Venture Capital and Private Equity Principals,"Corporate House, digital marketing, socially responsible, consultant, real estate, wealth manager, portfolio management",Noida,India
Millennium Cyberworks,https://www.linkedin.com/company/millennium-cyberworks/,http://www.francisklein.in/six.htm,Authorized Service Provider of HP Products. ,"We are an authorized service provider of HP Products. We provide all our customers/ corporate clients’ with prompt and efficient response backed by a strong support staff comprising of 25 professional qualified engineers, trained by HP",,10,51-200,45,Privately Held,IT Services and IT Consulting,,"Kolkata, ",India
Tani Data Services,https://www.linkedin.com/company/tani-data-services/,http://www.tanidataservices.com/,,"TANI DATA SERVICES brings to you the new generation in IT and Business Process Outsourcing.  With over 10 years of domain expertise on Mortgage Banking, Real Estate Finance, Healthcare & Insurance, Medical Transcription and Information Technology, TANI DATA SERVICES brings in world class solutions for Business Support services tailored to the unique requirements for its clients.   TANI DATA SERVICES provides onshore/offshore solutions and support services to its clients. With over a decade o",2010,28,11-50,86,Privately Held,IT Services and IT Consulting,"IT Services, Website Design, Logo Design, Web Development, Web Hosting/Search Engine Optimization Services, Custom Mobile Application Development, BPO Services, Virtual Assistant Services, Loan Origination Services",Kolkata,India
AxonTrail Solutions,https://www.linkedin.com/company/axontrailsolutions/,https://www.axontrail.com/,"Smart, scalable solutions and seamless systems to future-proof your business","At AxonTrail Solutions, we believe in the power of purposeful technology and relentless innovation. We’re more than just a tech company — we’re your strategic partner in navigating the complexities of the ever-evolving digital landscape.  In a world where change is the only constant, businesses need more than off-the-shelf solutions. They need vision, agility, and systems that evolve with them. That’s where we come in.  AxonTrail Solutions bridges the gap between cutting-edge technology and real",2025,28,11-50,1245,Partnership,IT Services and IT Consulting,"human resource management system, Learning Management system, Transport Management System, Purchase Management System, Vendor Management System, Website Design, Search Engine Optimization, SEO, Custom Business Solutions",Howrah,Australia
Hue Service Private Limited,https://www.linkedin.com/company/hue-service-private-limited/,https://www.hueservice.com,AN ISO 9001:2015; 10002:2014; 20000-1:2011 & 27001:2013 CERTIFIED ORGANIZATION,"HUE SERVICE was incorporated in the year 2000. The company started off by repairing computers and printers. The name ""HUE"" was coined which means ""Shades of Colour"" as around that time colour ink cartridges and ribbons had just started making its presence in the IT Market.  The company graduated from services & consumable sales to networking and then on to sales of computers, printers & its allied peripherals. The company today has branches across eastern part of India and dreams of a nation wid",2011,126,201-500,1349,Privately Held,Information Technology & Services,,KOLKATA,India
WEBEL INFORMATICS LTD.,https://www.linkedin.com/company/webel-informatics-ltd./,,,"WEBEL INFORMATICS LTD. is a company based out of 225F A J C BOSE ROAD, 4TH FLOOR BELTALA, KOLKATA, West Bengal, India.",,58,-,117,,,,KOLKATA,India
Riz Software Consultancy,https://www.linkedin.com/company/riz-software-consultancy/,https://rizworks.co.in,IT and Branding solutions tailored to your business needs.,"Riz Software Consultancy is a leading provider of IT and branding solutions, delivering customized strategies to meet your unique business needs. Our team of experts leverages the latest technology and branding techniques to elevate your business and empower your success.",,17,11-50,127,Privately Held,IT Services and IT Consulting,"IT, Software, App Development, Website Development, SEO, Machine Learnign, Data Science, IoT, Social Media Marketing, SMM, SMO, Branding, Growth Hacking", Kolkata,India
BIZ-LYNX Technology Pty Ltd,https://www.linkedin.com/company/bizlynx-technology/,http://www.biz-lynx.com.au,Where every connection matters,"A different kind of IT company in Perth. Built around people, not ticket numbers. IT support in Perth made simple, secure, and scalable. At BIZ-LYNX Technology, we support organisations that expect more from their IT partner. From factory floors and engineering teams to complex, high-demand environments, our clients come to us when they want clarity, capability, and confidence… not generic advice or slow responses.  What sets us apart is our people. Our highly skilled engineers support you with ",2000,3,2-10,54,Privately Held,IT Services and IT Consulting,"Cloud Hosting, CISCO Call Manager and Collaboration, Network and Infrastructure Security, Storage, Backup, Managed Services, Software and Licencing, Checkpoint Security, Computer and Hardware Supply, Microsoft SPLA, Route and Switch, Telecommunications, Data Centre, sharepoint, mobile app, NBN and internet, Business Phone Systems, Private Cloud, Cyber Security, Power Apps, Power BI, 3CX Voice Phone Systems, Hosted VOIP, Website Hosting, Website Development",Cockburn Central,Australia
Fortuna Impex Pvt Ltd,https://www.linkedin.com/company/fortunaimpex/,http://www.fortunaimpex.com,"Providing the best in class Biometric Attendance, Face Recognition, and Access Control Solutions | Manufacturers","Manufacturers of biometric attendance systems, and Access control panels. Over 28 years of experience in the market with notable clientele all across India.",1996,88,51-200,911,Privately Held,Information Technology & Services,"Biometric Attendance Systems, Access Control, Biometrics, Fingerprint Attendance, Facial Recognition, Cloud Attendance, HRMS",Kolkata,India
Accencis,https://www.linkedin.com/company/accencis/,https://www.accencis.io/,a creative agency offering custom software that enables your organization to innovate and grow.,a creative agency offering custom software that enables your organization to innovate and grow.,,15,11-50,118,Privately Held,Information Technology & Services,,Kolkata,India
Artis Technologies - India,https://www.linkedin.com/company/artis-technologies---india/,http://artistechnologies.com,,"Artis Technologies - India is an information technology and services company based out of 2, Salt Lake City,, Kolkata, West Bengal, India.",,13,-,6,,Information Technology & Services,,Kolkata,India
Sky Computer,https://www.linkedin.com/company/sky-computer/,https://www.indiamart.com/sky-computer-kolkata/,,"We are the leading trader of Computer Accessories, Window Laptop and Desktop Computer. These products are easily affordable. We are also rendering Hard Disk Data Recovery Service , Laptop AMC Service and Repairing Service.",,57,51-200,19,,IT Services and IT Consulting,,Kolkata,India
BrandMeHigh,https://www.linkedin.com/company/brandmehightechnologies/,http://www.brandmehigh.in,,"BrandMeHigh is a successful one-stop web solutions provider located in Kolkata, India that offers, wide array of effective services to help businesses built their brand identity and prosper online.",2017,13,51-200,201,Partnership,IT Services and IT Consulting,"ERP, Web Design, Graphics Design, Digital Marketing, Content Marketing, Mobile App, Print Media, HTML5, CSS3, Java, JavaScript, Ajax, AngularJS, NodeJS, MySQL, PHP, WordPress, Photoshop, Corel Draw, Illustrator",Kolkata,India
Maven InfoTech Private Limited,https://www.linkedin.com/company/maven-infotech/,http://www.mavenindia.org/,,"Maven InfoTech is an enterprise with a contemporary worldwide viewpoint with proficiency in a number of quarters like:  1. e-commerce Solutions 2. Data Analysis 3. Business Process Outsourcing 4. Technical Support 5. Website Designing & Development 6. ERP & CRM Development 7. Lead Generation & Market Research 8. Outbound, Inbound & Back Office Support Services  As an enterprise with a global presence, it has its clientele spread across a number of countries like USA, UK, New Zealand, ",2006,72,501-1000,1151,Public Company,IT Services and IT Consulting,"E-Commerce Website Development Solutions, Lead Generation Services, Online Technical Support Services, IT Consulting Services",Kolkata,India
Kiran Infotech - India,https://www.linkedin.com/company/kiran-infotech---india/,http://navkiraninfotech.com,,"Kiran Infotech - India is an information technology and services company based out of 130 Saltlake City Sector - 3, Kolkata, West Bengal, India.",,30,-,20,,IT Services and IT Consulting,,Kolkata,India
Keyline DigiTech Pvt Ltd,https://www.linkedin.com/company/keylinedigitech/,http://keylines.net,,"Keyline Digitech is a trusted IT solutions partner with over 20 years of experience, empowering businesses to thrive in the digital world. Our team specializes in software and app development, website design and development and digital marketing, providing end-to-end services tailored to meet the unique needs of various industries such as education, healthcare, finance, and retail. With a focus on innovation and results, we blend cutting-edge technology with strategic insight to deliver solution",,34,11-50,2338,Privately Held,Information Technology & Services,"12+ Years Experience, 90% Customer Retention, Value Added Consultancy, Cost Effective Business Solutions, PHP/MySQL, Open Source, Website and Web Application Design and Developement, Digital Marketing",Kolkata,India
Inceptial Tech,https://www.linkedin.com/company/inceptialtech/,https://www.inceptialtech.com,,"Inceptial Tech is a global IT development and staffing firm committed to ensuring customer success. We are located in US, UK, and India, with strategic partners in France and Canada. We are primarily focused on Testing Automation, Managed Services and Digital Workforce Solutions in the Oracle industry. We are a certified Oracle Partner delivering solutions in this space for over 14+ years. We have a talent pool of over 4500+ engineers and we currently have over 300+ talented resources staffed gl",,40,1001-5000,8898,Privately Held,IT Services and IT Consulting,"IT Development & Support, IT Staffing, Payroll Services, Managed Services, Campus Hiring Solutions, Train-Hire-Deploy, Application Testing, Offshore Development Centre, Offshore Recruitment, US Recruitment, IT Training , Build-Operate-Transfer",Kolkata,India
ARJUN GROUP OF INDUSTRIES,https://www.linkedin.com/company/arjun-group-of-industries/,http://www.arjungroupofindustries.com,,Is the IT based Company.,,63,51-200,146,Public Company,Information Technology & Services,,,IN
ITRIX IT Solutions Pvt. Ltd,https://www.linkedin.com/company/itrix-it-solutions-pvt-ltd-/,http://www.itrix.biz/,,"Welcome to ITRIX IT Solutions Pvt. Ltd.! ITRIX is a premium company that specializes in providing technology, outsourcing, development and consulting services to clients across the globe. We are committed to delivering innovative solutions to the clients by mobilizing the right people and the right technology. We have deep industry and business process expertise, in delivering high-end solutions in applications development, E-commerce, Internet marketing, remote hiring and outsourcing services t",2007,23,11-50,317,Partnership,Information Technology & Services,"Web Development & Maintenance, Custom Application Development, Custom E-commerce Solution, SEO, Business Consulting Services, Content Management System, Search Engine Marketing, Enterprise Resource Planning, Outsourcing, Social Media Marketing",Kolkata,India
Softclique Software,https://www.linkedin.com/company/softclique-software/,http://softcliquesoftware.in/,Product Development & Technology Innovation,"Established in 2016, as a global software service provider, we focus on Software Development and Products. We have a full-fledged offshore development centre in Kolkata providing the complete suite of IT enabled services in the business application domain, specializing in multiple verticals. ",2016,10,11-50,150,Privately Held,IT Services and IT Consulting,"Software Development, Website Designing, Digital Marketing, Mobile App Development, Graphic Design, Web Development, E-Commerce Solutions, UI & UX, Web Hosting and Maintanence",Kolkata,India
Genius Technology Brokers,https://www.linkedin.com/company/geniustechnologybrokers/,https://geniustechnologybrokers.co,Make IT Simple.,"With a team of over 300 expert consultants, we’re here to help you streamline your company’s technology while driving down costs across the board. Whether you need solutions for Internet, Phone, Cloud, Cybersecurity, or more, our service is completely free to you—and tailored to meet your unique needs. Let us take the complexity out of tech, so you can focus on what matters most: your business's success.",2019,1,201-500,977,Privately Held,IT Services and IT Consulting,"Telecom, Communications, Information Security, Information Technology, Mobility, Infrastructure, Remote Technology",Denver,United States
Sigma Infotech Pvt Ltd,https://www.linkedin.com/company/sigmainfotechpvtltd/,www.sigmainfotech.co.in,We Make IT Simple for You,"Founded in 1995, Sigma Infotech is one of Eastern India’s emerging and trusted IT System Integrators, delivering end-to-end technology solutions that empower enterprises to modernize, secure, and scale their digital infrastructure. With nearly three decades of expertise, we specialize in designing, deploying, and managing robust IT ecosystems for organizations across Government, Education, Enterprise, Healthcare, Manufacturing, and diverse industry sectors.  At Sigma, we deliver comprehensive IT",1995,32,201-500,476,Public Company,IT Services and IT Consulting,"ISO Certified, Authorised Partner for all OEMs, IT System Integrator, Managed IT Services, Network Infrastructure Solutions, Campus Networking Solutions, Data Center Solutions, Cybersecurity Solutions, Hybrid Cloud Infrastructure, Enterprise Wi-Fi Solutions, Server & Storage Solutions, IT Annual Maintenance Contracts (AMC), IT Infrastructure Management, Network Security Solutions, Structured Cabling Solutions, End User Computing Solutions, IT Consulting Services, Digital Transformation Solutions, Enterprise Mobility Solutions, IT Support & Services, Government IT Projects, Smart Classroom Solutions",Kolkata,India
Samriddhi Solutions,https://www.linkedin.com/company/samriddhi-solutions/,https://isamriddhi.in,Way to Success,"Custom Software Development, Mobile App Development, Website Design, Database Design, Corporate Email and Hosting Service Provider.",2013,25,2-10,85,Sole Proprietorship,IT Services and IT Consulting,"Custom Software Development, Database Design, Corporate Email Service, Mobile App Development, Hosting, Website Design",Kolkata,India
Praxis Softek Solutions,https://www.linkedin.com/company/praxis-softek-solutions/,http://www.praxis-softek.com,,"Praxis Softek Solutions Private Limited is a company of professionals having decades of experience in information technology solutions. We help with IT solutions for business, on time and within budget, by leveraging our global experience, proprietary technologies and effective tools. More efficient and flexible than anyone else, we help our customers save time and money",2002,26,51-200,939,Privately Held,IT Services and IT Consulting,"Data warehousing, Business Intelligence, Operational Analytics, Application development and maintenance",Kolkata,India
ADI Technologies,https://www.linkedin.com/company/adi-technologies/,http://www.adileads.com,Innovation . Value . Excellence,"About ADI: Advanced Digital Intelligence (ADI) is one of the niche leader for smartphone apps and digital marketing services based at Kolkata, India. ADI is an Indo-Australian organization, with it's State-of-the-Art ODC at Kolkata.  Leadership Team:  The average Industry Experience of the ADI Management Team is 14 Years. The ADI Board consists of the Industry Veterans from Top B-Schools & Engineering colleges that includes IIT - Kharagpur, IIM - Bangalore, IISWBM - Kolkata, ICAI - India & A",2012,17,11-50,312,Partnership,IT Services and IT Consulting,"Design - Web & Graphics, Smartphone - iPhone & Android, Internet Marketing - SEO,SMM, ORM, CRO, Content, Branding, Development - PHP, Java, Dot Net",Kolkata,India
SAFEGATE INTERNATIONAL AB,https://www.linkedin.com/company/safegate-international-ab/,http://www.safegate.com,,"SAFEGATE INTERNATIONAL AB is a company based out of Malmö, Skåne County, Sweden.",,0,-,0,,,,Malmö,Sweden
Axiom,https://www.linkedin.com/company/axiom-estates-advisory-services-pvt-ltd/,,,Email: sales@axiomestates.com,,93,11-50,465,Privately Held,IT Services and IT Consulting,,Kolakata,India
MPS Infotech Pvt. Ltd.,https://www.linkedin.com/company/mps-infotech-pvt-ltd-/,http://mpsinfotech.com,,"MPS Infotech is an IT services & solutions company which helps its clients achieve sustainable business improvements through information enabled by technology.Our services are underpinned by world-class Service Management and Governance concepts and practices.   MPS Infotech is a customer driven organization, we have a strong focus on quality, delivering the best products and services to our clients.  Our core strengths range from IT Solutions & Services, IT Consulting and Professional Traini",2010,23,201-500,345,Privately Held,Information Technology & Services,,kolkata,India
Ad Hitler,https://www.linkedin.com/company/ad-hitler/,https://www.adhitler.in,"Elevating Businesses, Empowering Success","Digital Marketing Agency Welcome to AD HITLER, a leading provider of comprehensive IT services driving innovation and digital transformation. With a customer-centric approach, we specialize in delivering tailored solutions to businesses across diverse industries, helping them navigate the complex digital landscape and achieve their strategic objectives.  Our dedicated team of seasoned professionals brings a wealth of expertise in a range of IT domains, including software development, cloud compu",2020,85,2-10,397,Sole Proprietorship,IT Services and IT Consulting,"Digital Marketing, Networking and Communication, Software Development, Digital Marketing Strategy Development, Conversion Rate Optimization (CRO), Data Analytics and Insights, Email Marketing, Pay-Per-Click (PPC) Advertising, Social Media Management, Content Marketing, Search Engine Optimization (SEO)",howrah,Australia
CENITPRO | Healthcare Marketing Agency,https://www.linkedin.com/company/cenitpro/,https://cenitpro.in,Crafting #DigitalExcellence for Healthcare,"We are a dynamic healthcare-focused digital marketing agency specializing in strategy and digital marketing services tailored for doctors.  At CENITPRO, we integrate strategic thinking with innovative ideas and cutting-edge technology to craft compelling web experiences for our clients and their patients.   While strategy and digital marketing are our primary offerings, we also prioritize creativity and user experience, ensuring that the designs we create foster meaningful interactions for healt",2012,38,11-50,1214,Privately Held,Information Technology & Services,Digital Marketing & Branding,Kolkata,India
Dipsun Technologies OPC Pvt Ltd,https://www.linkedin.com/company/dipsun-technologies-opc-pvt-ltd/,http://dipsuntechnologies.com/,,"We are a full scale digital media agency. We expertise from web design and development to marketing and branding for your business. One stop solution from Web & Apps Development to SEO & Internet Marketing. We specialize in UI / UX design & WordPress, Magento development.",2015,24,11-50,51,Privately Held,IT Services and IT Consulting,"Web Design, Web Development, Apps Development, Internet Marketing, Search Engine Optimization, Social Media Marketing",Kolkata,India
CALL STAR,https://www.linkedin.com/company/callstar1/,, IT Recruitment Company,,,12,2-10,41,Sole Proprietorship,IT Services and IT Consulting,,Kolkata,India
NET POINT,https://www.linkedin.com/company/net-point-group/,http://www.netpoint.fr,In cloud we trust,"Netpoint is a Cloud Provider, through the Cloud Marketplace ""​ Provicloud ""​ Platform aggregating SaaS ,IaaE, PaaS, services and solutions from different vendors.",2011,19,2-10,605,Partnership,Software Development,,CROISSY SUR SEINE,France
SB Infowaves,https://www.linkedin.com/company/sbinfowavespvtltd/,https://www.sbinfowaves.com/, Discover What's Possible When Technology Truly Serves Your Business ,"Since 2013, we've turned digital challenges into business breakthroughs.  We don't just build websites. We create digital storefronts that never close. Our apps aren't downloaded—they're relied upon. Our AI doesn't just process data—it uncovers the million-dollar insights hiding in plain sight.  Our 400+ experts have delivered over 5000 projects with one simple philosophy: technology should work for people, not puzzle them.  When global corporations need exceptional talent, we deliver right away",2013,148,51-200,7436,Privately Held,IT Services and IT Consulting,"AI and ML, Mobile Apps, Remote Teams, Software Development, Branding, Cyber Security, Website Development",Kolkata,India
Tech Panda,https://www.linkedin.com/company/techpanda/,https://www.techpanda.tech,"YOUR DREAMS, OUR IDEAS","Here at TechPanda, we’re not “web gurus”. Or “web designers” or “web marketers”. We’re consultants, guides, and partners for brands on digital transformation journeys. Wherever you’re going, we bring ideas and excitement to help you get there.  We offers new thinking on emerging technologies, because we’re actively helping to shape those technologies’ potential. We have the intellectual firepower to research, analyze, and refine business models and ideas, and we’re as eager to hear from you as w",2019,11,11-50,296,Privately Held,IT Services and IT Consulting,"Business Consultancy, Brand Consultancy, Brand Identity, UX/UI Consultancy, Brand Identity",Kolkata,India
TimD - Tim Digital,https://www.linkedin.com/company/timd/,https://www.timdtech.com,"TimD - Tim Digital is A 360° PROFESSIONAL DIGITAL AGENCY
FOR ALL YOUR { TECH NEEDS }","We at TimD help other business professionals in solving their complex issues with unique marketing solutions that are simple to create and easy to implement. We are unparalleled if it is about expertise and depth. We are all about performance. We leave no stones unturned in providing our clients with nothing but the perfect service that they seek. At TimD, we always create such an ambiance where our professionals challenge themselves while having fun and working side by side to build work class ",2018,26,11-50,1070,Privately Held,IT Services and IT Consulting,,"Kolkata, India",India
DESCON,https://www.linkedin.com/company/descon/,http://desconlimited.com,,"Descon – Your Technology & Engineering Partner  It all begins with STRONG Product Management & Development expertise.  A tradition of strong methodologies for Enterprise grade solutions.  An exceptional team of professionals from Premium Institutes.  Combining Technology Expertise with Deep Industry insight.  Indepth Involvement in product visualizing, architecting & developing.  Component based development to shorten time-to-market & hasten go-to-market situations.  Managing existing tec",,359,201-500,6722,Privately Held,Information Technology & Services,,,IN
Ezone Security Solutions Pvt. Ltd.,https://www.linkedin.com/company/ezone-security-solutions-india-pvt-ltd/,http://www.ezonesecurity.com,Providing cutting edge fire safety & security solutions since 2002,"Ezone is India's most trusted service brand for fire, security & automation solutions'​. Since 2002, we has been offering customized services to many Global & National enterprises for whom fire and security solutions are of prime importance.  Started with a modest beginning, we have established ourselves as the most trusted player and spread our footprint across 11 cities, completed more than 500 projects and proven successful in retaining services with more than 98% of our clients. Our success ",2002,299,201-500,10876,Privately Held,Security Systems Services,"IP CCTV Solution, Integrated Building Management Solutions (IBMS), CCTV - Surveillance Solution, Entrance Controls (Access Controls, Boom Barriers, etc.,), AMC (maintenance) - Fire Safety & Security Systems, fire safety , facility maintenance, Fire detection and suppression systems",Hyderabad ,India
Ezone Security Solutions Pvt. Ltd.,https://www.linkedin.com/company/ezone-security-solutions-india-pvt-ltd/,http://www.ezonesecurity.com,Providing cutting edge fire safety & security solutions since 2002,"Ezone is India's most trusted service brand for fire, security & automation solutions'​. Since 2002, we has been offering customized services to many Global & National enterprises for whom fire and security solutions are of prime importance.  Started with a modest beginning, we have established ourselves as the most trusted player and spread our footprint across 11 cities, completed more than 500 projects and proven successful in retaining services with more than 98% of our clients. Our success ",2002,299,201-500,10876,Privately Held,Security Systems Services,"IP CCTV Solution, Integrated Building Management Solutions (IBMS), CCTV - Surveillance Solution, Entrance Controls (Access Controls, Boom Barriers, etc.,), AMC (maintenance) - Fire Safety & Security Systems, fire safety , facility maintenance, Fire detection and suppression systems",Hyderabad ,India
Analyze System - Ansysoft,https://www.linkedin.com/company/analyze-system/,https://www.ansysoft.com,Transforming your imagination into a success story,Let us work with you to help you generate the right online presence. We will help you by providing to you our innovative business consultancy solution service by the use of cutting edge technologies. ,,17,11-50,134,Privately Held,IT Services and IT Consulting,"Software Development, System Analysis, Business Analysis, Software Architecture Design, Web App Development, Mobile App Design, Mobile App Development, iOS App, Android App, LAMP - Linux Apache MySQL PHP, Angular JS, AJAX jQuery, Domain Registration Website Hosting, Tailor Made Website Design, Sketch Photoshop, CMS, WordPress, ASP.NET, MSSQL, Logo Design, Visiting Card, Brochure, Letter Head, Flyer, Envelope, Branding",Barasat,India
