company_name,domain,domain_source,city,state_region,phone,email,source,profile_url,first_seen_run,notes,reason
Dee and Lee Services,deeandlee.com,listed,Kochi,Kerala,+919293811579,hr_talent@deeandlee.com,infopark,https://infopark.in/companies-profile/dee-and-lee-services,2026-08-19,,dup_domain_within_scrape
Dot In Technologies,dotintech.com,listed,Kochi,Kerala,919446625200,dotintechnologies@gmail.com,infopark,https://infopark.in/companies-profile/dot-in-technologies,2026-08-19,,dup_domain_within_scrape
IdealMG Educare LLP,mgtuition.com,listed,Kochi,Kerala,8086469111,info@mgtuition.com,infopark,https://infopark.in/companies-profile/idealmg-educare-llp,2026-08-19,,dup_domain_within_scrape
MarketBytes WebWorks Private Limited,marketbytes.in,listed,Kochi,Kerala,+91 88918 27272,hr@marketbytes.net,infopark,https://infopark.in/companies-profile/marketbytes-webworks-private-limited,2026-08-19,,dup_domain_within_scrape
MERP Systems Private Limited,merpsystems.com,listed,Kochi,Kerala,+918547117240,smadhav@merpsystems.com,infopark,https://infopark.in/companies-profile/merp-systems-private-limited,2026-08-19,,dup_domain_within_scrape
NOMD Technologies,nomdindia.com,listed,Kochi,Kerala,85907 17735,info@nomdindia.com,infopark,https://infopark.in/companies-profile/nomd-technologies,2026-08-19,,dup_domain_within_scrape
Obidos Technologies (P) Ltd,obidostech.com,listed,Kochi,Kerala,0478 2553300,hr@obidostech.com,infopark,https://infopark.in/companies-profile/obidos-technologies-p-ltd,2026-08-19,,dup_domain_within_scrape
Obvious AI Technology Pvt Ltd,obvs.ai,listed,Kochi,Kerala,,hr@obvsai.com,infopark,https://infopark.in/companies-profile/obvious-ai-technology-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Pagematics India Pvt. Ltd.,pagematics.com,listed,Kochi,Kerala,+91 8848178114,hr@pagematics.in,infopark,https://infopark.in/companies-profile/pagematics-india-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Tech Aventure,techaventure.com,listed,Kochi,Kerala,+91-478 2815657,info@techaventure.com,infopark,https://infopark.in/companies-profile/tech-aventure,2026-08-19,,dup_domain_within_scrape
Techgentsia Software Technologies Private Limited,techgentsia.com,listed,Kochi,Kerala,,joy@techgentsia.com,infopark,https://infopark.in/companies-profile/techgentsia-software-technologies-private-limited,2026-08-19,,dup_domain_within_scrape
Virtual Sys Technologies,virtualsystechnologies.com,listed,Kochi,Kerala,0478-2554004,info@vstbiz.com,infopark,https://infopark.in/companies-profile/virtual-sys-technologies,2026-08-19,,dup_domain_within_scrape
Voyager IT Solutions Pvt Ltd,itvoyager.com,listed,Kochi,Kerala,+91 478 2553310,info@itvoyager.com,infopark,https://infopark.in/companies-profile/voyager-it-solutions-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Yavun Technologies,webcontentor.com,listed,Kochi,Kerala,9654765276,djk@webcontentor.com,infopark,https://infopark.in/companies-profile/yavun-technologies,2026-08-19,,dup_domain_within_scrape
Zellis HR India Pvt.Ltd.,zellis.com,listed,Kochi,Kerala,+91 484 486 5758,careers.india@zellis.com,infopark,https://infopark.in/companies-profile/zellis-hr-india-pvt-ltd,2026-08-19,,dup_domain_within_scrape
CipherPeak Private Limited,cipherpeakpvtltd.com,listed,Kochi,Kerala,"+91 90747 07573, +91 974",cipherpeak@gmail.com,infopark,https://infopark.in/companies-profile/cipherpeak-private-limited,2026-08-19,,dup_domain_within_scrape
Datum Innovation,datuminnovation.com,listed,Kochi,Kerala,0478 2554009 Mob: 996173,jobs@datuminnovation.com,infopark,https://infopark.in/companies-profile/datum-innovation,2026-08-19,,dup_domain_within_scrape
Dee and Lee Services,deeandlee.com,listed,Kochi,Kerala,+919293811579,hr_talent@deeandlee.com,infopark,https://infopark.in/companies-profile/dee-and-lee-services,2026-08-19,,dup_domain_within_scrape
Dot In Technologies,dotintech.com,listed,Kochi,Kerala,919446625200,dotintechnologies@gmail.com,infopark,https://infopark.in/companies-profile/dot-in-technologies,2026-08-19,,dup_domain_within_scrape
IdealMG Educare LLP,mgtuition.com,listed,Kochi,Kerala,8086469111,info@mgtuition.com,infopark,https://infopark.in/companies-profile/idealmg-educare-llp,2026-08-19,,dup_domain_within_scrape
MarketBytes WebWorks Private Limited,marketbytes.in,listed,Kochi,Kerala,+91 88918 27272,hr@marketbytes.net,infopark,https://infopark.in/companies-profile/marketbytes-webworks-private-limited,2026-08-19,,dup_domain_within_scrape
MERP Systems Private Limited,merpsystems.com,listed,Kochi,Kerala,+918547117240,smadhav@merpsystems.com,infopark,https://infopark.in/companies-profile/merp-systems-private-limited,2026-08-19,,dup_domain_within_scrape
NOMD Technologies,nomdindia.com,listed,Kochi,Kerala,85907 17735,info@nomdindia.com,infopark,https://infopark.in/companies-profile/nomd-technologies,2026-08-19,,dup_domain_within_scrape
Obidos Technologies (P) Ltd,obidostech.com,listed,Kochi,Kerala,0478 2553300,hr@obidostech.com,infopark,https://infopark.in/companies-profile/obidos-technologies-p-ltd,2026-08-19,,dup_domain_within_scrape
Obvious AI Technology Pvt Ltd,obvs.ai,listed,Kochi,Kerala,,hr@obvsai.com,infopark,https://infopark.in/companies-profile/obvious-ai-technology-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Pagematics India Pvt. Ltd.,pagematics.com,listed,Kochi,Kerala,+91 8848178114,hr@pagematics.in,infopark,https://infopark.in/companies-profile/pagematics-india-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Tech Aventure,techaventure.com,listed,Kochi,Kerala,+91-478 2815657,info@techaventure.com,infopark,https://infopark.in/companies-profile/tech-aventure,2026-08-19,,dup_domain_within_scrape
Techgentsia Software Technologies Private Limited,techgentsia.com,listed,Kochi,Kerala,,joy@techgentsia.com,infopark,https://infopark.in/companies-profile/techgentsia-software-technologies-private-limited,2026-08-19,,dup_domain_within_scrape
Virtual Sys Technologies,virtualsystechnologies.com,listed,Kochi,Kerala,0478-2554004,info@vstbiz.com,infopark,https://infopark.in/companies-profile/virtual-sys-technologies,2026-08-19,,dup_domain_within_scrape
Voyager IT Solutions Pvt Ltd,itvoyager.com,listed,Kochi,Kerala,+91 478 2553310,info@itvoyager.com,infopark,https://infopark.in/companies-profile/voyager-it-solutions-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Yavun Technologies,webcontentor.com,listed,Kochi,Kerala,9654765276,djk@webcontentor.com,infopark,https://infopark.in/companies-profile/yavun-technologies,2026-08-19,,dup_domain_within_scrape
Zellis HR India Pvt.Ltd.,zellis.com,listed,Kochi,Kerala,+91 484 486 5758,careers.india@zellis.com,infopark,https://infopark.in/companies-profile/zellis-hr-india-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Pandian Saraswathi Yadav Engineering College,psyec.edu.in,listed,Sivagangai,Tamil Nadu,+919842102628,info@psyec.edu.in,sida,https://sidatn.org/members,2026-08-19,,dup_domain_within_scrape
2Base Technologies Pvt Ltd,2basetechnologies.com,listed,Kochi,Kerala,,careers@2basetechnologies.com,infopark,https://infopark.in/companies-profile/2base-technologies-pvt-ltd,2026-08-19,,already_held
Aabasoft Technologies India Private Limited,,backfill_needed,Kochi,Kerala,+914844172222,info@aabasoft.com,infopark,https://infopark.in/companies-profile/aabasoft-technologies-india-private-limited,2026-08-19,,already_held
Acabes International Pvt. Ltd.,acabesinternational.com,listed,Kochi,Kerala,04844225166,gopikaprabhu@acabes.com,infopark,https://infopark.in/companies-profile/acabes-international-pvt-ltd,2026-08-19,,already_held
Acube Innovations,acubeinnovations.com,listed,Kochi,Kerala,6235866111,contact-if@acube.co,infopark,https://infopark.in/companies-profile/acube-innovations,2026-08-19,,already_held
Airo Global Software Pvt Ltd,airoglobal.com,listed,Kochi,Kerala,+91-7034966777,hiring@airoglobalsoftware.com,infopark,https://infopark.in/companies-profile/airo-global-software-pvt-ltd,2026-08-19,,already_held
AlignMinds Technologies,alignminds.com,listed,Kochi,Kerala,8590036453,careers@alignminds.com,infopark,https://infopark.in/companies-profile/alignminds-technologies,2026-08-19,,already_held
Armia Systems Pvt. Ltd,armia.com,listed,Kochi,Kerala,0484 297 3123,jobs@armia.com,infopark,https://infopark.in/companies-profile/armia-systems-pvt-ltd,2026-08-19,,already_held
Cabot Technology Solutions Pvt. Ltd.,cabotsolutions.com,listed,Kochi,Kerala,0484 404 5555,info@cabotsolutions.com,infopark,https://infopark.in/companies-profile/cabot-technology-solutions-pvt-ltd,2026-08-19,,already_held
Calpine Group,calpinetech.com,listed,Kochi,Kerala,+91 484 241 5030,info@calpinetech.com,infopark,https://infopark.in/companies-profile/calpine-group,2026-08-19,,already_held
ClaySys Technologies Pvt.Ltd,claysys.com,listed,Kochi,Kerala,0484 297 5311,info@claysys.com,infopark,https://infopark.in/companies-profile/claysys-technologies-pvt-ltd,2026-08-19,,already_held
Codelynks Software Solutions Private Limited,codelynks.com,listed,Kochi,Kerala,0484 402 6866,careers@codelynks.com,infopark,https://infopark.in/companies-profile/codelynks-software-solutions-private-limited,2026-08-19,,already_held
Cognicor Technologies Pvt.Ltd,cognicor.com,listed,Kochi,Kerala,0484 241 5600,hr@cognicor.com,infopark,https://infopark.in/companies-profile/cognicor-technologies-pvt-ltd,2026-08-19,,already_held
Cognizant Technology Solutions,,backfill_needed,Kochi,Kerala,0484 392 1000,TalentAcquisition-Kochi@cognizant.com,infopark,https://infopark.in/companies-profile/cognizant-technology-solutions,2026-08-19,,already_held
Cubet Techno Labs Pvt.Ltd,cubettech.com,listed,Kochi,Kerala,0484-4054324,infopark@cubettech.com,infopark,https://infopark.in/companies-profile/cubet-techno-labs-pvt-ltd,2026-08-19,,already_held
CVS Info Solutions Private Limited,cvsinfosolutions.com,listed,Kochi,Kerala,+918921947372,Aditya@cvsinfosolutions.com,infopark,https://infopark.in/companies-profile/cvs-info-solutions-private-limited,2026-08-19,,already_held
Cyberion Software Solutions Pvt. Ltd,pharma-erp.com,listed,Kochi,Kerala,+91 9995801261,hr@cyberionsoft.com,infopark,https://infopark.in/companies-profile/cyberion-software-solutions-pvt-ltd,2026-08-19,,already_held
Cybrosys Technologies Pvt. Ltd.,cybrosys.com,listed,Kochi,Kerala,0484 320 0080,info@cybrosys.com,infopark,https://infopark.in/companies-profile/cybrosys-technologies-pvt-ltd,2026-08-19,,already_held
Dimensions Cybertech India Pvt. Ltd.,dimensionslive.com,listed,Kochi,Kerala,080-61860333,info@dimensionslive.com,infopark,https://infopark.in/companies-profile/dimensions-cybertech-india-pvt-ltd,2026-08-19,,already_held
Edstem Technologies Pvt Ltd,edstem.com,listed,Kochi,Kerala,+91 9048738807,info@edstem.com,infopark,https://infopark.in/companies-profile/edstem-technologies-pvt-ltd,2026-08-19,,already_held
Epixel Solutions Pvt Ltd,epixelsolutions.com,listed,Kochi,Kerala,+91491 2970123,info@epixelsolutions.com,infopark,https://infopark.in/companies-profile/epixel-solutions-pvt-ltd,2026-08-19,,already_held
FDC Web Technologies Pvt Ltd,financial.com,listed,Kochi,Kerala,7025118844,recruitment.india@financial.com,infopark,https://infopark.in/companies-profile/fdc-web-technologies-pvt-ltd,2026-08-19,,already_held
Feathersoft Info Solutions Private Ltd,,backfill_needed,Kochi,Kerala,+91 7736028401,careers_kochi@feathersoft.com,infopark,https://infopark.in/companies-profile/feathersoft-info-solutions-private-ltd,2026-08-19,,already_held
Fragomen Immigration Services India Private Limited,fragomen.com,listed,Kochi,Kerala,,snikhil@fragomen.com,infopark,https://infopark.in/companies-profile/fragomen-immigration-services-india-private-limited,2026-08-19,,already_held
Gapblue Software Labs Pvt Ltd,gapblue.com,listed,Kochi,Kerala,0484-4010593,hr.support@gapblue.com,infopark,https://infopark.in/companies-profile/gapblue-software-labs-pvt-ltd,2026-08-19,,already_held
GEOJIT TECHNOLOGIES PVT LTD,geojit.tech,listed,Kochi,Kerala,04842901901,hr@geojittechnologies.com,infopark,https://infopark.in/companies-profile/geojit-technologies-pvt-ltd,2026-08-19,,already_held
GRAMPRO BUSINESS SERVICES PVT. LTD,gramproindia.com,listed,Kochi,Kerala,+91 8714621795,contactus@gramproindia.com,infopark,https://infopark.in/companies-profile/grampro-business-services-pvt-ltd,2026-08-19,,already_held
HashRoot Technologies Pvt Ltd,,backfill_needed,Kochi,Kerala,+91 484 404 1616,info@hashroot.com,infopark,https://infopark.in/companies-profile/hashroot-technologies-pvt-ltd,2026-08-19,,already_held
HTIC Global,hticglobal.com,listed,Kochi,Kerala,0484 4042400,hr@hticglobal.com,infopark,https://infopark.in/companies-profile/htic-global,2026-08-19,,already_held
IBS Software,ibsplc.com,listed,Kochi,Kerala,04847193700,receptiondesk@ibsplc.com,infopark,https://infopark.in/companies-profile/ibs-software,2026-08-19,,already_held
iLeaf Solutions Pvt Ltd.,ileafsolutions.com,listed,Kochi,Kerala,+91-9746226403,careers@ileafsolutions.com,infopark,https://infopark.in/companies-profile/ileaf-solutions-pvt-ltd,2026-08-19,,already_held
InApp Information Technologies India Pvt Ltd,inapp.com,listed,Kochi,Kerala,+91 471 277 1800,hr@inapp.com,infopark,https://infopark.in/companies-profile/inapp-information-technologies-india-pvt-ltd,2026-08-19,,already_held
Indian Institute of Management - Kozhikode,iimk.ac.in,listed,Kochi,Kerala,,sheelu_k@iimk.ac.in,infopark,https://infopark.in/companies-profile/indian-institute-of-management-kozhikode,2026-08-19,,already_held
Inntot Technologies Private Limited,,backfill_needed,Kochi,Kerala,+91- 484 298 5898,info@inntot.com,infopark,https://infopark.in/companies-profile/inntot-technologies-private-limited,2026-08-19,,already_held
Inspirisys Solutions Limited,inspirisys.com,listed,Kochi,Kerala,0484 - 3343403/3343404,samritha.santhosh@inspirisys.com,infopark,https://infopark.in/companies-profile/inspirisys-solutions-limited,2026-08-19,,already_held
Lanware Solutions,lanwaresolutions.com,listed,Kochi,Kerala,+91- 9778423737,hr@lanwaresolutions.com,infopark,https://infopark.in/companies-profile/lanware-solutions,2026-08-19,,already_held
Metclouds Technologies Pvt Ltd,metclouds.com,listed,Kochi,Kerala,0484-4030103,careers@metclouds.com,infopark,https://infopark.in/companies-profile/metclouds-technologies-pvt-ltd,2026-08-19,,already_held
NDimensionZ Solutions Pvt.Ltd.,ndimensionz.com,listed,Kochi,Kerala,0484 - 6689999,hr@ndimensionz.com,infopark,https://infopark.in/companies-profile/ndimensionz-solutions-pvt-ltd,2026-08-19,,already_held
Nesote Technologies Pvt Ltd,nesote.com,listed,Kochi,Kerala,04842987111,hr@nesote.com,infopark,https://infopark.in/companies-profile/nesote-technologies-pvt-ltd,2026-08-19,,already_held
Nuvento Systems Private Limited,nuvento.com,listed,Kochi,Kerala,0484 4066070,mohan@nuvento.com,infopark,https://infopark.in/companies-profile/nuvento-systems-private-limited,2026-08-19,,already_held
Paradigm IT Private Limited,paradigm-structural.com,listed,Kochi,Kerala,+91 8086257998,hr@paradigm.in,infopark,https://infopark.in/companies-profile/paradigm-it-private-limited,2026-08-19,,already_held
Phases India Technology Solutions Pvt Ltd.,phases.io,listed,Kochi,Kerala,,_@c.c,infopark,https://infopark.in/companies-profile/phases-india-technology-solutions-pvt-ltd,2026-08-19,,already_held
PiServe Solutions Pvt Ltd,piserve.com,listed,Kochi,Kerala,+91-9895229562,info@piserve.com,infopark,https://infopark.in/companies-profile/piserve-solutions-pvt-ltd,2026-08-19,,already_held
PIT Solutions Private Limited,pitsolutions.com,listed,Kochi,Kerala,04712700915,enquiries@pitsolutions.com,infopark,https://infopark.in/companies-profile/pit-solutions-private-limited,2026-08-19,,already_held
Qubiqon Consulting India Private Limited,qubiqon.io,listed,Kochi,Kerala,91 9995222141,contactus@qubiqon.io,infopark,https://infopark.in/companies-profile/qubiqon-consulting-india-private-limited,2026-08-19,,already_held
Quest Global Engineering Services Pvt Ltd,quest-global.com,listed,Kochi,Kerala,7593823160,info@quest-global.com,infopark,https://infopark.in/companies-profile/quest-global-engineering-services-pvt-ltd,2026-08-19,,already_held
SayOne Technologies Pvt.Ltd.,sayonetech.com,listed,Kochi,Kerala,,hr@sayonetech.com,infopark,https://infopark.in/companies-profile/sayone-technologies-pvt-ltd,2026-08-19,,already_held
SBL Knowledge Services Pvt Ltd,sblcorp.com,listed,Kochi,Kerala,98957 64867,hr@sblcorp.com,infopark,https://infopark.in/companies-profile/sbl-knowledge-services-pvt-ltd,2026-08-19,,already_held
SE-Mentor Solutions,sementor.com,listed,Kochi,Kerala,7306021783,careers@se-mentor.com,infopark,https://infopark.in/companies-profile/se-mentor-solutions,2026-08-19,,already_held
Seguro Technologies,segurotechnologies.com,listed,Kochi,Kerala,8078791340,hr@segurotechnologies.com,infopark,https://infopark.in/companies-profile/seguro-technologies,2026-08-19,,already_held
SEIDOR Opentrends,opentrends.net,listed,Kochi,Kerala,+91 480 2735022,careers@opentrends.net,infopark,https://infopark.in/companies-profile/seidor-opentrends,2026-08-19,,already_held
Simelabs - An Astek Company,simelabs.com,listed,Kochi,Kerala,8590718392,hr@simelabs.com,infopark,https://infopark.in/companies-profile/simelabs-an-astek-company,2026-08-19,,already_held
SparkSupport Infotech Pvt Ltd,,backfill_needed,Kochi,Kerala,8129270421,careers@sparksupport.com,infopark,https://infopark.in/companies-profile/sparksupport-infotech-pvt-ltd,2026-08-19,,already_held
Spawoz Technologies Pvt. Ltd.,spawoz.com,listed,Kochi,Kerala,,info@spawoz.com,infopark,https://infopark.in/companies-profile/spawoz-technologies-pvt-ltd,2026-08-19,,already_held
SS Consulting,ssconsult.in,listed,Kochi,Kerala,+91 8129688272,admin@ssconsult.in,infopark,https://infopark.in/companies-profile/ss-consulting,2026-08-19,,already_held
Tata Consultancy Services,tcs.com,listed,Kochi,Kerala,0484 618 7000,info@tcs.com,infopark,https://infopark.in/companies-profile/tata-consultancy-services,2026-08-19,,already_held
TechTaliya Informatics Pvt. Ltd.,techtaliya.com,listed,Kochi,Kerala,+91 484 403 6777,info@techtaliya.com,infopark,https://infopark.in/companies-profile/techtaliya-informatics-pvt-ltd,2026-08-19,,already_held
Thinkpalm Technologies Pvt.Ltd,thinkpalm.com,listed,Kochi,Kerala,0484-4104100,info@thinkpalm.com,infopark,https://infopark.in/companies-profile/thinkpalm-technologies-pvt-ltd,2026-08-19,,already_held
Thomsun Infocare LLP,thomsuninfocare.com,listed,Kochi,Kerala,+919995868299,careers@thomsuninfocare.com,infopark,https://infopark.in/companies-profile/thomsun-infocare-llp,2026-08-19,,already_held
Toobler Technologies Pvt. Ltd.,toobler.com,listed,Kochi,Kerala,91-484 4034359,info@toobler.com,infopark,https://infopark.in/companies-profile/toobler-technologies-pvt-ltd,2026-08-19,,already_held
UROLIME,urolime.com,listed,Kochi,Kerala,0484-2984589,hr@urolime.com,infopark,https://infopark.in/companies-profile/urolime-technologies-private-limited,2026-08-19,,already_held
ValueMentor Infosec Pvt. Ltd.,valuementor.com,listed,Kochi,Kerala,+919745037742,help@valuementor.com,infopark,https://infopark.in/companies-profile/valuementor-infosec-pvt-ltd,2026-08-19,,already_held
Varishtha Infotech Services Pvt Ltd.,varishthainfotech.com,listed,Kochi,Kerala,+971 58 5049701,vandana@varishthainfotech.com,infopark,https://infopark.in/companies-profile/varishtha-infotech-services-pvt-ltd,2026-08-19,,already_held
VIPoint Solutions Pvt Ltd,vipointsolutions.net,listed,Kochi,Kerala,484-4050222,hr@vipointsolutions.net,infopark,https://infopark.in/companies-profile/vipoint-solutions-pvt-ltd,2026-08-19,,already_held
Webandcrafts,webandcrafts.com,listed,Kochi,Kerala,+91 480 2733999,info@webandcrafts.com,infopark,https://infopark.in/companies-profile/webandcrafts,2026-08-19,,already_held
Wipro Limited,wipro.com,listed,Kochi,Kerala,0484-4320685,jothish.s90@wipro.com,infopark,https://infopark.in/companies-profile/wipro-limited,2026-08-19,,already_held
WORKSENT TECHNOLOGIES PVT LTD,,backfill_needed,Kochi,Kerala,79941677773,careers@worksent.com,infopark,https://infopark.in/companies-profile/worksent-technologies-pvt-ltd,2026-08-19,,already_held
Yellowfish Digital Innovations Pvt Ltd.,yellowfish.in,listed,Kochi,Kerala,,hr@yellowfish.in,infopark,https://infopark.in/companies-profile/yellowfish-digital-innovations-pvt-ltd,2026-08-19,,already_held
ZineMind Technologies,infopark.in,listed,Kochi,Kerala,,info@infopark.in,infopark,https://infopark.in/companies-profile/zinemind-technologies,2026-08-19,,already_held
Elysium Technologies Pvt. Ltd.,elysiumtechnologies.com,listed,Madurai,Tamil Nadu,+919677761442,info@elysiumtechnologies.com,sida,https://sidatn.org/members,2026-08-19,,already_held
Innervex Technologies Private Limited,,backfill_needed,Madurai,Tamil Nadu,+919361088999,sales@innervex.com,sida,https://sidatn.org/members,2026-08-19,,already_held
Rovan Software Solutions Private Limited,rovan.in,listed,Sivakasi,Tamil Nadu,+919943906900,sales@rovan.in,sida,https://sidatn.org/members,2026-08-19,,already_held
Solartis Technology Services Pvt Ltd,solartis.com,listed,Madurai,Tamil Nadu,+9104526645555,sampath_p@solartis.net,sida,https://sidatn.org/members,2026-08-19,,already_held
Sumanas Technologies Pvt Ltd,sumanastech.com,listed,Madurai,Tamil Nadu,+919894837443,raj@sumanastech.com,sida,https://sidatn.org/members,2026-08-19,,already_held
ZEALSOFT TECHNOLOGY SOLUTIONS,zealsoft.net,listed,Madurai,Tamil Nadu,+919944974003,hr@zealsoft.net,sida,https://sidatn.org/members,2026-08-19,,already_held
Galaxy Web Links Ltd,galaxyweblinks.com,listed,Madurai,Tamil Nadu,,,sida,https://sidatn.org/members,2026-08-19,,already_held
Chella Software,,backfill_needed,Madurai,Tamil Nadu,+919500904277,balamurugan@chelsoft.com,sida,https://sidatn.org/members,2026-08-19,,already_held
