source,name,city,website,domain,founded_year,size_band,band_label,headcount,headcount_unknown,whale_candidate,staffing_mix,pre2024_grade,pre2024_evidence,pre2024_confidence,dev_wording,dev_quote,qa_only,owned_ip,ownip_quote,jd_chars,repo_host_hits,review_gate_hits,cicd_hits,nongit_hits,jd_quote,extraction_verified,contact_name,contact_title,contact_linkedin,identity_status,hc_num,score,years_active,domain_age_key,lane_reason
nasscom,Lighthouse Asia Pacific Private Limited,Mumbai,https://www.lighthouseglobal.com/,lighthouseglobal.com,,,,,True,False,False,EXISTED_2COR,rdap=2006-02-13; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2006-02-13,Verified,0,,0,0,,20665,0,0,0,0,pre-2024: domain only | site mentions pr_practice,False,,,,identity_pending,,32,20,2006-02-13,zero signals unverified after re-crawl
nasscom,Utthunga Technologies Private Limited,Bengaluru,https://utthunga.com/,utthunga.com,,,,,True,False,False,EXISTED_2COR,rdap=2007-02-28; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2007-02-28,Verified,1,Product Engineering Services | Industrial Solutions | Digital En,0,0,,20590,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,32,19,2007-02-28,zero signals unverified after re-crawl
nasscom,Maruti Suzuki India Limited,Gurugram,https://www.marutisuzuki.com/,marutisuzuki.com,,,,,True,False,False,EXISTED_2COR,rdap=1999-02-24; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:1999-02-24,Verified,0,,0,0,,20157,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,32,27,1999-02-24,zero signals unverified after re-crawl
nasscom,BA Continuum India Pvt Ltd,Hyderabad,http://www.bankofamerica.com,bankofamerica.com,,,,,True,False,False,EXISTED_2COR,nasscom_harvest=nasscom:UNKNOWN; wayback=20230601,Verified,0,,0,0,,19645,0,0,0,0,pre-2024: unknown | site mentions cicd,False,,,,identity_pending,,30,0,,zero signals unverified after re-crawl
nasscom,Axium Global Private Limited,Mumbai,http://www.axiumglobal.com,axiumglobal.com,,,,,True,False,False,PROVEN_EQUIV,copyright_footer=2002; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; wayback=20211125,Verified,1,tware & AI for AEC AI Automation & Solutions Custom Software Development Structural Engine,0,0,,19448,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd | site mentions compliance,False,,,,identity_pending,,30,1,2025-01-09,zero signals unverified after re-crawl
nasscom,Codeft Software Solutions,Hyderabad,https://codeft.io,codeft.io,,,,,True,False,False,PROVEN_EQUIV,nasscom_harvest=nasscom:UNKNOWN; wayback=20230527,Verified,1,Product Development Company in Hyderabad | Codeft Digital Skip t,0,0,,19333,0,0,0,0,pre-2024: unknown | site mentions cicd | site mentions compliance,False,,,,identity_pending,,30,0,,zero signals unverified after re-crawl
nasscom,Aptia Group India Private Limited,Mumbai,https://aptia-group.com/en-gb,aptia-group.com,,,,,True,False,False,EXISTED_2COR,rdap=2023-06-08; nasscom_harvest=nasscom:UNKNOWN; wayback=20231004,Verified,0,,0,0,,19226,0,0,0,0,pre-2024: unknown,False,,,,identity_pending,,30,3,2023-06-08,zero signals unverified after re-crawl
nasscom,Acentra Health Software India Private Limited,Chennai,https://www.acentra.com,acentra.com,,,,,True,False,False,EXISTED_2COR,nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; wayback=20230606,Verified,0,,0,0,,14651,0,0,0,0,pre-2024: existed no sw wording | site mentions compliance,False,,,,identity_pending,,30,0,,zero signals unverified after re-crawl
nasscom,MUFG Bank Ltd,Mumbai,https://www.bk.mufg.jp/global/,bk.mufg.jp,,,,,True,False,False,EXISTED_2COR,nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; wayback=20230601,Verified,0,,0,0,,14529,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,30,0,,zero signals unverified after re-crawl
nasscom,Entune IT Consulting Private Limited,Bengaluru,http://www.entune.co,entune.co,,,,,True,False,False,EXISTED_2COR,copyright_footer=2022; nasscom_harvest=nasscom:PROVEN; wayback=20230601,Verified,0,,0,0,,13455,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,30,0,,zero signals unverified after re-crawl
nasscom,Sanver India Private Limited,Mumbai,https://sanver.com,sanver.com,,,,,True,False,False,EXISTED_2COR,nasscom_harvest=nasscom:UNKNOWN; wayback=20230530,Verified,0,,0,0,,13185,0,0,0,0,pre-2024: unknown,False,,,,identity_pending,,30,0,,zero signals unverified after re-crawl
nasscom,World At Work Private Limited,Pune,https://india.worldatwork.org,india.worldatwork.org,,,,,True,False,False,EXISTED_2COR,nasscom_harvest=nasscom:PROVEN; wayback=20230601,Verified,0,,0,0,,12851,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,30,0,,zero signals unverified after re-crawl
nasscom,Kovai Systems India Private Limited,Coimbatore,https://www.kovai.co,kovai.co,,,resolved:330,330,False,True,False,EXISTED_2COR,nasscom_harvest=nasscom:UNKNOWN; wayback=20230602,Verified,0,,0,0,,12053,0,0,0,0,pre-2024: unknown | site mentions cicd,False,,,,identity_pending,330,30,0,,zero signals unverified after re-crawl
nasscom,Veriday Technologies India Private Limited,Kochi,https://veriday.com,veriday.com,,,,,True,False,False,PROVEN_EQUIV,nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; wayback=20230601,Verified,1,"al Transformation Goals Strategy Consulting, Application Development and Managed IT Servic",0,0,,11026,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd,False,,,,identity_pending,,30,0,,zero signals unverified after re-crawl
nasscom,Wyzmindz Solutions Private Limited,Bengaluru,https://transmonqa.com,transmonqa.com,,,,,True,False,False,EXISTED_2COR,rdap=2019-10-25; copyright_footer=2023; nasscom_harvest=nasscom:PROVEN; rdap:2019-10-25,Verified,0,,0,0,,9630,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,30,7,2019-10-25,zero signals unverified after re-crawl
nasscom,Dyashin Technosoft Private Limited,Bengaluru,https://www.dyashin.com,dyashin.com,,,,,True,False,False,EXISTED_2COR,rdap=2023-08-02; copyright_footer=2023; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING - 2023-06 ,Verified,0,,0,0,,9403,0,0,0,0,"Site: 'ISO 9001:2015 Certified ... across software products and services' | JD: 9,403 char",False,,,,identity_pending,,30,3,2023-08-02,zero signals unverified after re-crawl
nasscom,Bizastra Private Limited,Nashik,https://www.bizastra.com,bizastra.com,,,,,True,False,False,EXISTED_2COR,rdap=2019-08-21; copyright_footer=2015; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2019,Verified,0,,0,0,,8676,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,30,7,2019-08-21,zero signals unverified after re-crawl
nasscom,NextBigBox Private Limited,Delhi,http://www.nextbigbox.in,nextbigbox.in,,,,,True,False,False,EXISTED_2COR,rdap=2021-08-14; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; wayback=20230311,Verified,0,,0,0,,8228,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd | site mentions compliance,False,,,,identity_pending,,30,5,2021-08-14,zero signals unverified after re-crawl
nasscom,GramPro Business Services Private Limited,Thrissur,https://www.gramproindia.com,gramproindia.com,,,,,True,False,False,EXISTED_2COR,rdap=2021-08-10; nasscom_harvest=nasscom:UNKNOWN; wayback=20230521,Verified,0,,0,0,,6991,0,0,0,0,pre-2024: unknown | site mentions cicd | site mentions compliance,False,,,,identity_pending,,30,5,2021-08-10,zero signals unverified after re-crawl
nasscom,Vajra Global Consulting Services LLP,Chennai,https://vajraglobal.com,vajraglobal.com,,,,,True,False,False,EXISTED_2COR,nasscom_harvest=nasscom:PROVEN; wayback=20230606,Verified,0,,0,0,,6237,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,30,0,,zero signals unverified after re-crawl
nasscom,Crane Process Flow Technologies (India) Private Limited,Pune,http://www.craneco.com,craneco.com,,,,,True,False,False,EXISTED_2COR,rdap=1998-11-12; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:1998,Verified,1,to refine our approach to innovation and new product development. “I am resolved to conduc,0,0,,19374,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,27,28,1998-11-12,zero signals unverified after re-crawl
nasscom,ASGN Apex Systems Big Data India Private Limited,Chennai,http://www.avaap.com,avaap.com,,,,,True,False,False,EXISTED_2COR,rdap=2005-01-05; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2005,Verified,0,,0,0,,19202,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,27,21,2005-01-05,zero signals unverified after re-crawl
nasscom,All e Technologies Limited,Gautam Buddha Nagar,http://www.alletec.com,alletec.com,,,,,True,False,False,EXISTED_2COR,rdap=2000-06-29; nasscom_harvest=nasscom:PROVEN; rdap:2000-06-29,Verified,0,,0,0,,19077,0,0,0,0,pre-2024: proven | site mentions compliance,False,,,,identity_pending,,27,26,2000-06-29,zero signals unverified after re-crawl
nasscom,Groundtruth India Private Limited,Gurugram,https://www.groundtruth.com/,groundtruth.com,,,,,True,False,False,EXISTED_2COR,rdap=1998-10-11; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:1998-10-11,Verified,0,,0,0,,19033,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,27,28,1998-10-11,zero signals unverified after re-crawl
nasscom,Liberty Data Analytics Private Limited,Mumbai,https://www.libertyinsurance.in/,libertyinsurance.in,,,,,True,False,False,EXISTED_2COR,rdap=2007-10-11; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2007-10-11,Verified,0,,0,0,,18952,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,27,19,2007-10-11,zero signals unverified after re-crawl
nasscom,AdGlobal360 India Private Limited,Gurugram,https://www.adglobal360.com,adglobal360.com,,,,,True,False,False,EXISTED_2COR,rdap=2009-12-01; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2009,Verified,1,re Content Management System Our Mobile Apps Product Engineering Devops AR/VR/Metaverse Re,0,0,,18674,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,27,17,2009-12-01,zero signals unverified after re-crawl
nasscom,Kryptos Technologies Private Limited,Chennai,https://kryptostech.com/,kryptostech.com,,,,,True,False,False,EXISTED_2COR,rdap=2016-06-02; nasscom_harvest=nasscom:PROVEN — Wayback 20220601 Azure ,Verified,0,,0,0,,18551,0,0,0,0,Wayback 2022-06: Azure site recovery and web solution case studies | Site: 'containers ...,False,,,,identity_pending,,27,10,2016-06-02,zero signals unverified after re-crawl
nasscom,CDM Smith Global Services India LLP,Bengaluru,https://www.cdmsmith.com/,cdmsmith.com,,,,,True,False,False,EXISTED_2COR,rdap=2011-03-09; nasscom_harvest=nasscom:PROVEN,Verified,0,,0,0,,18442,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,27,15,2011-03-09,zero signals unverified after re-crawl
nasscom,Odisha Knowledge Corporation Limited,Bhubaneswar,https://okcl.org/,okcl.org,,,,,True,False,False,EXISTED_2COR,rdap=2011-10-15; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2011,Verified,0,,0,0,,18213,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,27,15,2011-10-15,zero signals unverified after re-crawl
nasscom,Dawn IT Services & Solutions LLP,Chennai,https://www.dawnitservice.com/,dawnitservice.com,,,,,True,False,False,EXISTED_2COR,rdap=2018-10-30; nasscom_harvest=nasscom:PROVEN; rdap:2018-10-30,Verified,1,business to thrive in the digital age. From software development to AI-powered innovations,0,0,,17941,0,0,0,0,pre-2024: proven,False,"Balraj Anandaraj, Dheena Dhayalan",Designated Partners,,identity_name_only,,27,8,2018-10-30,zero signals unverified after re-crawl
nasscom,Phykon Solutions Pvt Ltd,Thiruvananthapuram,http://www.phykon.com,phykon.com,,,,,True,False,False,EXISTED_2COR,rdap=2006-10-02; nasscom_harvest=nasscom:PROVEN; rdap:2006-10-02,Verified,0,,0,0,,17848,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,27,20,2006-10-02,zero signals unverified after re-crawl
nasscom,Blue Star Limited,Mumbai,https://www.bluestarindia.com/,bluestarindia.com,,,,,True,False,False,EXISTED_2COR,rdap=1999-02-04; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING - 2023-06 ,Verified,0,,0,0,,17730,0,0,0,0,"Site: 'HVAC & MEP contracting and maintenance', ISO 9001 certified | Site: board bios only",False,,,,identity_pending,,27,27,1999-02-04,zero signals unverified after re-crawl
nasscom,Saama Technologies (India) Pvt Ltd,Pune,http://www.saama.com,saama.com,,,,,True,False,False,EXISTED_2COR,rdap=1997-03-12; nasscom_harvest=nasscom:PROVEN; rdap:1997-03-12,Verified,0,,0,0,,16947,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,27,29,1997-03-12,zero signals unverified after re-crawl
nasscom,Motilal Oswal Financial Services Limited,Mumbai,https://www.motilaloswal.com/,motilaloswal.com,,,,,True,False,False,EXISTED_2COR,rdap=1998-06-19; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING,Verified,0,,0,0,,16758,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,27,28,1998-06-19,zero signals unverified after re-crawl
nasscom,Verizon Data Services India Pvt Ltd,Chennai,http://www.verizon.com,verizon.com,,,,,True,False,False,EXISTED_2COR,rdap=2000-03-06; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2000,Verified,0,,0,0,,16694,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,27,26,2000-03-06,zero signals unverified after re-crawl
nasscom,Foundation For Life Sciences & Business Management,Solan,https://shooliniuniversity.com/,shooliniuniversity.com,,,,,True,False,False,EXISTED_2COR,rdap=2009-06-08; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2009,Verified,0,,0,0,,16536,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,27,17,2009-06-08,zero signals unverified after re-crawl
nasscom,Centroxy Solution Private Limited,Bhubaneswar,https://www.centroxy.com,centroxy.com,,,,,True,False,False,EXISTED_2COR,rdap=2015-11-12; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2015-11-12,Verified,0,,0,0,,16488,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,27,11,2015-11-12,zero signals unverified after re-crawl
nasscom,Expeditors International (India) Private Limited,Chennai,http://www.expeditors.com,expeditors.com,,,,,True,False,False,EXISTED_2COR,rdap=1995-10-11; nasscom_harvest=nasscom:PROVEN; rdap:1995-10-11,Verified,0,,0,0,,16177,0,0,0,0,pre-2024: proven | site mentions cicd,False,Vijayakumar Vivekkumar,Managing Director,,identity_name_only,,27,31,1995-10-11,zero signals unverified after re-crawl
nasscom,Inventurus Knowledge Solutions Limited,Navi Mumbai,https://www.ikshealth.com,ikshealth.com,,,,,True,False,False,EXISTED_2COR,rdap=2013-12-27; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2013-12-27,Verified,0,,0,0,,16001,0,0,0,0,pre-2024: domain only | site mentions cicd | site mentions compliance,False,,,,identity_pending,,27,13,2013-12-27,zero signals unverified after re-crawl
nasscom,Integra Software Services Pvt Ltd,Pondicherry,http://www.integra.co.in,integra.co.in,,,,,True,False,False,EXISTED_2COR,rdap=2008-11-07; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING: 2023-06-0,Verified,1,&#038; Production Content Engineering for AI Product Development &amp; Modernization Custo,0,0,,16000,0,0,0,0,Site: TÜV SÜD ISO 9001 certification for quality management | Site: 'Trusted by global pub,False,,,,identity_pending,,27,18,2008-11-07,zero signals unverified after re-crawl
nasscom,Innovapptive Global Solutions Private Limited,Hyderabad,http://www.innovapptive.com,innovapptive.com,,,,,True,False,False,EXISTED_2COR,rdap=2012-10-03; nasscom_harvest=nasscom:PROVEN; rdap:2012-10-03,Verified,0,,0,0,,15980,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,27,14,2012-10-03,zero signals unverified after re-crawl
nasscom,Appac Mediatech Private Limited,Coimbatore,https://www.appacmedia.com/,appacmedia.com,,,,,True,False,False,EXISTED_2COR,rdap=2017-02-01; nasscom_harvest=nasscom:PROVEN,Verified,1,Applications (iOS &amp; Android) SaaS &amp; Product Development Enterprise Solutions Busin,0,0,,15944,0,0,0,0,pre-2024: proven | site mentions cicd | site mentions compliance,False,,,,identity_pending,,27,9,2017-02-01,zero signals unverified after re-crawl
nasscom,RxBenefits Healthcare India Private Limited,Hyderabad,https://www.rxbenefits.com/,rxbenefits.com,,,,,True,False,False,EXISTED_2COR,rdap=1998-06-10; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:1998,Verified,0,,0,0,,15904,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd,False,,,,identity_pending,,27,28,1998-06-10,zero signals unverified after re-crawl
nasscom,Microland Limited,Bengaluru,http://www.microland.com,microland.com,,,,,True,False,False,EXISTED_2COR,rdap=2003-06-02; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2003,Verified,0,,0,0,,15305,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,27,23,2003-06-02,zero signals unverified after re-crawl
nasscom,Credenca Data Solutions Private Limited,Pune,https://credenca.com,credenca.com,,,,,True,False,False,EXISTED_2COR,rdap=2018-05-16; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2018,Verified,0,,0,0,,15236,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd,False,,,,identity_pending,,27,8,2018-05-16,zero signals unverified after re-crawl
nasscom,AKS Information Technology Services Pvt Ltd,Noida,http://www.aksitservices.co.in,aksitservices.co.in,,,,,True,False,False,EXISTED_2COR,rdap=2007-01-20; nasscom_harvest=nasscom:PROVEN; rdap:2007-01-20,Verified,0,,0,0,,15126,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,27,19,2007-01-20,zero signals unverified after re-crawl
nasscom,MOL Information Technology India Private Limited,Kolkata,https://www.mol-it.com/,mol-it.com,,,,,True,False,False,EXISTED_2COR,rdap=2006-03-10; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2006,Verified,1,RATE BROCHURE/VIDEO Our Leadership solutions APPLICATION DEVELOPMENT SHIPMENT SOLUTION FOR,0,0,,15093,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd,False,,,,identity_pending,,27,20,2006-03-10,zero signals unverified after re-crawl
nasscom,Smartek21 Private Limited,Pune,http://www.smartek21.com,smartek21.com,,,,,True,False,False,EXISTED_2COR,rdap=2006-01-27; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2006-01-27,Verified,1,rtek21.com Skip to content Services AI &amp; Product Engineering Customer Software Enginee,0,0,,15077,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,27,20,2006-01-27,zero signals unverified after re-crawl
nasscom,Synergy Technology Services Private Limited,Mumbai,http://www.synergytechservices.com,synergytechservices.com,,,,,True,False,False,EXISTED_2COR,rdap=2006-12-29; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2006-12-29,Verified,1,"will love it Synergy technology services, a software development firm with 15 years of exp",0,0,,14878,0,0,0,0,pre-2024: domain only | site mentions cicd,False,,,,identity_pending,,27,20,2006-12-29,zero signals unverified after re-crawl
nasscom,Softude Infotech Private Limited,Indore,http://www.systematixinfotech.com,systematixinfotech.com,,,,,True,False,False,EXISTED_2COR,rdap=2007-05-07; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2007,Verified,1,inting and typesetting industry. --> Digital Product Engineering Lorem ipsum is simply dum,0,0,,14775,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,27,19,2007-05-07,zero signals unverified after re-crawl
nasscom,Alfa Laval India Private Limited,Pune,http://www.alfalaval.com,alfalaval.com,,,,,True,False,False,EXISTED_2COR,rdap=1997-05-12; nasscom_harvest=nasscom:PROVEN; rdap:1997-05-12,Verified,0,,0,0,,14557,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,27,29,1997-05-12,zero signals unverified after re-crawl
nasscom,iSprout Business Centre Private Limited,Hyderabad,https://isprout.in/,isprout.in,,,,,True,False,False,EXISTED_2COR,rdap=2016-11-07; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2016-11-07,Verified,0,,0,0,,14442,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,27,10,2016-11-07,zero signals unverified after re-crawl
nasscom,E Square System & Technologies Private Limited,Bhubaneswar,http://www.estpl.in,estpl.in,,,,,True,False,False,EXISTED_2COR,rdap=2009-09-01; nasscom_harvest=nasscom:PROVEN; rdap:2009-09-01,Verified,0,,0,0,,13675,0,0,0,0,pre-2024: proven,False,Dhirendra Kumar Khandelwal,Founder & Managing Director,https://in.linkedin.com/in/dhirendra-khandelwal,identity_full,,27,17,2009-09-01,zero signals unverified after re-crawl
nasscom,Orimark Technologies Private Limited,Bhubaneswar,http://orimarktechnologies.com/,orimarktechnologies.com,,,,,True,False,False,EXISTED_2COR,rdap=2009-10-10; nasscom_harvest=nasscom:PROVEN; rdap:2009-10-10,Verified,1,Software Development Company in India - Orimark Technologies Add,0,0,,13460,0,0,0,0,pre-2024: proven | site mentions compliance,False,,,,identity_pending,,27,17,2009-10-10,zero signals unverified after re-crawl
nasscom,ROITech Consulting Private Limited,Kolkata,http://www.roitech.biz/,roitech.biz,,,,,True,False,False,EXISTED_2COR,rdap=2009-10-12; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2009-10-12,Verified,1,"utions, integration services, and enterprise application development, we bring unparallele",0,0,,13226,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,27,17,2009-10-12,zero signals unverified after re-crawl
nasscom,Vinsinfo Private Limited,Chennai,https://www.vinsinfo.com/,vinsinfo.com,,,,,True,False,False,EXISTED_2COR,rdap=2001-07-13; nasscom_harvest=nasscom:PROVEN; rdap:2001-07-13,Verified,1,ng brands (4) rating on What We Do Ecommerce Development Services We help our clients deli,0,0,,12942,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,27,25,2001-07-13,zero signals unverified after re-crawl
nasscom,Inspavo Consultancy Services Private Limited,Bhubaneswar,http://www.inspavo.com,inspavo.com,,,,,True,False,False,EXISTED_2COR,rdap=2013-09-24; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2013-09-24,Verified,1,"Software Development Company, Digital Marketing Company Bhubanesw",0,0,,12744,0,0,0,0,pre-2024: domain only | site mentions cicd,False,,,,identity_pending,,27,13,2013-09-24,zero signals unverified after re-crawl
nasscom,Lantronix India Private Limited,Hyderabad,https://www.lantronix.com,lantronix.com,,,,,True,False,False,EXISTED_2COR,rdap=1991-08-25; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:1991,Verified,1,rvices Leveraging Unparalleled Expertise and Product Development Industries Smart Cities A,0,0,,12532,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd,False,,,,identity_pending,,27,35,1991-08-25,zero signals unverified after re-crawl
nasscom,CalSoft Pvt Ltd,Pune,http://www.calsoftinc.com,calsoftinc.com,,,,,True,False,False,EXISTED_2COR,rdap=1999-04-02; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:1999-04-02,Verified,1,t us Go to Europe site Data &amp; AI Digital product engineering Industries Insights About,0,0,,11946,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,27,27,1999-04-02,zero signals unverified after re-crawl
nasscom,Entrata India Private Limited,Pune,https://www.entrata.com/,entrata.com,,,,,True,False,False,EXISTED_2COR,rdap=1997-10-01; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:1997,Verified,0,,0,0,,11911,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,27,29,1997-10-01,zero signals unverified after re-crawl
nasscom,Azure Software Private Limited,Kolkata,http://www.azuresys.com,azuresys.com,,,,,True,False,False,EXISTED_2COR,rdap=2000-05-02; nasscom_harvest=nasscom:UNKNOWN,Verified,1,Analytics | Embedded & IoT Solutions | Cloud Software Development Loading info@azuresys.co,0,0,,11632,0,0,0,0,pre-2024: unknown,False,,,,identity_pending,,27,26,2000-05-02,zero signals unverified after re-crawl
nasscom,Sufalam Technologies Private Limited,Ahmedabad,https://www.sufalamtech.com,sufalamtech.com,,,,,True,False,False,EXISTED_2COR,rdap=2008-10-14; nasscom_harvest=nasscom:PROVEN; rdap:2008-10-14,Verified,1,eer Engineering &#038; Innovation Enterprise Product Development AI-Driven QA &#038; Autom,0,0,,11536,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,27,18,2008-10-14,zero signals unverified after re-crawl
nasscom,Rackbank Datacenters Pvt Ltd,Indore,http://www.rackbank.com,rackbank.com,,,,,True,False,False,EXISTED_2COR,rdap=2012-10-01; nasscom_harvest=nasscom:PROVEN; rdap:2012-10-01,Verified,0,,0,0,,11367,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,,27,14,2012-10-01,zero signals unverified after re-crawl
nasscom,Arcite Technical Education Solutions Private Limited,Kollam,https://arcite.in/,arcite.in,,,,,True,False,False,EXISTED_2COR,"rdap=2016-03-13; nasscom_harvest=nasscom:PROVEN - 2020-06 snapshot, but i",Verified,0,,0,0,,11351,0,0,0,0,Site: 'ISO 9001-2015 certified institution' providing training programs | Site: founded 20,False,,,,identity_pending,,27,10,2016-03-13,zero signals unverified after re-crawl
nasscom,SCA Technologies India Pvt Ltd,Gurugram,https://www.scatech.com/,scatech.com,,,,,True,False,False,EXISTED_2COR,rdap=1997-11-13; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:1997,Verified,0,,0,0,,11023,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,27,29,1997-11-13,zero signals unverified after re-crawl
nasscom,ISOAH Data Securities Private Limited,Kolkata,http://www.isoah.com,isoah.com,,,,,True,False,False,EXISTED_2COR,rdap=2015-06-01; nasscom_harvest=nasscom:PROVEN per bundle: 2023 snapshot,Verified,0,,0,0,,10997,0,0,0,0,tier_gold_evidence quote: VAPT audits and workforce security training | site_quotes.compli,False,,,,identity_pending,,27,11,2015-06-01,zero signals unverified after re-crawl
nasscom,KGE Technologies Private Limited,Chennai,https://www.kgetechnologies.com,kgetechnologies.com,,,,,True,False,False,EXISTED_2COR,rdap=2011-03-31; nasscom_harvest=nasscom:PROVEN; rdap:2011-03-31,Verified,1,"pps, Mobile app development is a process for building mobile applications that run on mobi",0,0,,10783,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,27,15,2011-03-31,zero signals unverified after re-crawl
nasscom,CAD Macro Design and Solutions Private Limited,Chennai,http://www.cadmacro.com,cadmacro.com,,,,,True,False,False,EXISTED_2COR,rdap=2005-12-28; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2005-12-28,Verified,0,,0,0,,10189,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,27,21,2005-12-28,zero signals unverified after re-crawl
nasscom,Schlumberger India Technology Centre Pvt Ltd,Pune,http://www.slb.com,slb.com,,,,,True,False,False,EXISTED_2COR,rdap=1987-05-20; nasscom_harvest=nasscom:PROVEN; rdap:1987-05-20,Verified,0,,0,0,,10158,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,27,39,1987-05-20,zero signals unverified after re-crawl
nasscom,Cogent IT Solutions Private Limited,Gautam Buddha Nagar,https://www.cogentinfo.com/,cogentinfo.com,,,,,True,False,False,EXISTED_2COR,rdap=2003-06-08; nasscom_harvest=nasscom:PROVEN downgraded to +10: the 20,Verified,1,"hrough our network of skilled professionals. Application Development Create, deploy, and m",0,0,,10143,0,0,0,0,Wayback 2023: 'consulting services ... 270+ jobs currently available' | Site: 'SEO & Marke,False,,,,identity_pending,,27,23,2003-06-08,zero signals unverified after re-crawl
