rank,band,score,confidence,name,city,domain,website,headcount,already_in_hubspot,contact_known,GOLD_pts,TierA_pts,TierB_pts,TierC_pts,raw_before_caps,caps_applied,pre2024_basis,private_repo_host_hits,review_gate_hits,cicd_hits,jd_chars,evidence,graded_by,why_this_rank
1457,Skip,10,Inferred,Saxo Group India Private Limited,Gurugram,saxobank.com,https://www.home.saxo/?int_cmpid=saxobank-redir,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,42962,pre-2024: existed no sw wording,computed,
1458,Skip,10,Inferred,SCA Technologies India Pvt Ltd,Gurugram,scatech.com,https://www.scatech.com/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,11023,pre-2024: existed no sw wording,computed,
1459,Skip,10,Inferred,Scaleios Private Limited,Kochi,scaleios.com,https://www.scaleios.com,,,,10,0,0,0,10,,DOMAIN_ONLY,0,0,0,0,pre-2024: domain only | site mentions cicd,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1460,Skip,10,Low,Scan-IT Solution (India) Private Limited,Pune,scan-it.com.sg,https://www.scan-it.com.sg/#contact-us,,,,10,0,0,0,10,no careers page AND no blog AND no team page -> cap 40 (non-binding),Wayback 20220601 proves existence only; the snapshot did not advertise software,0,0,0,0,Wayback 2022 exists but no software wording in snapshot | Only / and /about reached; jd_chars 0 | Sole compliance hit is a GDPR cookie banner | Site domain is scan-it.com.sg — Singapore parent,agent,"The 10 reflects near-empty evidence rather than negative evidence: two pages crawled, no JD, and the only signal is a cookie banner. Singapore-parented, but nothing shows it is a multinational captive, so it was not rejected outright."
1461,Skip,10,Inferred,Seaquid Technology India Private Limited,Kolhapur,seaquid.com,https://www.seaquid.com/,,,,10,0,0,0,10,BPO/back-office core cap 20; no careers AND no blog AND no team cap 40,DOMAIN_ONLY,0,0,0,0,pre-2024: domain only,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1462,Skip,10,Inferred,Sedin Technologies Private Limited,Chennai,sedintechnologies.com,https://sedcloudcrm.com/,,,,10,0,0,0,10,generalist-agency cap 30; no careers AND no blog AND no team cap 40,DOMAIN_ONLY,0,0,0,0,pre-2024: domain only,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1463,Skip,10,Inferred,Sensorvision IOT Solutions Private Limited,Kozhikode,wemakeiot.com,https://www.wemakeiot.com/sensorvision/,,,,10,0,0,0,10,,UNKNOWN,0,0,0,0,pre-2024: unknown | site mentions cicd,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1464,Skip,10,Inferred,Sequel Integrated Solutions Private Limited,Gurugram,hono.ai,https://www.hono.ai/,,,,25,0,0,0,25,template/website-builder shop -15,PROVEN,0,0,0,27800,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1465,Skip,10,Inferred,Sesame Group India Private Limited,Gurugram,sbg.co.uk,https://www.sbg.co.uk/,,,,10,0,0,0,10,training/education core cap 30,EXISTED_NO_SW_WORDING,0,0,0,118409,pre-2024: existed no sw wording,computed,
1466,Skip,10,Inferred,Seventhsense Technologies Pvt Ltd,Chennai,7stl.com,http://www.7stl.com,,,,10,0,0,0,10,,UNKNOWN,0,0,0,330,pre-2024: unknown,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1467,Skip,10,Inferred,Shimento India LLP,Hyderabad,shimentox.ai,https://shimentox.ai/,89,yes,Raj Sharma (Founder),10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,15320,pre-2024: existed no sw wording | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1468,Skip,10,Inferred,Signalchip Innovations Pvt Ltd,Bengaluru,signalchip.com,https://www.signalchip.com/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,9089,pre-2024: existed no sw wording,computed,
1469,Skip,10,Inferred,Signicent Information Solutions LLP,Mohali,signicent.com,https://signicent.com/,98,yes,Harit Mohan (Founder & CEO),10,0,0,0,10,KPO/research core business - cap 20 (not binding),"DOMAIN_ONLY - domain registered 2012-12-19, nothing more",0,6,0,81070,"JD 'peer reviewed' means journals: 'Author of article in peer reviewed Journal' | Site: 'Best KPO Company 2017 & Award for Excellence in IP Research' | Site products page reads 'Lorem Ipsum is simply dummy text' | Gold: RDAP domain 2012-12-19 only, no software snapshot",agent,"All six review_gate hits are the same sentence about publishing in peer-reviewed journals - academic peer review, not code review - so Tier A is zero despite the raw signal count looking healthy. The business is patent and market research (self-described KPO), the products page is still Lorem Ipsum placeholder, and a 2012 domain proves only that someone owned the name."
1470,Skip,10,Inferred,Simple Telecom Private Limited,Mumbai,simple2call.com,https://simple2call.com/,,,,10,0,0,0,10,no careers AND no blog AND no team cap 40,DOMAIN_ONLY,0,0,0,0,pre-2024: domain only,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1471,Skip,10,Inferred,Simpliigence Private Limited,Bengaluru,simpliigence.com,https://simpliigence.com/,,,,10,0,0,0,10,training/education core cap 30,EXISTED_NO_SW_WORDING,0,0,0,886217,pre-2024: existed no sw wording,computed,
1472,Skip,10,Inferred,Sirius Info Services Private Limited,Hyderabad,siriusinfos.com,https://www.siriusinfos.com/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,2613,pre-2024: existed no sw wording,computed,
1473,Skip,10,Inferred,SixOFour Solutions Private Limited,Madurai,sixofour.in,https://www.sixofour.in,,,,10,0,0,0,10,no careers AND no blog AND no team cap 40,EXISTED_NO_SW_WORDING,0,0,0,0,pre-2024: existed no sw wording,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1474,Skip,10,Inferred,Skill Instill Technologies,Chennai,skillinstill.com,https://www.skillinstill.com,,,,10,0,0,0,10,,UNKNOWN,0,0,0,1211,pre-2024: unknown,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1475,Skip,10,Inferred,Skilliantech India Private Limited,Hyderabad,skillrecruit.com,https://www.skillrecruit.com/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,2393,pre-2024: existed no sw wording,computed,
1476,Skip,10,Inferred,Skillmine Technology Consulting Pvt Ltd,Bengaluru,skill-mine.com,https://skill-mine.com/,,,,10,0,0,0,10,,"UNKNOWN — no wayback snapshot and no RDAP record; missing, not absent. +10, no cap-45.",0,0,0,98339,"tier_gold UNKNOWN: no wayback, no RDAP; missing not absent | jd: 98,339 chars over 4 pages, zero repo-host or review-gate hits | site: ISO 27001/HIPAA wording belongs to their compliance product | site: 24/7 tech support and application maintenance bundled with engineering",agent,"Compliance points withheld deliberately: every ISO 27001/HIPAA/PCI-DSS quote describes the compliance-automation platform they sell or a client's certification, not their own change control. The DQ_support and DQ_training counts are leadership-bio false positives, so no generalist cap was applied. 98k chars of careers text with no repo host and no review gate is a real absence, not a thin crawl."
1477,Skip,10,Inferred,Skilrock Technologies Pvt Ltd,Gurugram,skilrock.com,https://www.skilrock.com:443/,,,,10,0,0,0,10,no careers AND no blog AND no team cap 40,EXISTED_NO_SW_WORDING,0,0,0,0,pre-2024: existed no sw wording,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1478,Skip,10,Inferred,Smartail Private Limited,Bengaluru,smartail.ai,https://smartail.ai/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,22325,pre-2024: existed no sw wording,computed,
1479,Skip,10,Inferred,Smartek21 Private Limited,Pune,smartek21.com,https://smartek21.com/,,,,10,0,0,0,10,,DOMAIN_ONLY,0,0,0,15077,pre-2024: domain only,computed,
1480,Skip,10,Inferred,SMBC Global Services Private Limited,Chennai,smbc.co.jp,https://www.smbc.co.jp/,,,,10,0,0,0,10,no careers AND no blog AND no team cap 40,EXISTED_NO_SW_WORDING,0,0,0,12,pre-2024: existed no sw wording,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1481,Skip,10,Inferred,Sodexo India Services Private Limited,Bengaluru,in.sodexo.com,https://www.sodexo.in/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,4871,pre-2024: existed no sw wording,computed,
1482,Skip,10,Inferred,Softaculous Limited,Mumbai,softaculous.com,https://www.softaculous.com/,,,,25,0,0,0,25,generalist-agency cap 30; template/website-builder shop -15,PROVEN,0,0,0,3927,pre-2024: proven | site mentions compliance,computed,
1483,Skip,10,Inferred,Softdel Systems Private Limited,Pune,softdel.com,https://www.softdel.com/,,,,10,0,0,0,10,,DOMAIN_ONLY,0,0,0,121266,pre-2024: domain only,computed,
1484,Skip,10,Inferred,Softude Infotech Private Limited,Indore,systematixinfotech.com,https://www.softude.com/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,14775,pre-2024: existed no sw wording,computed,
1485,Skip,10,Inferred,Solytics Partners Private Limited,Pune,solytics-partners.com,https://www.solytics-partners.com/,,,,25,0,0,0,25,template/website-builder shop -15,PROVEN,0,0,0,25101,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1486,Skip,10,Inferred,Sonata Software Limited,Bengaluru,sonata-software.com,https://www.sonata-software.com/,,,,10,0,0,0,10,,DOMAIN_ONLY,0,0,0,25418,pre-2024: domain only,computed,
1487,Skip,10,Inferred,Sonoco India Performance Hub Private Limited,Hyderabad,sonoco.com,https://www.sonoco.com/sonoco-hyderabad,,,,10,0,0,0,10,generalist-agency cap 30,UNKNOWN,0,0,0,37032,pre-2024: unknown,computed,
1488,Skip,10,Inferred,Sopra Banking Software Solutions India Private Limited,Gautam Buddha Nagar,sbs-software.com,https://sbs-software.com/us/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,28766,pre-2024: existed no sw wording,computed,
1489,Skip,10,Inferred,SquareRoots.AI Innovation Labs Private Limited,Hyderabad,squareroots.ai,https://www.squareroots.ai/,,,,10,0,0,0,10,,UNKNOWN,0,0,0,1681,pre-2024: unknown,computed,
1490,Skip,10,Inferred,Sri Vishnu Educational Society,Hyderabad,srivishnu.edu.in,https://www.srivishnu.edu.in/,,,,10,0,0,0,10,training/education core cap 30,DOMAIN_ONLY,0,0,0,82205,pre-2024: domain only,computed,
1491,Skip,10,Inferred,Sride Tech Private Limited,Gurugram,sride.co,https://sride.co/,,,,10,0,0,0,10,,UNKNOWN,0,0,0,0,pre-2024: unknown,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1492,Skip,10,Inferred,Stellar Data Solutions Private Limited,Chandigarh(CH),stellarshell.com,https://www.stellarshell.com,,,,25,0,0,0,25,template/website-builder shop -15; no careers AND no blog AND no team cap 40,PROVEN,0,0,0,0,pre-2024: proven | site mentions cicd,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
1493,Skip,10,Inferred,Stepping Edge Technologies Private Limited,Coimbatore,steppingedge.com,https://www.steppingedge.com,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,1023,pre-2024: existed no sw wording | site mentions cicd,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1494,Skip,10,Inferred,Sterling Software Private Limited,Chennai,sterlingsoftware.global,https://sterlingsoftware.global/,,,,10,0,0,0,10,,UNKNOWN,0,0,0,4741,pre-2024: unknown,computed,
1495,Skip,10,Inferred,Stic Soft E-Solutions Private Limited,Hyderabad,sticsoftsolutions.com,https://www.sticsoftsolutions.com/,,,,10,0,0,0,10,,DOMAIN_ONLY,0,0,0,195637,pre-2024: domain only,computed,
1496,Skip,10,Inferred,Strad Hosting & Development LLP,Mumbai,stradsolutions.com,https://stradsolutions.com/,,,,25,0,0,0,25,template/website-builder shop -15,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
1497,Skip,10,Inferred,Straive Private Limited,Mumbai,learningmate.com,https://learningmate.com/,2184,yes,Samudra Sen (Founder and CEO),10,0,0,0,10,generalist-agency cap 30,EXISTED_NO_SW_WORDING,0,0,0,26239,pre-2024: existed no sw wording | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1498,Skip,10,Inferred,Strategic Research Insights LLP,Chennai,srinsights.com,https://www.srinsights.com/,,,,10,0,0,0,10,generalist-agency cap 30,UNKNOWN,0,0,0,69650,pre-2024: unknown | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1499,Skip,10,Inferred,Sumcircle Technologies Private Limited,Mumbai,sumcircle.com,https://sumcircle.com,,,,10,0,0,0,10,generalist-agency cap 30; training/education core cap 30,EXISTED_NO_SW_WORDING,0,0,0,42125,pre-2024: existed no sw wording | site mentions cicd | site mentions compliance,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1500,Skip,10,Inferred,Sundaram Infotech Solutions (A Division of Sundaram Finance Ltd),Chennai,sundaraminfotech.com,https://sundaramfinance.in/,,,,10,0,0,0,10,,UNKNOWN,0,0,0,29042,pre-2024: unknown,computed,
1501,Skip,10,Inferred,Sunstone Education Technology Private Limited,Gurugram,sunstone.in,https://sunstone.in,,,,10,0,0,0,10,generalist-agency cap 30; training/education core cap 30,EXISTED_NO_SW_WORDING,0,0,0,4725,pre-2024: existed no sw wording,computed,
1502,Skip,10,Inferred,SureSoft Systems Pvt Ltd,Pondicherry,ssofts.com,http://www.ssofts.com,,,,10,0,0,0,10,no careers AND no blog AND no team cap 40,EXISTED_NO_SW_WORDING,0,0,0,0,pre-2024: existed no sw wording,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1503,Skip,10,Inferred,Surya Software Systems Pvt Ltd,Bengaluru,surya-soft.com,https://www.surya-soft.com,,,,25,0,0,0,25,template/website-builder shop -15,PROVEN,0,0,0,7389,pre-2024: proven,computed,
1504,Skip,10,Inferred,Sustainable Outreach and Universal Leadership Limited,Bhubaneswar,soulunileaders.com,https://www.soulunileaders.com/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,26002,pre-2024: existed no sw wording,computed,
1505,Skip,10,Inferred,Swappl Intellect Sol Private Limited,Bhubaneswar,saintellectsolutions.com,https://saintellectsolutions.com,,,,10,0,0,0,10,generalist-agency cap 30,EXISTED_NO_SW_WORDING,0,0,0,0,pre-2024: existed no sw wording,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1506,Skip,10,Inferred,Swiggy Limited,Bengaluru,swiggy.com,https://www.swiggy.com/,,,,10,0,0,0,10,no careers AND no blog AND no team cap 40,EXISTED_NO_SW_WORDING,0,0,0,30,pre-2024: existed no sw wording,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1507,Skip,10,Inferred,Synchrony International Services Private Limited,Hyderabad,ge.com,https://www.ge.com/,,,,10,0,0,0,10,,UNKNOWN,0,0,0,5353,pre-2024: unknown | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1508,Skip,10,Inferred,Synechron Technologies Pvt Ltd,Pune,synechron.com,https://www.synechron.com/,14693,,Faisal Husain (CEO),10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,123068,pre-2024: existed no sw wording | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1509,Skip,10,Inferred,Synergy Group Institution (Under Shivani Educational and Charitable Trust),Bhubaneswar,synergyinstitute.net,https://www.synergyinstitute.net/,,,,10,0,0,0,10,training/education core cap 30; no careers AND no blog AND no team cap 40,EXISTED_NO_SW_WORDING,0,0,0,0,pre-2024: existed no sw wording,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1510,Skip,10,Inferred,Synergy Technology Services Private Limited,Mumbai,synergytechservices.com,https://www.stspl.com/,,,,10,0,0,0,10,training/education core cap 30,DOMAIN_ONLY,0,0,0,14878,pre-2024: domain only | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1511,Skip,10,Inferred,Syngenta Global Capability Center Private Limited,Pune,syngenta.com,https://www.syngenta.com/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,30983,pre-2024: existed no sw wording | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1512,Skip,10,Inferred,T-Systems Information and Communication Technology India Private Limited,Pune,t-systems.com,https://www.t-systems.com/de/en,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,128471,pre-2024: existed no sw wording,computed,
1513,Skip,10,Inferred,TA Netgables Pvt Ltd,Noida,saralweb.com,https://saralweb.com/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,8100,pre-2024: existed no sw wording,computed,
1514,Skip,10,Inferred,Talent Shine India Private Limited,Visakhapatnam,talentshineindia.com,https://talentshineindia.com/,,,,10,0,0,0,10,training/education core cap 30,DOMAIN_ONLY,0,0,0,0,pre-2024: domain only,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1515,Skip,10,Inferred,Tatras Data Services Private Limited,New Delhi,tatrasdata.com,https://tatrasdata.com/,,,,10,0,0,0,10,BPO/back-office core cap 20; generalist-agency cap 30,DOMAIN_ONLY,0,0,0,4240,pre-2024: domain only | site mentions cicd | site mentions compliance,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1516,Skip,10,Inferred,TechDoQuest Private Limited,Hyderabad,techdoquest.com,https://www.techdoquest.com/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,2366,pre-2024: existed no sw wording | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1517,Skip,10,Inferred,Techstar Software Devlopment India Private Limited,Hyderabad,techstargroup.com,https://www.techstargroup.com/,,,,10,0,0,0,10,,DOMAIN_ONLY,0,0,0,1181,pre-2024: domain only,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1518,Skip,10,Inferred,Techtrail Technologies Private Limited,Pune,tech-trail.com,https://www.tech-trail.com/,,,,10,0,0,0,10,,DOMAIN_ONLY,0,0,0,5599,pre-2024: domain only,computed,
1519,Skip,10,Inferred,Techu Innovation Labs Private Limited,Hyderabad,techu.in,https://techu.in/,,,,10,0,0,0,10,training/education core cap 30; no careers AND no blog AND no team cap 40,EXISTED_NO_SW_WORDING,0,0,0,0,pre-2024: existed no sw wording,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1520,Skip,10,Inferred,TechWise Digital Private Limited,New Delhi,techwisedigital.com,https://techwisedigital.com/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,35539,pre-2024: existed no sw wording,computed,
1521,Skip,10,Inferred,TecLogos Automation Private Limited,Pune,teclogos.in,https://teclogos.in/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,4929,pre-2024: existed no sw wording,computed,
1522,Skip,10,Inferred,Telemune Software Solutions Private Limited,Delhi,telemune.com,https://www.telemune.com/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,0,pre-2024: existed no sw wording,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1523,Skip,10,Inferred,Telstra Global Business Services LLP,Bengaluru,telstra.com.au,https://www.telstra.com.au/,,,,10,0,0,0,10,,UNKNOWN,0,0,0,139570,pre-2024: unknown | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1524,Skip,10,Inferred,Terafina Software Solutions Private Limited,Hyderabad,ncrvoyix.com,https://www.ncrvoyix.com,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,19107,pre-2024: existed no sw wording,computed,
1525,Skip,10,Inferred,Texelq Engineering India Pvt Ltd,Sriperumbudur,texelq.com,https://texelq.com/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,0,pre-2024: existed no sw wording,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1526,Skip,10,Inferred,The World Bank (IBRD),Chennai,worldbank.org,https://www.worldbank.org/ext/en/home,,,,10,0,0,0,10,,UNKNOWN,0,0,0,141193,pre-2024: unknown,computed,
1527,Skip,10,Inferred,ThoughtWorks Technologies India Pvt Ltd,Bengaluru,thoughtworks.com,https://www.thoughtworks.com/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,131111,pre-2024: existed no sw wording | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1528,Skip,10,Inferred,Tietoevry India Private Limited,Pune,tieto.in,https://careers.tieto.com:443/careers-in-india,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,72434,pre-2024: existed no sw wording,computed,
1529,Skip,10,Inferred,Titanium Tekzi Business Solutions,Salem,titaniumtekzi.com,https://titaniumtekzi.com/,,,,10,0,0,0,10,BPO/back-office core cap 20; training/education core cap 30,DOMAIN_ONLY,0,0,0,14727,pre-2024: domain only | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1530,Skip,10,Inferred,TLB & Co,Bengaluru,lodhabhatt.com,https://www.lodhabhatt.com,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,11659,pre-2024: existed no sw wording,computed,
1531,Skip,10,Inferred,TLC Digitech Private Limited,New Delhi,tlcgroup.com,https://www.tlcgroup.com/,,,,10,0,0,0,10,generalist-agency cap 30; training/education core cap 30,UNKNOWN,0,0,0,7782,pre-2024: unknown | site mentions cicd | site mentions compliance,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1532,Skip,10,Inferred,TLG India Private Limited,Gurugram,sapient.com,https://www.publicissapient.com/,,,,10,0,0,0,10,,UNKNOWN,0,0,0,31803,pre-2024: unknown,computed,
1533,Skip,10,Inferred,ToLuna India Pvt Ltd,Gurugram,toluna.com,https://www.toluna.com,,,,10,0,0,0,10,no careers AND no blog AND no team cap 40,UNKNOWN,0,0,0,0,pre-2024: unknown,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1534,Skip,10,Inferred,Toshal Infotech Private Limited,Surat,toshalinfotech.com,https://www.toshalinfotech.com/,,,,25,0,0,0,25,generalist-agency cap 30; template/website-builder shop -15,PROVEN,0,0,0,89421,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1535,Skip,10,Inferred,TQ Network Private Limited,Kochi,talentzq.io,https://www.talentzq.io,,,,10,0,0,0,10,,UNKNOWN — no Wayback snapshot and no RDAP record,0,0,0,4192,"Bundle: no Wayback snapshot, no RDAP record — missing | JD hit: 'Version control on critical fields' is an ATS feature | Site: 'pipeline visibility' means hiring pipeline, not CI/CD | Careers 4k chars: no engineering-practice language",agent,"Every apparent engineering keyword belongs to the ATS product they sell — 'version control' on requisition fields, 'pipeline' meaning candidate pipeline, 'workflows' meaning hiring stages. Scored as product marketing, so Tier A and B both withheld. Pre-2024 status is missing rather than disproved."
1536,Skip,10,Inferred,Transact Campus India Private Limited,Chennai,transactcampus.com,https://illumiatech.com/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,85252,pre-2024: existed no sw wording,computed,
1537,Skip,10,Inferred,Transaction Network Services Communications India Private Limited,Noida,tnsi.com,https://tnsi.com,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,26248,pre-2024: existed no sw wording,computed,
1538,Skip,10,Inferred,Transcosmos India Private Limited,Bengaluru,trans-cosmos.co.jp,https://www.trans-cosmos.co.jp/english/,,,,10,0,0,0,10,no careers AND no blog AND no team cap 40,EXISTED_NO_SW_WORDING,0,0,0,0,pre-2024: existed no sw wording,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1539,Skip,10,Inferred,Trassir Sentinel Private Limited,Navi Mumbai,trassir.com,https://trassir.com/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,9310,pre-2024: existed no sw wording,computed,
1540,Skip,10,Inferred,Triton Tech Labs Private Limited,Tirunelveli,tritonlabs.in,https://www.tritonlabs.in/,,,,10,0,0,0,10,no careers AND no blog AND no team cap 40,UNKNOWN,0,0,0,0,pre-2024: unknown,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1541,Skip,10,Inferred,Truworth Health Technologies Private Limited,Jaipur,truworthwellness.com,https://www.truworthwellness.com:443/,,,,10,0,0,0,10,training/education core cap 30,EXISTED_NO_SW_WORDING,0,0,0,43304,pre-2024: existed no sw wording,computed,
1542,Skip,10,Inferred,Turnberry Solutions Private Limited,Gurugram,turnberrysolutions.com,https://www.turnberrysolutions.com/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,31440,pre-2024: existed no sw wording,computed,
1543,Skip,10,Inferred,Twinings Private Limited,Kolkata,twiningsindia.com,https://twiningsindia.com/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,0,pre-2024: existed no sw wording,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1544,Skip,10,Inferred,UBN Software Solutions Private Limited,Bhubaneswar,ubnsoft.com,https://www.ubnsoft.com/,,,,10,0,0,0,10,,DOMAIN_ONLY,0,0,0,12607,pre-2024: domain only,computed,
1545,Skip,10,Inferred,Ucodesoft Solutions Private Limited,Mohali,ucodesoft.com,https://ucodesoft.com,,,,10,0,0,0,10,generalist-agency cap 30,DOMAIN_ONLY,0,0,0,3972,pre-2024: domain only,computed,
1546,Skip,10,Inferred,Uncodemy Edutech Private Limited,Noida,uncodemy.com,https://uncodemy.com/,,,,25,0,0,0,25,generalist-agency cap 30; training/education core cap 30; template/website-builder shop -15,PROVEN,0,0,0,51987,pre-2024: proven | site mentions cicd | site mentions pr_practice,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1547,Skip,10,Inferred,Unimity Solutions Private Limited,Chennai,unimity.com,https://www.unimity.com/,,,,10,0,0,0,10,,DOMAIN_ONLY,0,0,0,2454,pre-2024: domain only | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1548,Skip,10,Inferred,Unisys India Private Limited,Bengaluru,unisys.co.in,https://www.unisys.com/,,,,10,0,0,0,10,BPO/back-office core cap 20,DOMAIN_ONLY,0,0,0,38339,pre-2024: domain only | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1549,Skip,10,Inferred,Uptitude Cloud Private Limited,Gurugram,uptitude.co.uk,https://www.uptitude.co.uk/,,,,10,0,0,0,10,,DOMAIN_ONLY,0,0,0,3896,pre-2024: domain only | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1550,Skip,10,Inferred,Upway Skills Private Limited,Hyderabad,upwayskills.com,https://www.upwayskills.com/,,,,10,0,0,0,10,training/education core cap 30; no careers AND no blog AND no team cap 40,UNKNOWN,0,0,0,0,pre-2024: unknown | site mentions cicd,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1551,Skip,10,Inferred,Urban Company Limited,Gurugram,urbanclap.com,https://www.urbancompany.com/bangalore,,,,10,0,0,0,10,,UNKNOWN,0,0,0,0,pre-2024: unknown,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1552,Skip,10,Inferred,Ushta Te Consultancy Services LLP,Mumbai,ushtate.com,https://www.ushtate.com/,,,,10,0,0,0,10,no careers AND no blog AND no team cap 40,EXISTED_NO_SW_WORDING,0,0,0,0,pre-2024: existed no sw wording,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
