name,linkedinUrl,website,tagline,description,foundedYear,employeeCount,employeeCountRange,followerCount,companyType,industries,specialities,hqCity,hqCountry
KlivolksⓇ Private Limited,https://www.linkedin.com/company/klivolks/,https://klivolks.com,"Simplify complex problems to build greater 
solutions for a better today.","Klivolks Private Limited is a pioneering technology company based in Trivandrum, India, specializing in business automation software, embedded system development, artificial intelligence (AI), robotics, and the Internet of Things (IoT). Founded on August 31, 2018, Klivolks has quickly made a name for itself in the industry through its innovative and cutting-edge products and services. The company's flagship offering, iCORP, is a multi-platform enterprise automation Software as a Service (SaaS) s",2012,8,11-50,500,Privately Held,Software Development,"Up to date Technology , Reliable, Efficient, Artificial Intelligence, Laravel, ERP, ReactJs, IoT, Business Process Automation",Trivandrum,India
Venusgeo Solutions,https://www.linkedin.com/company/venusgeo-solutions/,https://www.venusgeo.com,Trusted Digital Technology Partner,Over two decades Venusgeo has been delivering consistent digital dominance and profitable and competitive positioning for customers in their marketplace. TOB framework has helped them lead and innovate. Venusgeo’ s expertise and culture embrace a work methodology intensely driven by market research with an eye on the ground reality of businesses.,2001,176,51-200,40271,Privately Held,Information Technology & Services,"IT Transformation, Application Development & Maintenance , IT Managed Services, System Integration , Database Migration Services , Enterprise Mobility Solutions, IOT , IOT Security , Cloud Services , Data Analytics , CAD & GIS Services, Engineering Services , Data Services , Products, Embarkation Softwares , AP Govt - Incubation , VG Academy, DevOps, Quality & Assurance, Transfer Operate Build, TOB",Doral,United States
Krify,https://www.linkedin.com/company/krify/,https://krify.co,"Krify | Mobile & Web App Development | Leveraging Cutting-Edge Tech (US, UK, India)
","Krify is a results-driven technology company specializing in crafting user-centric mobile apps, web applications, and software solutions. We empower businesses across the US, UK, and India to achieve their goals through a comprehensive suite of services, including:  Mobile App Development (iOS & Android): Our expert developers build high-performing mobile apps that elevate your brand and engage users. Web Application Development: We create custom web applications designed to streamline your oper",2005,247,51-200,4313,Privately Held,Information Technology & Services,"Mobile app development, Website development, iOS app development, Android app development, PHP Website development, Web API development, Web hosting services, Website redesigning, UI &UX designing, Quality Testing, Digital marketing, Adwords, CMS Web design and development, Graphic design, Full stack developers, Mean stack developers, App development experts, Inhouse app development company, Linphone app customization, On-demand app development, E-commerce app development, GPS & Geo-fencing app developers, Navigation app development company",London,UK
Octagona India Private Limited,https://www.linkedin.com/company/octagonaindia/,https://octagona.co,Top corporate advisory and business solutions provider in India & Italy,"Octagona India Private Limited is a full-service international advisory solutions company present in India since 2002. The Octagona Group has its presence in India, Italy and USA. As management consultants, our services in India range from market entry of foreign companies, finding business partners, making go-to-market strategy or Joint Ventures or setting up own their local subsidiary across India. For companies that are based in India, we help in export development, strategy formulation and B",2002,23,11-50,4429,Privately Held,Business Consulting and Services,"Market Research, Accounting, Strategy, Tax, Audit, HR, Legal, Compliances, Fiduciary",New Delhi,India
Mind Merge Soft Tech Private Limited,https://www.linkedin.com/company/mindmergesofttech/,www.mmstinfo.com,Transforming Businesses with Innovative Software Solutions,"🚀 Mind Merge Soft Tech Pvt Ltd | Transforming Ideas into Intelligent Digital Solutions  Mind Merge Soft Tech Pvt Ltd is a technology-driven company empowering businesses, startups, institutions, and enterprises with innovative, scalable, and result-oriented digital solutions. We specialize in building custom software, enterprise applications, AI-powered systems, cloud technologies, and automation solutions designed to optimize operations, improve efficiency, and accelerate business growth.  Our ",2023,27,11-50,1059,Privately Held,Software Development,,Hitech City,IN
Triniti Corporation,https://www.linkedin.com/company/triniti-corporation/,http://www.triniti.com,Enterprise & Business Consulting| Oracle Cloud | Product Management | Open Source Cloud ERP | Oracle e-Business Suite,"Founded in 1997, we are a two-decade young business and application solutions firm. We partner with customers to improve their business performance using Oracle's e-Business Suite. All along at Triniti, we have put our customers first. This has helped us nurture long-term relationships, replete with trust & and transparency. Our stakeholders - customers, employees, and owners - have been partners since its inception, which continues to be our business's hallmark.  We now look forward to extendin",1997,366,201-500,8229,Privately Held,Information Technology & Services,"Consulting, Value Chain Planning, Integration, Supply Chain, Master Data Management (MDM), Application Data Management, Oracle, QlikView, Semiconductors, Hi-Tech, ERP, Data Quality, Application Lifecycle Management, Business Process Mapping, Testing as a Service (TaaS), Oracle EBusiness suite",Davie,United States
Neork Technologies,https://www.linkedin.com/company/neork-technologies/,http://www.neork.com,"Innovation Meets Excellence |
System Design Consultancy IT Consultancy – AI | ML | AR | VR | IOT | PCB ","Neork is an Information Technology solutions provider based in India, dedicated to helping businesses harness the power of modern technology. At Neork, we are passionate about empowering organizations to reach their full potential through innovative, tailored digital solutions. As a trusted web and software development partner for companies across various industries, we specialize in building scalable and cutting-edge tools that enhance efficiency, strengthen collaboration, and support long-term",2017,25,11-50,9897,Partnership,Software Development,"Python, Spring Boot, Ubuntu Touch, .NET, Java, PHP, Android, iOS, UI/UX, DevOps, ReactJS, NodeJS, Vercel, Superbase, Unity, Unreal Engine, ARKit, ARCore",Cochin,India
NTeos,https://www.linkedin.com/company/nteos/,https://nteos.ca/,Crafting Solution for Inspiring Business,"                           NTEOS: Where Innovation Meets Technology  NTEOS empowers businesses to achieve their full potential through a blend of cutting-edge technology and strategic consulting. We leverage the power of industry leaders like SAP, Microsoft, and Oracle to deliver a comprehensive suite of services:  Business Consulting: We become your trusted advisor, crafting solutions that align with your unique goals and vision.  Cloud Migration: Seamlessly transition your operations to the cl",2020,3,11-50,162,Privately Held,IT Services and IT Consulting,"IT Software, SAP, Microsoft, AI, ML, RPA, CXO Advisory, CONSULTING, IoT, Cyber Security, Quality Assurance, Implementation, Support, Migration, and Custom Development",Calgary,Canada
quikdu,https://www.linkedin.com/company/quikdu/,https://www.quikdu.com,Find the right ayurveda products based on your health problems,"Quikdu is a consumer-focused digital platform designed to simplify access to nutrition, healthcare, ayurvedic essentials, sexual wellness, personal care, oral care, and home care products — all in one secure and easy-to-use app.  We bring together trusted manufacturers and everyday consumers, enabling people to shop daily wellness and lifestyle essentials with confidence, transparency, and convenience.  What We Offer  • Nutrition and healthcare essentials for daily wellbeing • Ayurvedic and herb",2025,3,2-10,17,Partnership,Retail Health and Personal Care Products,"Health, Personal Care, Ayurvedic, nutrition, beauty and cosmetics",,
TechVendors India Private Limited,https://www.linkedin.com/company/techvendorsindia/,https://www.TechVendorsIndia.com,"Providing specialized software and hardware like workstations for design, gaming, etc as a total IT solution provider.",We offer a comprehensive portfolio of software and hardware solutions from industry-leading brands.   Our partnerships with these vendors ensure access to cutting-edge technology. We carefully select each product to meet diverse business needs.   Our expertise allows us to recommend and implement the perfect solutions for your specific requirements.,2021,12,11-50,107,Privately Held,Information Technology & Services,,Bengaluru South,India
ProcessLabs AI,https://www.linkedin.com/company/processlabsaico/,https://www.processlabsai.co,AI that delivers. Outcomes that scale.,"ProcessLabs AI helps businesses automate processes, eliminate repetitive work, and unlock efficiency through practical AI solutions.  Our AI Delivery Pods combine strategy, implementation, and optimisation to deliver measurable outcomes across operations, customer support, sales, and back-office functions. From AI agents and workflow automation and custom integrations, we help organisations scale smarter without increasing headcount.  We focus on solving real business problems with AI that deliv",2026,4,2-10,50,Privately Held,"Technology, Information and Internet","ai automation, ai agents, workflow automation, process optimisation, customer support ai, lead generation automation, crm automation, ai delivery pods, business process automation, document processing, data extraction, integrations, operations automation, ai consulting",,
Focaloid Technologies,https://www.linkedin.com/company/focaloid/,https://www.focaloid.com,"Governed, Audit-ready Agentic Copilots for Software Companies ","Focaloid is an AI-first, governance-first engineering partner helping regulated SaaS companies build, deploy, and scale AI systems with confidence.   We design and develop agentic copilots, AI-powered products, intelligent workflows, and enterprise platforms that combine advanced AI capabilities with governance, security, and operational reliability from day one.   Our expertise spans AI engineering, AI governance, data engineering, cloud platforms, application modernization, and product enginee",2013,158,201-500,39489,Privately Held,IT Services and IT Consulting,"Artificial Intelligence, Big Data, Cloud, NLP, Analytics, Gen AI, Predictive Analytics, Cyber Security, DevOps, Machine Learning, LLMs, Agentic Copilots, AI SDLC, Agentic AI Development, Data Bricks, AI Consulting, AI Governance, Product Engineering, Platform Engineering, IoT Development & Integration, AI Solutions, Snowflake Partner, MCP, FinTech, WealthTech, HealthTech, InsurTech",New York,United States
42Square,https://www.linkedin.com/company/42square/,https://www.42square.ai,A Wavetronix Company 🚀 ,"42Square is a global player in software consulting and product development. Our solutions work across web, mobile, and embedded software products for clients in the US, Europe, India & Middle East. We have helped our partners to build several prestigious products ranging from simple content management systems to full-blown smart city projects with IoT and micro-services architecture.  Oh, by the way, we are not just a software consulting company, we have some kickass products also, developed on ",2019,49,11-50,5156,Privately Held,IT Services and IT Consulting,,Ernakulam,India
DevRabbit IT Solutions,https://www.linkedin.com/company/devrabbit-it-solutions/,http://www.devrabbit.com,"Your digital Success Agency that handles your Applications, Analytics, Auditing and AI Automation.","DevRabbit is a US based Tech consulting firm that provides state-of-the-art solutions specializing in Salesforce, ServiceNow, Business AI, Enterprise Mobility, Cloud Computing and QA Automation.  Our mission is to help our clients and partners accelerate their time to market while minimizing application development and support costs.   With a strong vision and a passion for driving innovation, we empower our clients to achieve their business goals with agility.  At DevRabbit, our working model i",2016,136,51-200,78828,Privately Held,IT Services and IT Consulting,"Mobile Technologies, Cloud Technologies, IOT, Mobile BI, Xamarin, QA, UI and UX development, .NET Development, PHP Development, SmartQE, AlertBuddy, React.js, Node.js, Azure, AWS, Gcloud, Salesforce, ServiceNow, Business AI, QA Automation",Folsom,United States
Tetrasoft Inc.,https://www.linkedin.com/company/tetrasoftinc/,http://www.tetrasoft.us,Engineering Digital Experiences,"Tetrasoft is a Global Digital Services company, focused on delivering innovation and digital services to leading companies. It helps clients’ solve the most challenging industry-specific problems and offer tangible benefits through leading-edge technologies and strategies. With a global footprint and varied group of innovators, Tetrasoft makes its clients stay in front using the best in class agile and lean methodologies. It specializes in innovating commercial products and platforms using disru",1997,411,501-1000,20132,Privately Held,IT Services and IT Consulting,"pega BPM, RPA, data science, DevOps, Hadoop, BigData, healthcare analytics, Teradata, Cloud, duck Creek, pnc, Informatica",Chesterfield,United States
CuroTwin,https://www.linkedin.com/company/curotwin/,www.curotwin.com,"Care, Engineered.","CuroTwin is an AI-first product development and professional services company built for the dental ecosystem. We build AI led products and deliver specialist services that modernize dental operations, elevate patient experience, and drive measurable performance across practices and ecosystems.  Backed by Terrific Minds, we combine deep domain expertise with technical excellence to create tailored software that transforms clinical workflows, patient experience, and practice growth.",,5,2-10,84,Privately Held,IT Services and IT Consulting,"dental , healthcare, dental tech, ecommerce, customer software, AI Solutions",,
Azilen Technologies,https://www.linkedin.com/company/azilentechnologies/,https://www.azilen.com, Engineering Excellence,"Azilen Technologies is a prominent enterprise AI development company that takes pride in delivering exceptional AI, Data, and HRTech solutions to organizations seeking digital transformation. With a customer-centric approach, we create and nurture powerful partnerships to optimize end-to-end HRTech processes and revolutionize customer experiences through AI-based advancements. Our skilled team possesses diverse expertise in Generative AI, Data Engineering, CloudOps, DevOps, and Product Lifecycle",2009,528,501-1000,103346,Privately Held,IT Services and IT Consulting,"DevOps, IoT, Automotive, Product Engineering, Healthcare, MS Dynamics 365, Hospitality, Telecommunication, Artificial Intelligence, Machine Learning, HR Tech, Retail, POS, Big Data Analytics, HR Analytics, Digital Enterprise",Irving,United States
Toonz Media Group,https://www.linkedin.com/company/toonz-media-group/,https://www.toonz.co,Entertaining the world for two decades,"Toonz Media Group is a global leader specialized in creating top-class entertainment content on various media and consumer platforms for kids and families across the world. With an incredible legacy of almost two decades in the industry, Toonz specialises in high-quality content creation, production, distribution, digital media exploitation, licensing & merchandising, gaming, AR / VR & other emerging technologies and animation academics. Having industry veterans from around the world in the glob",1999,527,1001-5000,34845,Privately Held,Animation and Post-production,"2D Animation, 3D Animation, Stop Motion and VFX, Live Action, Pre & Post Production, AR/VR/MR Development, Motion Tracking, Digital Sculpting & 3D Modelling , Game Development, Academy & Training, Media Networks, Distribution, Feature Film",Trivandrum,India
Savtoa Software Technologies,https://www.linkedin.com/company/savtoa-software-technologies/,https://savtoa.com/,Building Software Defined Advanced Autonomous Systems,"SAVTOA is Building Technology For Autonomous Ships, Advanced Ground Control, Network Software For Cyber Physical Systems, Autonomous Hydrographic Survey, Swarm Unmanned Control etc.",,22,11-50,259,Privately Held,Embedded Software Products,,Trivandrum,India
OpuloTech,https://www.linkedin.com/company/opulotech/,https://opulotech.com/,Transforming Ideas into Intelligent Solutions,"🚀 Welcome to OpuloTech – Your Partner in Cutting-Edge Technology Solutions! 🌐  At OpuloTech, we are passionate about creating intelligent, scalable, and seamless digital solutions for businesses across the globe. Our expertise lies in AI 🤖, Machine Learning 🧠, Mobile App Development 📱, Web Development 💻, and Backend Services 🔗.  We specialize in delivering innovative products that drive success for our clients, ensuring top-notch quality and unmatched performance. Whether you need a robust mobil",2020,5,11-50,884,Privately Held,IT Services and IT Consulting,"Artificial Intelligence, Machine Learning, Mobile App Development, React Native, Web Development, Backend Solutions, Cloud Integration, API Development, UI/UX Design, Video Editing, ERP, CRM, Cross-Platform Development, E-Commerce Solutions, Custom Software Development, PHP, Hybrid Mobile Apps, Software Development",Surat,India
Wattlecorp Cybersecurity Labs,https://www.linkedin.com/company/wattlecorp/,https://www.wattlecorp.com,Cybersecurity Consulting & Services | UAE | USA | INDIA | KSA,"Wattlecorp Cybersecurity Labs is a leading provider of advanced cybersecurity solutions with services spanning across regions in UAE, USA, INDIA and KSA. committed to safeguarding the digital assets of the organisation across industries and sectors.  Our expertise in delivering tailored services, addressing complex cyber threats and regulatory requirements have made us attain recognition to a significant extent from businesses and enterprises worldwide. Among these include our noted clients, who",2018,52,51-200,11488,Privately Held,Computer and Network Security,"Cybersecurity, Penetration Testing, Vulnerability Assessment, SOC, Compliance Management, Cybersecurity Consulting, Data Privacy, Managed Security Services, VAPT, GRC Consulting",Dubai,United Arab Emirates
Uplogic Technologies PVT LTD,https://www.linkedin.com/company/uplogic-technologies/,https://uplogictech.com/,We catalyze digital transformation for businesses with AI-native & smart platform solutions.,"Uplogic Technologies is the driving force behind the success of prominent businesses across a vast range of industries. We unite the elements of advanced technology, technical expertise, and modernized ecosystems to deliver platforms that excel at resilience, innovation, security, and futurism.   The expanding global business landscape demands more than just a solution. That’s why we center our commitment around solutions that adapt to the needs of our global clientele. We navigate businesses th",2017,98,51-200,13962,Privately Held,IT Services and IT Consulting,"Designing, Prototyping, Testing, Deployment, Cloud, Maintenance, Mobile Apps and Web Apps Development, Marketing, Planning, Business Analysis",Madurai,India
Gemini Software Solutions Pvt. Ltd.,https://www.linkedin.com/company/geminisoftwaresolutions/,http://www.geminisoftware.com,IT Solutions to Drive Digital Transformation and Business Value,"Gemini Software Solutions Pvt. Ltd. (GSS) is a trusted technology partner with over 26 years of excellence, delivering transformative digital solutions across Maritime, Logistics, Travel, BFSI, ERP, Cloud, and Custom Application Development.  Legacy & Reach:  A wholly owned subsidiary of the 130+ year-old Yusuf Bin Ahmed Kanoo Group (www.kanoo.com), GSS blends global strength with local expertise through offices in India, UAE, KSA, and Bahrain.  Proven Track Record:  • 1,000+ IT solutions delive",1998,151,201-500,5960,Privately Held,Information Technology & Services,"Digital Transformation Partner, Maritime & Shipping Technology Solutions, Warehouse Intelligence Solution, Custom Application Development, Cloud Services and Hosting, Cybersecurity Advisory and Solutions, ERP Implementation and Support Services, e-Invoicing Solutions (ZATCA Phase 2 Compliant), Shipping Agency Operations Software (DA Processing), Retail Payment Solutions – GEMCARDS®, Shipping Liner Operations Management, ISO 27001, PCI-DSS, PCI S3 Certified Solutions, End-to-End Application Development Services, Domain Expertise Across 15+ Countries, Building Long-Term Digital Partnerships",Trivandrum,India
Tredence Inc.,https://www.linkedin.com/company/tredence/,https://www.tredence.com/,Enablers of Last Mile Adoption of AI,"Tredence is a global data science solutions provider focused on solving the last mile problem in AI. The 'last mile' is the gap between insight creation and value realization. Headquartered in San Jose, the company embraces a vertical-first approach and an outcome-driven mindset to help clients win and accelerate value realization from their analytics investments. Tredence is a Great Place to Work-Certified and a 'Leader' in the Forrester Wave: Customer Analytics Services. Tredence is 3500+ empl",2013,4666,1001-5000,544450,Privately Held,Business Consulting and Services,"Advanced Analytics, Analytics Consulting, Machine Learning, Data Management, Analytics Solutions, AI Consulting, Customer Analytics, Data Engineering, Supply Chain Analytics, Customer Experience Analytics, AI Engineering",San Jose,Costa Rica
Liminal,https://www.linkedin.com/company/getliminal/,https://getliminal.com/,"All-in-one automotive platform to unify data, grow audiences 900%, and launch AI-powered campaigns."," Liminal is the automotive industry’s first purpose-built all-in-one platform for Customer Data, Marketing Automation, and Audience Identification. With the touch of a button, dealerships can clean and unify data, identify and enrich visitor profiles, grow audiences by up to 900%, and launch omni-channel campaigns with dynamic, AI-powered creative. It’s super easy, lightning fast, and multi-rooftop ready, so you can create once and deploy everywhere.  Already powering some of the industry’s most",,8,11-50,51,Public Company,Software Development,,,
IndieSemiC,https://www.linkedin.com/company/indiesemic-pvt-ltd/,www.indiesemic.com,Making India's way to Semiconductor,"Revolutionizing India's tech landscape by pioneering the design and development of semiconductor chipsets, RF Modules based on BLE, WIFI, LORA Etc.  We are skilled in ASIC Chip design, ASIC Verification, Embedded Hardware Design, Business Process Improvement , Electronics, Firmware and Product Development.  Our Goal in two things: To offer reliable alternatives to imported chips across sectors and to establish India in semiconductor landscape through advanced designs and propriety IPs. This refl",2022,38,11-50,10535,Privately Held,Semiconductor Manufacturing,"Semiconductor, Embedded, IOT, Design, Service, PCB, CHIP, Fabrication, Assembly, Project, Design Service, Design Validation, FPGA, IOT, AI, ML, BSP, Firmware, Chip Validation",Ahmedabad,India
Codegnan,https://www.linkedin.com/company/codegnan/,http://www.codegnan.com,"On a mission - #1 Setting a benchmark in providing TechGnan, providing resources to young minds to achieve their DREAMS","We are CodeGnan, we started with a mission to create tech gnans and reduce the unemployment ratio.  To make that happen, we have to start from the very roots and hence Training and Tutoring Students on both bleeding edge technologies like Java,Python, Data Science, Artificial Intelligence and at the same time building a strong foundation in technologies like Augmented Reality, Internet of Things, Mern Stack, Django, Etc.,",2018,2636,11-50,21403,Educational,E-Learning Providers,"Data Science Training, Python Training, Microsoft Technology Associate Certification, Digital Marketing, Web Development, Django Training, Machine Learning Training, React Js Training, Mern Stack Training, Augmented Reality Training, Internet of Things Training, Web Development with Python Training",VIJAYAWADA,India
Informatica,https://www.linkedin.com/company/informatica/,https://www.informatica.com,,"Informatica (NYSE: INFA), a leader in AI-powered enterprise cloud data management, helps businesses unlock the full value of their data and AI. As data grows in complexity and volume, Informatica’s Intelligent Data Management Cloud™ delivers a complete, end-to-end platform with a suite of industry-leading, integrated solutions to connect, manage and unify data across any cloud, hybrid or multi-cloud environment. Powered by CLAIRE® AI, Informatica’s platform integrates natively with all major clo",,2487,5001-10000,380266,Privately Held,Software Development,"Data Governance, Data Catalog, Data Marketplace, Data Quality, Enterprise Cloud Data Integration, Cloud Data Integration, Master Data Management, B2B Data Exchange, Application ILM, Complex Event Processing, Data Replication, Data Masking, Data Virtualization, Messaging, Big Data, Identity Resolution",Redwood City,United States
India Informatics,https://www.linkedin.com/company/india-informatics/,http://indiainformatics.net,,"Welcome to INDIA INFORMATICS - Where Excellence Meets Purpose. For the past 15 glorious years, we've been at the forefront of the industry, setting new standards in excellence under the able guidance of our visionary leader, Mr. Deepak Chopra. Based in the enchanting city of Jodhpur, we've expanded our wings to cover a wide spectrum of services that cater to every business need. We take pride in being a one-stop solution for all business support requirements. From marketing and advertising to op",2018,161,51-200,1862,Sole Proprietorship,Business Consulting and Services,,Jodhpur,India
KAKAPO Systems India Pvt. Ltd.,https://www.linkedin.com/company/kakapo-systems-india-pvt-ltd/,www.kakaposystems.com,Unity Contact Center provides your customers richer inbound experiences on their media of choice.,IT Services and IT Consulting,,25,11-50,681,Privately Held,IT Services and IT Consulting,,"Kakkanad, Cochin",India
The US-India Importers' Council (USIIC),https://www.linkedin.com/company/the-usiic/,http://www.usiic.in/,USIIC's key focus is helping Indian importers source from US and US exporters export to India,"Our Vision:  The USIIC aims to be the leading organisation assisting government bodies, industry associations, corporates, agents, Indian importers, and American exporters in the United States and India, in the mutually beneficial exchange of products, services and techonologies, and in forging meaningful trade partnerships through dissemination of practical and relevant information and through the creation of networking platforms.  Our Mission Statement:  The US - India Importers’ Council a",2011,11,11-50,1309,Nonprofit,International Trade and Development,"Promote US Imports to India, Investment & Technology Transfers, Promoting bilateral Trade between India & USA, Assistance in financing imports through U.S. Exim or ECBs",Mumbai,India
Midhaan Technologies,https://www.linkedin.com/company/midhaantechnologies/,www.midhaan.com,Empowering Businesses with Intelligent Sales & Distribution | SaaS for Sales & Distribution Automation|," Midhaan is a SaaS platform designed for today’s organization looking to optimize and scale their field operations with confidence.   We focus on Sales Force Automation, DMS, Van-Sales & Logistics, alongside smart integrations with ERPs. Our own solutions enable:   • Real-time visibility into the field and back-office processes  • Automation of processes using AI to offload manual work and become more productive  • Flexible and modular architecture that scales to your organization FMCG, Pharma, ",2024,13,11-50,1012,Privately Held,Software Development,"AI-Enabled Sales Automation, Distributor Management System (DMS), Van Sales Management, Inventory & Warehouse Management, Lead, Task & Account Management, Custom & Scalable Solutions, Sales Force Automation (SFA)",Ernakulam,India
CDK Global,https://www.linkedin.com/company/cdknorthamerica/,http://www.cdkglobal.com/,"CDK Global is uniquely positioned at the heart of the automotive ecosystem, connecting the industry at every level.","CDK Global is a leading provider of retail technology and software as a service (SaaS) solutions that help dealers and auto manufacturers run their businesses more efficiently, drive improved profitability and create frictionless purchasing and ownership experiences for consumers. Today, CDK serves nearly 15,000 retail locations in North America.",1972,8348,5001-10000,159462,Privately Held,Software Development,"CRM, Digital Retail, Fixed Operations, IT Solutions, Data & Intelligence, Dealer Management Systems",Austin,United States
Glitz,https://www.linkedin.com/company/glitz-it-solutions/,www.glitzitsolutions.com,Quality at its Best | We've Got 45+ Solutions Across 24 Countries!,"Glitz IT Solutions is a global software solutions provider in Software Development, Web and UI Designing and Development, Search Engine Optimisation(SEO), Graphics and Multimedia etc. Adapting the mode of working in-sync with the client we have acquired sound domain knowledge in various fields and are able to develop any type of software as per the guidelines and requirements of the client. glitzgraphix.com is our Graphics Division.",1999,33,11-50,756,Privately Held,IT Services and IT Consulting,"Software Development, Graphics and Multimedia, SEO, Offshore Development Centre",Thrissur,India
Violet Frames,https://www.linkedin.com/company/violetframes/,http://www.violetframes.com,Giving Life to Ideas,An Information technology and creative media production company exclusively for your business to grow.,,8,2-10,268,Partnership,IT Services and IT Consulting,,Thodupuzha,IN
Inteq Software LLP,https://www.linkedin.com/company/inteq-software-llp/,https://www.inteqsolutions.com,Innovation Through People,"Inteq is an ISO 9001:2008 certified company with CMMI initiative. Established in 1994, Inteq has a track record of providing software development and quality assurance services. We have built intellectual property and competence in emerging technologies and various domain areas. Our solutions include a line of outsourced product development and offshore software development services for small, medium corporations and emerging technology businesses.",2000,252,201-500,1720,Partnership,IT Services and IT Consulting,,Hyderabad,India
Tech Aventure,https://www.linkedin.com/company/tech-aventure/,https://techaventure.com,Empowering Digital Transformation.,"Tech Aventure is a Web Development company based in Infopark- Cherthala,Kerala, India. We develop innovative and creative products and services that provide total communication and information solutions. Among a plethora of services, web design and development, Digital marketing, CRM, e-commerce solutions, business-to-business applications, business-to-client applications, managed hosting and internet portal management are few that we offer. Satisfied clients around the globe bear testimony to t",2018,4,11-50,1317,Partnership,IT Services and IT Consulting,,Cherthala,India
Prevalent AI,https://www.linkedin.com/company/prevalent-ai/,http://prevalent.ai,Security Data Fabric powered Exposure Management,"Prevalent AI is an AI-powered data fabric company, founded by GCHQ alumni, practitioners who spent their careers solving high-stakes intelligence problems in complex environments. We were built to solve one of the hardest problems in enterprise technology: fragmented, contradictory, and incomplete operational data.  Without trusted organizational context, security teams and AI systems are guessing. Every decision, human or machine, is built on an assumption.  Our data fabric continuously cleans,",2017,175,51-200,5831,Privately Held,Software Development,"Artificial Intelligence , Security Analytics, Machine Learning, Cyber Security, Big Data, Data Fabric, Enterprise AI, Security Data Fabric, Exposure Management, Continuous Controls Monitoring, Attack Surface Management, Data Sovereignty, Knowledge Graph",London,UK
Bosch Global Software Technologies,https://www.linkedin.com/company/bosch-global-software-technologies/,https://www.bosch-softwaretechnologies.com,alt_future,"With our unique ability to offer end-to-end solutions that connect the three pillars of IoT - Sensors, Software, and Services, we enable businesses to move from the traditional to the digital, or improve businesses by introducing a digital element in their products and processes.  Now more than ever, companies across the world are becoming rapidly aware of the potential and impact of modern-day digital technologies on customers, people, and organisational processes. We aim to empower and transla",1997,25671,10001-None,1162544,Privately Held,Software Development,"Engineering Services, IT services, Business services, Digital, Software, Mobility, Intelligent Enterprise, Technology, Enterprise Services",Bangalore,India
SCMAI DIGITAL,https://www.linkedin.com/company/scmaidigi/,http://www.scmaidigital.com/,SCMAI Digital is one of the leading digital marketing firms in India. ,"Now a day’s digital marketing is the best way to sell your products or promote your business through digital media? Social media marketing is a great way to reach every person’s hand mobile, which are eagerly searching or thinking to buy. SCMAI Digital targeting the exact audience and generating the reliable data through Facebook and Instagram promotions in a sustainable way. Our services helps you to get 360 degree cutting-edge digital marketing techniques to sell your products / promoting your",2020,4,2-10,297,Self-Employed,Advertising Services,,Chennai,India
VSoft Corporation,https://www.linkedin.com/company/vsoft_2/,http://www.vsoftcorp.com,,"VSoft is a leading provider of banking and payment solutions to financial institutions of all sizes worldwide.  Founded in 1996 in Atlanta, we serve more than 2,600 institutions on multiple continents, while successfully managing significant growth.  Our keys to success have been our outstanding associates located in the U.S. and in India, who have developed, sold and supported innovative solutions. VSoft's original founders remain in leadership today.  We are also privileged to have customers",1996,338,1001-5000,8306,Privately Held,Information Technology & Services,Banking Products,Atlanta,United States
Datum Innovation,https://www.linkedin.com/company/datum-innovation/,http://www.datuminnovation.com,"DATUM INNOVATION is a global software development company providing IT solutions to enterprises worldwide, ","Datum Innovation is a software and Web development company based in India and we employ highly qualified engineers to provide the end to end software, Web solutions for the business or service sectors. The company was founded by a team of enthusiastic IT specialists who wanted to overcome the routine and create a company that would act in the market not only for business success but for the sake of Technology itself. Thus the mission of the company was defined to contribute to forward looking tr",2009,11,11-50,231,Sole Proprietorship,Software Development,,,IN
BS TEKNOLOGY PRIVATE LIMITED,https://www.linkedin.com/company/bs-teknology-private-limited/,www.bsteknology.com,Your Digital Journey Starts Here.,"BS Teknology Private Limited, is a fast growing IT company dedicated to Software Development, Websites, Web Application, Mobile Application, AI & ML and Data Center related activities.  We have experience over 20+ years in this field. We have several branch on Madurai,Coimbatore,Bangalore,UK,USA ",2003,11,11-50,148,Privately Held,Software Development,"Software Development,  Websites Development, Mobile Application Development, AI & ML, Data Center related activities, Digital Marketing, Software Auditing",MADURAI,India
Infinite Locus,https://www.linkedin.com/company/infinitelocus/,https://www.infinitelocus.com,Unlocking possibilities,"Transforming Digital & Technological landscapes from the ground up, streamlining operations, building scalable architectures, and partnering with enterprises for agile, lasting growth.  Read more here: www.infinitelocus.com",2019,184,51-200,45179,Privately Held,"Technology, Information and Internet","Supply chain, Design, development, brand building, CRO, Performance marketing",Gurugram,India
RUTE,https://www.linkedin.com/company/ruteappz/,http://www.ruteappz.com,Equipped 4 Every Good Work,"Tech Visualizers - RUTE is a path towards your personalise softwares.  We are an IT consulting and software development company that creates and transforms products, services, and enterprises to drive business growth today and into the future  We are always excited to listen new ideas and consult in software using our experience  RUTE has got its expertise in delivering high-quality and performant web applications, cross platform and native mobile apps. We believe strong partnerships and relatio",2020,13,11-50,599,Sole Proprietorship,IT Services and IT Consulting,"Product Development Center, Custom Software Development , Mobile Application Development, Website Building, Branding and Marketing",Coimbatore,India
